name,doi,candidate_urls,true_label,predicted_label,correct
tensorflow,10.3390/ijms21186652,https://github.com/cran/tensorflow,1,1.0,1
insol,10.1002/ece3.4189,https://cran.r-project.org/package=tinsel,0,0.0,1
PresenceAbsence,10.1038/s41598-020-74682-w,https://cran.r-project.org/package=PresenceAbsence,1,1.0,1
stringr,10.3390/antiox10060864,https://github.com/marcussacana/StringReloads,0,0.0,1
pandas,10.3390/ma14164507,https://github.com/pandas-dev/pandas,1,1.0,1
Flask,10.1093/gigascience/giz060,https://github.com/pallets/flask/,1,1.0,1
sklearn,10.1002/advs.201903392,https://pypi.org/project/sklearn/,0,1.0,0
Velvet,10.1371/journal.pone.0143472,https://github.com/ergohaven/velvet,0,0.0,1
Velvet,10.1371/journal.pone.0216679,https://cran.r-project.org/package=relevent,0,0.0,1
QCluster,10.1186/s13015-014-0029-x,https://github.com/qcluster/QCluster,0,1.0,0
cytoflow,10.1038/s41598-021-86135-z,https://cran.r-project.org/package=tensorflow,0,0.0,1
spektral,10.3389/fgene.2021.733906,https://cran.r-project.org/package=spectralGP,0,0.0,1
beautifulsoup4,10.3390/s20010190,https://github.com/collegue1337/BeautifulSoup4,0,0.0,1
Flask,10.1093/database/baw052,https://cran.r-project.org/package=ltsk,0,0.0,1
Flask,10.1038/s41598-021-87134-w,https://cran.r-project.org/package=DIFlasso,0,0.0,1
funFEM,10.1371/journal.pone.0242197,https://cran.r-project.org/package=funLBM,0,0.0,1
scikit-learn,10.1186/s12885-019-5646-9,https://cran.r-project.org/package=hmclearn,0,0.0,1
Statistix,10.1371/journal.pone.0000677,https://github.com/GuusLieben/Netflix-Statistix,0,0.0,1
Star,10.1186/s40478-016-0364-x,https://cran.r-project.org/package=BAYSTAR,0,0.0,1
dplyr,10.18632/aging.202739,https://cran.r-project.org/package=multidplyr,0,0.0,1
dplyr,10.1186/s40168-017-0387-y,https://cran.r-project.org/package=dtplyr,0,0.0,1
gitlab,10.5334/jors.289,https://github.com/python-gitlab/python-gitlab,1,0.0,0
relaimpo,10.3389/fneur.2018.00526,https://github.com/cran/relaimpo,1,1.0,1
data.table,10.1371/journal.pone.0246663,https://github.com/DataTables/DataTables,0,0.0,1
svUnit,10.1186/s13040-017-0151-7,https://github.com/cran/svUnit,1,1.0,1
readr,10.1037/rev0000169,https://github.com/s3ththompson/readrc,0,0.0,1
data.table,10.1186/s12864-015-2140-x,https://github.com/Rdatatable/data.table,1,1.0,1
star,10.1186/s13015-016-0068-6,https://cran.r-project.org/package=EffectStars,0,0.0,1
stringr,10.1093/eurheartj/ehaa756,https://cran.r-project.org/package=clustringr,0,0.0,1
SKLEARN,10.3389/fmicb.2019.01084,https://github.com/scikit-learn/scikit-learn,1,1.0,1
ggsci,10.1007/s12031-020-01787-2,https://cran.r-project.org/package=ggsmc,0,0.0,1
relaimpo,10.1371/journal.pone.0050239,https://cran.r-project.org/package=relimp,0,0.0,1
stars,10.1186/s12915-021-01043-y,https://cran.r-project.org/package=starsExtra,0,0.0,1
activity,10.3390/ani11020562,https://cran.r-project.org/package=activityCounts,0,0.0,1
openrouteservice,10.3389/fped.2020.00395,https://cran.r-project.org/package=cymruservices,0,0.0,1
numpy,10.1371/journal.pone.0206193,https://cran.r-project.org/package=cnum,0,0.0,1
svUnit,10.1186/s13040-017-0151-7,https://github.com/svalat/svUnitTest,0,0.0,1
sklearn Python,10.1186/s12859-020-03582-7,https://github.com/Soluto/python-flask-sklearn-docker-template,0,0.0,1
scCATCH,10.1186/s13046-021-01955-1,https://github.com/ZJUFanLab/scCATCH_performance_comparison,0,1.0,0
mirt,10.2196/jmir.9380,https://cran.r-project.org/package=miRtest,0,0.0,1
insol,10.1038/s41598-020-63005-8,https://cran.r-project.org/package=palinsol,0,0.0,1
requests,10.1016/j.dib.2021.107360,https://cran.r-project.org/package=request,0,0.0,1
fullfact,10.1002/ece3.1943,https://cran.r-project.org/package=nflfastR,0,0.0,1
sfsmisc,10.1371/journal.pone.0063274,https://cran.r-project.org/package=esmisc,0,0.0,1
mrMLM,10.1038/s41598-019-49737-2,https://cran.r-project.org/package=mrMLM,1,1.0,1
ggplot2,10.3389/fchem.2019.00311,https://cran.r-project.org/package=ggplot2.utils,0,1.0,0
BCEA,10.1371/journal.pntd.0008521,https://github.com/cran/BCEA,1,1.0,1
cytoflow,10.1038/s41598-021-86135-z,https://github.com/cytoflow/cytoflow-examples,0,1.0,0
STAR),10.1002/advs.202000593,https://cran.r-project.org/package=STAT,0,0.0,1
sklearn Python,10.1186/s12859-020-03582-7,https://github.com/microsoft/python-sklearn-classifier-cookiecutter,0,0.0,1
mpi4py,10.3389/fninf.2018.00092,https://github.com/mpi4py/mpi4py-fft,0,0.0,1
patchwork,10.1038/s42003-021-02407-4,https://cran.r-project.org/package=platowork,0,0.0,1
venn,10.1371/journal.pone.0118867,https://github.com/ip200/venn-abers,0,0.0,1
activity,10.3390/ani9121071,https://cran.r-project.org/package=biologicalActivityIndices,0,0.0,1
stars,10.3390/e22090937,https://github.com/zhaoolee/StarsAndClown,0,0.0,1
rmarkdown,10.1371/journal.pone.0233309,https://github.com/cran/rmarkdown,1,1.0,1
knitr,10.1007/s00277-020-04362-2,https://cran.r-project.org/package=knitrdata,0,1.0,0
mord,10.1038/s41598-021-86538-y,https://github.com/ajalt/mordant,0,0.0,1
SPAtest,10.7554/eLife.25060,https://cran.r-project.org/package=SetTest,0,0.0,1
activity,10.3390/ani11020562,https://github.com/cran/activity,1,1.0,1
data.table,10.1186/s12864-015-2140-x,https://github.com/cran/data.table,1,1.0,1
pandas,10.1371/journal.pone.0230416,https://github.com/sinaptik-ai/pandas-ai,0,0.0,1
matplotlib,10.1038/sdata.2018.280,https://github.com/lava/matplotlib-cpp,0,0.0,1
pandas,10.1107/S2059798317007707,https://cran.r-project.org/package=adass,0,0.0,1
rmarkdown,10.5334/joc.161,https://github.com/vim-pandoc/vim-rmarkdown,0,0.0,1
matplotlib,10.1016/j.dcn.2019.100630,https://pypi.org/project/matplotlib/,1,1.0,1
dplyr,10.3389/fgene.2020.564301,https://cran.r-project.org/package=dplyrAssist,0,1.0,0
phylip,10.1371/journal.pcbi.1007731,https://github.com/phylipweb/phylip,0,1.0,0
tensorflow,10.12688/f1000research.51117.1,https://github.com/tensorflow/models,0,1.0,0
lubridate,10.1186/s12889-018-5897-4,https://cran.r-project.org/package=validate,0,0.0,1
lubridate,10.3390/s20247188,https://github.com/tidyverse/lubridate,1,1.0,1
GillespieSSA,10.1371/journal.pone.0079345,https://github.com/rcannood/GillespieSSA,1,1.0,1
chemometrics,10.1038/s41598-020-73338-z,https://github.com/cran/chemometrics,1,1.0,1
requests,10.1186/s12911-020-1046-y,https://github.com/psf/requests-html,0,0.0,1
dplyr,10.3389/fneur.2017.00178,https://github.com/coolbutuseless/dplyr-cli,0,0.0,1
gitlab,10.1371/journal.pone.0252775,https://cran.r-project.org/package=gitlabr,0,0.0,1
truncreg,10.1186/s12874-020-01032-9,https://cran.r-project.org/package=funreg,0,0.0,1
scCATCH,10.1038/s42003-021-02146-6,https://github.com/zhongmicai/scCATCH_performance_comparison,0,0.0,1
pandas,10.3390/cancers13061315,https://github.com/pandas-dev/pandas,1,1.0,1
Rtrack,10.1186/s40478-021-01190-x,https://github.com/rob-miller/rTracker,0,0.0,1
nlsic,10.1371/journal.pcbi.1007799,https://cran.r-project.org/package=nlsic,1,1.0,1
scikit-learn,10.1186/s13059-021-02480-2,https://github.com/scikit-learn/scikit-learn,1,1.0,1
TunePareto,10.1016/j.ebiom.2016.08.037,https://github.com/cran/TunePareto,1,1.0,1
insol,10.1002/ece3.2001,https://github.com/sysu19351064/Pressure_Insole,0,0.0,1
pandas,10.1107/S2059798317007707,https://cran.r-project.org/package=pda,0,0.0,1
Django,10.1093/database/bax073,https://cran.r-project.org/package=vangogh,0,0.0,1
scikit-learn,10.1371/journal.pone.0236962,https://cran.r-project.org/package=catlearn,0,0.0,1
sklearn,10.1107/S2059798318005752,https://cran.r-project.org/package=bnlearn,0,0.0,1
cumSeg,10.1371/journal.pone.0078143,https://cran.r-project.org/package=cumSeg,1,1.0,1
sfsmisc,10.1371/journal.pone.0063274,https://github.com/mmaechler/sfsmisc,1,1.0,1
Django,10.1186/1471-2164-15-371,https://github.com/django-cms/django-cms,0,0.0,1
STAR,10.1177/1759091419843393,https://cran.r-project.org/package=BAYSTAR,0,0.0,1
SKLEARN,10.1155/2020/8858588,https://cran.r-project.org/package=SEA,0,0.0,1
logspline,10.3390/ijerph18189589,https://github.com/mlr3learners/mlr3learners.logspline,0,0.0,1
rBayesianOptimization,10.1016/j.ebiom.2021.103421,https://cran.r-project.org/package=BayesianMediationA,0,0.0,1
biosignalEMG,10.3758/s13428-020-01435-y,https://github.com/cran/biosignalEMG,1,1.0,1
modes,10.1098/rsos.191511,https://github.com/sathish-deevi/modes-Package,1,1.0,1
MultiPhen,10.1093/bioinformatics/btu783,https://github.com/cran/MultiPhen,1,1.0,1
summarytools,10.1186/s41155-021-00194-9,https://github.com/6chaoran/jupyter-summarytools,0,0.0,1
mpi4py,10.1371/journal.pone.0146581,https://github.com/mpi4py/mpi4py-fft,0,0.0,1
assignPOP,10.1111/eva.12962,https://cran.r-project.org/package=assignR,0,0.0,1
mpi4py,10.1371/journal.pone.0146581,https://pypi.org/project/mpi4py/,1,1.0,1
stringr,10.1093/bioinformatics/bty088,https://github.com/boku7/StringReaper,0,0.0,1
data.table,10.1371/journal.pbio.3001296,https://cran.r-project.org/package=data.table.threads,0,1.0,0
panda,10.1371/journal.pone.0228422,https://cran.r-project.org/package=ExPanDaR,0,0.0,1
matplotlib,10.7717/peerj.8783,https://github.com/matplotlib/mplfinance,0,1.0,0
readr,10.1038/s41598-021-96403-7,https://github.com/s3ththompson/readrc,0,0.0,1
Django,10.4269/ajtmh.2011.10-0528,https://cran.r-project.org/package=randgeo,0,0.0,1
Star,10.1186/s40478-016-0364-x,https://github.com/sahat/hackathon-starter,0,0.0,1
shiny,10.1186/s12943-021-01405-8,https://github.com/rstudio/shiny,1,1.0,1
MGDrivE,10.7554/eLife.65939,https://cran.r-project.org/package=MGDrivE2,0,1.0,0
activity,10.3390/ani9121071,https://github.com/spatie/laravel-activitylog,0,0.0,1
ggsci,10.1007/s12031-020-01787-2,https://github.com/conda-forge/r-ggsci-feedstock,0,1.0,0
treehouse,10.1186/s13104-019-4577-5,https://cran.r-project.org/package=treeheatr,0,0.0,1
stars,10.1186/s12915-021-01043-y,https://cran.r-project.org/package=stars,1,1.0,1
matplotlib,10.1038/s41598-018-22083-5,https://github.com/matplotlib/mplfinance,0,1.0,0
SPAtest,10.7554/eLife.25060,https://github.com/cran/SPAtest,1,1.0,1
phylip,10.7717/peerj.5089,https://github.com/phylipweb/phylip,0,1.0,0
knitr,10.1186/s12859-016-1125-3,https://cran.r-project.org/package=knitrBootstrap,0,1.0,0
stdReg,10.1136/jclinpath-2019-206300,https://github.com/billahmasumcu/stdreg,0,0.0,1
tidyr,10.3389/fvets.2020.547181,https://github.com/tidyverse/tidyr,1,1.0,1
Velvet,10.1128/genomeA.00342-16,https://github.com/sgwoodjr/velvet,0,0.0,1
rglobi,10.1371/journal.pone.0227810,https://github.com/ropensci/rglobi,1,1.0,1
ggplot2,10.3389/fchem.2019.00311,https://cran.r-project.org/package=RcmdrPlugin.KMggplot2,0,1.0,0
enetLTS,10.1186/s12859-020-03653-9,https://cran.r-project.org/package=einet,0,0.0,1
Star,10.1186/s40478-016-0364-x,https://github.com/ZachGoldberg/Startup-CTO-Handbook,0,0.0,1
STAR,10.1177/1759091419843393,https://github.com/starship/starship,0,0.0,1
funFEM,10.1371/journal.pone.0242197,https://github.com/adrienhaxaire/funfem,0,1.0,0
readr,10.7717/peerj.4473,https://github.com/tidyverse/readr,1,1.0,1
panda,10.3389/fcvm.2021.619386,https://cran.r-project.org/package=pan,0,0.0,1
matplotlib,10.1038/s41398-018-0334-0,https://cran.r-project.org/package=ggmatplot,0,0.0,1
stringr,10.1093/eurheartj/ehaa756,https://cran.r-project.org/package=stringr,1,1.0,1
assignPOP,10.1111/eva.12849,https://github.com/alexkychen/assignPOP,1,1.0,1
whoa,10.1002/ece3.5763,https://cran.r-project.org/package=whoami,0,0.0,1
osmdata,10.1038/s41598-021-82145-z,https://cran.r-project.org/package=simdata,0,0.0,1
Django,10.1186/1471-2164-15-371,https://pypi.org/project/Django/,1,1.0,1
patchwork,10.1038/s41598-020-78747-8,https://github.com/url-kaist/patchwork-plusplus,0,0.0,1
pandas,10.1371/journal.pone.0230416,https://cran.r-project.org/package=pnd,0,0.0,1
stars,10.3390/e22090937,https://github.com/daltoniam/Starscream,0,0.0,1
ggplot2,10.3390/cancers13051079,https://github.com/tidyverse/ggplot2,1,1.0,1
shiny,10.3389/fnhum.2020.584236,https://cran.r-project.org/package=shiny,1,1.0,1
sfsmisc,10.7554/eLife.49458,https://github.com/cran/sfsmisc,1,1.0,1
scikit-learn,10.1186/s13059-021-02480-2,https://cran.r-project.org/package=catlearn,0,0.0,1
pandas,10.1186/s12911-019-0805-0,https://cran.r-project.org/package=adass,0,0.0,1
Velvet,10.1371/journal.pone.0143472,https://github.com/noamr/velvette,0,0.0,1
MGDrivE,10.1371/journal.pcbi.1009030,https://github.com/Salomon21/MGDrivE_Graph_Tool,0,0.0,1
stars,10.1371/journal.pone.0258031,https://github.com/starship/starship,0,0.0,1
pandas,10.1371/journal.pone.0230416,https://cran.r-project.org/package=epandist,0,0.0,1
truncreg,10.1186/s12874-020-01032-9,https://cran.r-project.org/package=truncreg,1,1.0,1
stringr,10.3390/molecules25204747,https://github.com/boku7/StringReaper,0,0.0,1
sklearn,10.1107/S2059798318005752,https://github.com/scikit-learn/scikit-learn,1,1.0,1
sets,10.1186/s12859-018-2557-8,https://github.com/hanmq/MachineLearning_Zhouzhihua_ProblemSets,0,0.0,1
biosignalEMG,10.3758/s13428-020-01435-y,https://cran.r-project.org/package=phylosignal,0,0.0,1
enetLTS,10.1186/s12859-020-03653-9,https://cran.r-project.org/package=regnet,0,0.0,1
tidyverse,10.1155/2020/5418364,https://github.com/cran/tidyverse,1,1.0,1
tidyr,10.3390/metabo11040211,https://cran.r-project.org/package=tidyREDCap,0,0.0,1
mokken,10.1080/21642850.2018.1472602,https://github.com/cran/mokken,1,1.0,1
biopy,10.1186/1471-2148-12-23,https://cran.r-project.org/package=iopsych,0,0.0,1
panda,10.3389/fcvm.2021.619386,https://github.com/sinaptik-ai/pandas-ai,0,0.0,1
openrouteservice,10.3389/fped.2020.00395,https://cran.r-project.org/package=ttservice,0,0.0,1
tsutils,10.3390/foods9040515,https://github.com/trnnick/tsutils/,1,1.0,1
Pandas,10.3390/ani10060939,https://github.com/guipsamora/pandas_exercises,0,0.0,1
MultiPhen,10.1038/srep38837,https://cran.r-project.org/package=MultiPhen,1,1.0,1
tidyr,10.3390/nu13061898,https://github.com/dariyasydykova/tidyroc,0,0.0,1
Python sklearn,10.3389/fnins.2021.629892,https://github.com/Python-templates/sklearn-project-template,0,0.0,1
smnet,10.1002/env.2340,https://cran.r-project.org/package=s2net,0,0.0,1
stringr,10.1093/eurheartj/ehaa756,https://github.com/johncassil/stringr.plus,0,1.0,0
numpy,10.7717/peerj.4925,https://pypi.org/project/numpy/,1,1.0,1
pytorch,10.3390/s20216264,https://cran.r-project.org/package=psych,0,0.0,1
data.table,10.1186/s12911-019-0837-5,https://cran.r-project.org/package=atable,0,0.0,1
Django,10.1093/database/bax073,https://cran.r-project.org/package=randgeo,0,0.0,1
venn,10.1371/journal.pone.0118867,https://cran.r-project.org/package=ggVennDiagram,0,0.0,1
chemometrics,10.3389/fmicb.2018.00938,https://cran.r-project.org/package=pedometrics,0,0.0,1
star,10.1111/acel.12739,https://github.com/sahat/hackathon-starter,0,0.0,1
numpy,10.1371/journal.pcbi.1007113,https://cran.r-project.org/package=inum,0,0.0,1
beepr,10.1371/journal.pone.0188955,https://cran.r-project.org/package=debkeepr,0,0.0,1
mpi4py,10.3389/fnhum.2013.00869,https://github.com/pyscf/mpi4pyscf,0,0.0,1
stdReg,10.1007/s10654-018-0375-y,https://github.com/sachsmc/stdReg2,0,1.0,0
ggnewscale,10.1186/s13040-021-00267-6,https://cran.r-project.org/package=ggnewscale,1,1.0,1
dplyr,10.3390/ijerph18168514,https://github.com/coolbutuseless/dplyr-cli,0,0.0,1
stringr,10.1128/mBio.01557-20,https://cran.r-project.org/package=nanostringr,0,0.0,1
patchwork,10.1186/s13567-021-00981-3,https://github.com/url-kaist/patchwork-plusplus,0,0.0,1
POAP,10.31557/APJCP.2019.20.11.3399,https://cran.r-project.org/package=PheCAP,0,0.0,1
stars,10.1371/journal.pone.0247535,https://cran.r-project.org/package=EffectStars2,0,0.0,1
Django,10.1186/s12911-019-0750-y,https://github.com/encode/django-rest-framework,0,0.0,1
stringr,10.3390/v12010107,https://cran.r-project.org/package=stringr,1,1.0,1
(STAR,10.1038/s41598-021-86032-5,https://cran.r-project.org/package=SAR,0,0.0,1
sklearn,10.1186/s13195-021-00874-9,https://cran.r-project.org/package=bnlearn,0,0.0,1
tensorflow,10.1186/s40537-020-00387-6,https://github.com/tensorflow/tfjs,0,0.0,1
paramtest,10.1186/s40359-021-00596-5,https://cran.r-project.org/package=params,0,0.0,1
Velvet,10.1371/journal.pone.0216679,https://pypi.org/project/velvet/,0,0.0,1
readr,10.1037/rev0000169,https://cran.r-project.org/package=bulkreadr,0,0.0,1
insol,10.1038/sdata.2018.177,https://cran.r-project.org/package=intsel,0,0.0,1
stars,10.1371/journal.pone.0258031,https://cran.r-project.org/package=starsExtra,0,0.0,1
pandas,10.1038/s41598-020-72174-5,https://github.com/pandas-dev/pandas,1,1.0,1
mixKernel,10.3389/fmicb.2021.609048,https://cran.r-project.org/package=GoFKernel,0,0.0,1
bootLR,10.1016/j.pmedr.2021.101447,https://cran.r-project.org/package=bootUR,0,0.0,1
numpy,10.1128/mBio.03221-19,https://github.com/rougier/from-python-to-numpy,0,0.0,1
pandas,10.3390/ma14164507,https://github.com/guipsamora/pandas_exercises,0,0.0,1
pandas,10.1186/s12859-015-0608-y,https://cran.r-project.org/package=adass,0,0.0,1
chemometrics,10.1038/s41598-018-34190-4,https://github.com/maruedt/chemometrics,0,0.0,1
Python sklearn,10.3389/frobt.2019.00049,https://github.com/microsoft/python-sklearn-classifier-cookiecutter,0,0.0,1
mnnpy,10.1186/s13073-020-00799-2,https://cran.r-project.org/package=mnonr,0,0.0,1
readr,10.1371/journal.pone.0255433,https://github.com/cran/readr,1,1.0,1
ggplot2,10.1038/s41598-018-28116-3,https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse,0,1.0,0
intsvy,10.3389/fpsyg.2020.577410,https://github.com/cran/intsvy,1,1.0,1
MG-RAST,10.3389/fmicb.2015.00053,https://github.com/MG-RAST/AWE,0,0.0,1
cRegulome,10.7717/peerj.6509,https://cran.r-project.org/package=glme,0,0.0,1
matplotlib,10.1038/sdata.2018.280,https://cran.r-project.org/package=datplot,0,0.0,1
chemometrics,10.1371/journal.pone.0129740,https://cran.r-project.org/package=pedometrics,0,0.0,1
pandas,10.1186/s12859-015-0608-y,https://cran.r-project.org/package=repana,0,0.0,1
MGDrivE,10.1371/journal.pgen.1009385,https://github.com/MarshallLab/MGDrivE,1,1.0,1
star,10.1099/mgen.0.000319,https://github.com/alexdobin/STAR,1,1.0,1
pandas,10.1038/s41598-020-72174-5,https://github.com/guipsamora/pandas_exercises,0,0.0,1
patchwork,10.1186/s13567-021-00981-3,https://github.com/patched-codes/patchwork,0,0.0,1
tidyr,10.3390/microorganisms9010002,https://github.com/r-tidy-remote-sensing/tidyrgee,0,0.0,1
swirl,10.1111/test.12258,https://cran.r-project.org/package=swirlify,0,0.0,1
star,10.1186/s12885-017-3237-1,https://github.com/starship/starship,0,0.0,1
ndl,10.1371/journal.pone.0218802,https://github.com/ndless-nspire/Ndless,0,0.0,1
data.table,10.1186/s40575-021-00100-7,https://cran.r-project.org/package=data.table,1,1.0,1
Rdistance,10.7717/peerj.4746,https://github.com/hale/rdistance,0,0.0,1
pytorch,10.1038/s41598-019-52737-x,https://github.com/yunjey/pytorch-tutorial,0,1.0,0
POAP,10.31557/APJCP.2019.20.11.3399,https://github.com/decentraland-scenes/POAP-Booth,0,0.0,1
edd-utils,10.3389/fbioe.2021.612893,https://github.com/Erland366/edd_utils,0,1.0,0
scikit-learn,10.3389/fgene.2021.648329,https://github.com/scikit-learn/scikit-learn,1,1.0,1
knitr,10.1136/bmjopen-2019-031251,https://cran.r-project.org/package=knitr,1,1.0,1
panda,10.3389/fnbeh.2021.709775,https://cran.r-project.org/package=pan,0,0.0,1
earth,10.1186/1471-2156-9-71,https://cran.r-project.org/package=earthdatalogin,0,0.0,1
ggsci,10.3390/cells10092367,https://cran.r-project.org/package=ggsci,1,1.0,1
tidyr,10.7554/eLife.70086,https://cran.r-project.org/package=tidyrates,0,0.0,1
treehouse,10.1186/s13104-019-4577-5,https://github.com/treehouse-dave/get-acquainted-with-git,0,0.0,1
QCluster,10.1186/s13015-014-0029-x,https://cran.r-project.org/package=WCluster,0,0.0,1
QCluster,10.1186/s13015-014-0029-x,https://github.com/CominLab/Qcluster,1,1.0,1
biopy,10.1186/1471-2148-12-23,https://cran.r-project.org/package=ioncopy,0,0.0,1
star,10.1186/s12885-017-3237-1,https://github.com/sahat/hackathon-starter,0,0.0,1
patchwork,10.1038/s42003-021-02407-4,https://github.com/thomasp85/patchwork,1,1.0,1
pytorch,10.3390/s21093106,https://cran.r-project.org/package=mlr3torch,0,0.0,1
Pandas,10.3390/antibiotics10040385,https://github.com/datawhalechina/joyful-pandas,0,0.0,1
numpy,10.1186/s12864-019-6436-0,https://pypi.org/project/numpy/,1,1.0,1
biopy,10.1186/1471-2148-12-23,https://github.com/BioPyTeam/biopy,0,0.0,1
mokken,10.1371/journal.pone.0149973,https://github.com/lg626/Mokken,0,1.0,0
dae,10.1038/s41598-017-01211-7,https://github.com/xingda920813/HelloDaemon,0,0.0,1
star,10.1099/mgen.0.000319,https://github.com/kriasoft/react-starter-kit,0,0.0,1
bootLR,10.1016/j.pmedr.2021.101447,https://github.com/cran/bootLR,1,1.0,1
summarytools,10.1186/s41155-021-00194-9,https://cran.r-project.org/package=urltools,0,0.0,1
insol,10.1002/ece3.4189,https://github.com/sysu19351064/Pressure_Insole,0,0.0,1
tsutils,10.3390/foods9040515,https://cran.r-project.org/package=toscutil,0,0.0,1
tensorflow,10.1371/journal.pcbi.1008918,https://github.com/tensorflow/tensorflow,1,1.0,1
cytoflow,10.1038/s41598-021-86135-z,https://pypi.org/project/cytoflow/,1,1.0,1
data.table,10.1093/eurheartj/ehaa756,https://cran.r-project.org/package=atable,0,0.0,1
STAR,10.1063/5.0054639,https://cran.r-project.org/package=DstarM,0,0.0,1
onnx,10.1007/s42452-021-04588-3,https://github.com/k2-fsa/sherpa-onnx,0,0.0,1
knitr,10.3390/jintelligence6030041,https://cran.r-project.org/package=knitrdata,0,1.0,0
truncreg,10.1186/s12874-020-01032-9,https://cran.r-project.org/package=truncreg,1,1.0,1
ggplot2,10.1155/2020/8841859,https://github.com/cran/ggplot2,1,1.0,1
pdftables,10.3389/fneur.2020.00729,https://github.com/cran/pdftables,1,1.0,1
Python sklearn,10.3389/frobt.2019.00049,https://github.com/Python-templates/sklearn-project-template,0,0.0,1
SKLEARN,10.3389/fmicb.2019.01084,https://cran.r-project.org/package=SEARS,0,0.0,1
phylip,10.1371/journal.pcbi.1007731,https://cran.r-project.org/package=polyclip,0,0.0,1
cRegulome,10.7717/peerj.6509,https://github.com/mmulvahill/berd009_ropensci_cregulomereview,0,1.0,0
onnx,10.1007/s42452-021-04588-3,https://github.com/microsoft/onnxruntime,0,0.0,1
rmarkdown,10.1038/s41398-021-01596-0,https://github.com/rstudio/rmarkdown,1,1.0,1
spektral,10.3389/fgene.2021.733906,https://github.com/spektral/havencore,0,0.0,1
dae,10.34133/2019/5893953,https://github.com/cran/dae,1,1.0,1
SCINA,10.1186/s13059-020-02116-x,https://cran.r-project.org/package=SPINA,0,0.0,1
shiny,10.1002/cam4.3350,https://pypi.org/project/shiny/,0,0.0,1
swirlify,10.1111/test.12258,https://github.com/swirldev/swirl,1,1.0,1
stars,10.3390/e22090937,https://cran.r-project.org/package=starsExtra,0,0.0,1
pytorch,10.3390/s20216264,https://cran.r-project.org/package=torch,0,0.0,1
Star,10.1186/1751-0147-53-57,https://github.com/alexdobin/STAR,1,1.0,1
rBayesianOptimization,10.1016/j.ebiom.2021.103421,https://github.com/yanyachen/rBayesianOptimization,1,1.0,1
geobr,10.3390/pathogens10080988,https://github.com/cran/geobr,1,1.0,1
tigerstats,10.1093/jac/dky096,https://cran.r-project.org/package=tigers,0,0.0,1
ABBYY,10.12688/f1000research.7329.3,https://cran.r-project.org/package=GABB,0,0.0,1
mixKernel,10.3389/fmicb.2021.609048,https://github.com/ipfgao/mixkernel,0,1.0,0
