name,ground truth,candidate_urls,doi,paragraph,synonyms,language,authors
BioMark,,"https://cran.r-project.org/package=NNTbiomarker,https://github.com/cran/NNTbiomarker,https://github.com/cran/BioMark,https://github.com/cran/RMark,https://github.com/NoTranslationLayer/biomarkerdash,https://cran.r-project.org/package=RMark,https://github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline-CAMPP,https://cran.r-project.org/web/packages/BioMark/index.html,https://github.com/cran/optBiomarker,https://cran.r-project.org/package=optBiomarker,https://github.com/markwk/awesome-biomarkers,https://github.com/spiros/ukb-biomarker-phenotypes,https://github.com/cran/ICBioMark,https://github.com/AIM-Harvard/foundation-cancer-image-biomarker,https://cran.r-project.org/package=ICBioMark",10.1371/journal.pone.0001662,Data was analyzed using the BioMark digital array software and the numbers of positive chambers were corrected to estimate the true number of copies [32],"BioMART,BiomarkeR,BIOMARKERY,Biomark Chip,Biomark & EP1,R package BioMark,ImBioMark,BIOMARCS,Biomart,BioMark HD,Biomartr,Biomark HD,BiomarkR,BioMarKs,BiomarkHD,Biomark qPCR,BiomarkTM,BioMarcs,BIOMARKER,BioMarks,BioMA,BioMarts,BioMarkTM,BioMar,BioMart,BIOMARIN,BiomarC®,BIOMA,BioMark R Bioconductor package,BIOMART,Biomarks,Biomarker,BIOMAR,BIOMARK HD,R BioMark package,BIOMARKAPD,BIOMASAR,Biomarts,BioMarker,Biomarker2vec,Biomarkers,BiomarC",,"Sandra L. Spurgeon,Robert C. Jones,Ramesh Ramakrishnan"
BioMark,,"https://cran.r-project.org/package=NNTbiomarker,https://github.com/cran/NNTbiomarker,https://github.com/cran/BioMark,https://github.com/cran/RMark,https://github.com/NoTranslationLayer/biomarkerdash,https://cran.r-project.org/package=RMark,https://github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline-CAMPP,https://cran.r-project.org/web/packages/BioMark/index.html,https://github.com/cran/optBiomarker,https://cran.r-project.org/package=optBiomarker,https://github.com/markwk/awesome-biomarkers,https://github.com/spiros/ukb-biomarker-phenotypes,https://github.com/cran/ICBioMark,https://github.com/AIM-Harvard/foundation-cancer-image-biomarker,https://cran.r-project.org/package=ICBioMark",10.1186/s12862-017-1109-6,Data from the gene expression analysis were processed using the Fluidigm-integrated software (Fluidigm Real-Time PCR analysis; BioMark Version 4.1.2),"BioMART,BiomarkeR,BIOMARKERY,Biomark Chip,Biomark & EP1,R package BioMark,ImBioMark,BIOMARCS,Biomart,BioMark HD,Biomartr,Biomark HD,BiomarkR,BioMarKs,BiomarkHD,Biomark qPCR,BiomarkTM,BioMarcs,BIOMARKER,BioMarks,BioMA,BioMarts,BioMarkTM,BioMar,BioMart,BIOMARIN,BiomarC®,BIOMA,BioMark R Bioconductor package,BIOMART,Biomarks,Biomarker,BIOMAR,BIOMARK HD,R BioMark package,BIOMARKAPD,BIOMASAR,Biomarts,BioMarker,Biomarker2vec,Biomarkers,BiomarC",,"Isabel Salome Keller,Walter Salzburger,Olivia Roth"
BioMark,,"https://cran.r-project.org/package=NNTbiomarker,https://github.com/cran/NNTbiomarker,https://github.com/cran/BioMark,https://github.com/cran/RMark,https://github.com/NoTranslationLayer/biomarkerdash,https://cran.r-project.org/package=RMark,https://github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline-CAMPP,https://cran.r-project.org/web/packages/BioMark/index.html,https://github.com/cran/optBiomarker,https://cran.r-project.org/package=optBiomarker,https://github.com/markwk/awesome-biomarkers,https://github.com/spiros/ukb-biomarker-phenotypes,https://github.com/cran/ICBioMark,https://github.com/AIM-Harvard/foundation-cancer-image-biomarker,https://cran.r-project.org/package=ICBioMark",10.3390/ijms17030402,"The BioMark software (Fluidigm, South San Francisco, CA, USA) can generate PCR amplification curves and analyze the threshold values of the 36,960 individual partitions (48 × 770)","BioMART,BiomarkeR,BIOMARKERY,Biomark Chip,Biomark & EP1,R package BioMark,ImBioMark,BIOMARCS,Biomart,BioMark HD,Biomartr,Biomark HD,BiomarkR,BioMarKs,BiomarkHD,Biomark qPCR,BiomarkTM,BioMarcs,BIOMARKER,BioMarks,BioMA,BioMarts,BioMarkTM,BioMar,BioMart,BIOMARIN,BiomarC®,BIOMA,BioMark R Bioconductor package,BIOMART,Biomarks,Biomarker,BIOMAR,BIOMARK HD,R BioMark package,BIOMARKAPD,BIOMASAR,Biomarts,BioMarker,Biomarker2vec,Biomarkers,BiomarC",,"Pengyu Zhu,Chenguang Wang,Kunlun Huang,Yunbo Luo,Wentao Xu"
catwalk,https://github.com/qlik-oss/catwalk,"https://github.com/knz/catwalk,https://cran.r-project.org/package=catalog,https://github.com/tisztamo/Catwalk.jl,https://github.com/nathaneastwood/catalog,https://github.com/qlik-oss/catwalk,https://cran.r-project.org/package=cdata,https://github.com/cran/crawl,https://cran.r-project.org/package=talkr,https://github.com/allenai/catwalk,https://github.com/cran/talkr,https://cran.r-project.org/package=cata,https://github.com/cran/cdata,https://github.com/charmbracelet/catwalk,https://github.com/WinVector/cdata,https://cran.r-project.org/package=Rtwalk,https://cran.r-project.org/package=crawl,https://github.com/cran/cata,https://github.com/cran/catalog,https://github.com/cran/Rtwalk",10.1021/acschemneuro.0c00794,"In the catwalk analyses, a small number of postprocedure changes were observed, but these were not consistent","CatWalk gait,CatwalkTM,Catwalk7,CatwalkXT,CatWalkXT,CatWalk®,Catwalk XT,CatWalk XT®,Catwalk®,Catwalk X,CatWalk XTTM,CatWalk (CW),CATWALK XT,CatWalk-XT,CatWalkTM,CatWalk 7,CatwalkXT9,Catwalk-XT,CatWalkTM XT,CatWalk XT",,"Maria Plesia,Oliver Stevens,Gavin R. Lloyd,Catherine Kendall,Ian Coldicott,Aneurin J. Kennerley,Gaynor Miller,Pamela J. Shaw,Richard J. Mead,John C. C. Day,James J. P. Alix"
catwalk,https://github.com/qlik-oss/catwalk,"https://github.com/knz/catwalk,https://cran.r-project.org/package=catalog,https://github.com/tisztamo/Catwalk.jl,https://github.com/nathaneastwood/catalog,https://github.com/qlik-oss/catwalk,https://cran.r-project.org/package=cdata,https://github.com/cran/crawl,https://cran.r-project.org/package=talkr,https://github.com/allenai/catwalk,https://github.com/cran/talkr,https://cran.r-project.org/package=cata,https://github.com/cran/cdata,https://github.com/charmbracelet/catwalk,https://github.com/WinVector/cdata,https://cran.r-project.org/package=Rtwalk,https://cran.r-project.org/package=crawl,https://github.com/cran/cata,https://github.com/cran/catalog,https://github.com/cran/Rtwalk",10.1371/journal.pone.0068584,Gait performance was assessed and recorded using the catwalk analysis software,"CatWalk gait,CatwalkTM,Catwalk7,CatwalkXT,CatWalkXT,CatWalk®,Catwalk XT,CatWalk XT®,Catwalk®,Catwalk X,CatWalk XTTM,CatWalk (CW),CATWALK XT,CatWalk-XT,CatWalkTM,CatWalk 7,CatwalkXT9,Catwalk-XT,CatWalkTM XT,CatWalk XT",,"Yah-se K. Abada,Huu Phuc Nguyen,Rudy Schreiber,Bart Ellenbroek"
catwalk,https://github.com/qlik-oss/catwalk,"https://github.com/knz/catwalk,https://cran.r-project.org/package=catalog,https://github.com/tisztamo/Catwalk.jl,https://github.com/nathaneastwood/catalog,https://github.com/qlik-oss/catwalk,https://cran.r-project.org/package=cdata,https://github.com/cran/crawl,https://cran.r-project.org/package=talkr,https://github.com/allenai/catwalk,https://github.com/cran/talkr,https://cran.r-project.org/package=cata,https://github.com/cran/cdata,https://github.com/charmbracelet/catwalk,https://github.com/WinVector/cdata,https://cran.r-project.org/package=Rtwalk,https://cran.r-project.org/package=crawl,https://github.com/cran/cata,https://github.com/cran/catalog,https://github.com/cran/Rtwalk",10.1371/journal.pone.0023244,"Effects on rotarod performance are assessed between days 35 to 60, analysis of hind-limb muscle volume and immunohistochemistry to assess the degree of gastrocnemius innervation at day 60 in half of the cohort and the remaining cohort being assessed for motor function using the catwalk gait analysis system and for time to onset","CatWalk gait,CatwalkTM,Catwalk7,CatwalkXT,CatWalkXT,CatWalk®,Catwalk XT,CatWalk XT®,Catwalk®,Catwalk X,CatWalk XTTM,CatWalk (CW),CATWALK XT,CatWalk-XT,CatWalkTM,CatWalk 7,CatwalkXT9,Catwalk-XT,CatWalkTM XT,CatWalk XT",,"Richard J. Mead,Ellen Bennett,Aneurin J. Kennerley,Paul Sharp,Claire Sunyach,Paul R. Kasher,Jason Berwick,Brigitte Pettmann,Giuseppe Battaglia,Mimoun Azzouz,Andrew J. Grierson,Pamela J. Shaw"
catwalk,https://github.com/qlik-oss/catwalk,"https://github.com/knz/catwalk,https://cran.r-project.org/package=catalog,https://github.com/tisztamo/Catwalk.jl,https://github.com/nathaneastwood/catalog,https://github.com/qlik-oss/catwalk,https://cran.r-project.org/package=cdata,https://github.com/cran/crawl,https://cran.r-project.org/package=talkr,https://github.com/allenai/catwalk,https://github.com/cran/talkr,https://cran.r-project.org/package=cata,https://github.com/cran/cdata,https://github.com/charmbracelet/catwalk,https://github.com/WinVector/cdata,https://cran.r-project.org/package=Rtwalk,https://cran.r-project.org/package=crawl,https://github.com/cran/cata,https://github.com/cran/catalog,https://github.com/cran/Rtwalk",10.1016/j.freeradbiomed.2013.04.018,"The catwalk gait analysis system (Noldus Instruments, version 7.1) was used to capture gait parameters in groups of 5 G93A—transgenic mice and 7 nontransgenic mice","CatWalk gait,CatwalkTM,Catwalk7,CatwalkXT,CatWalkXT,CatWalk®,Catwalk XT,CatWalk XT®,Catwalk®,Catwalk X,CatWalk XTTM,CatWalk (CW),CATWALK XT,CatWalk-XT,CatWalkTM,CatWalk 7,CatwalkXT9,Catwalk-XT,CatWalkTM XT,CatWalk XT",,"Richard J. Mead,Adrian Higginbottom,Scott P. Allen,Janine Kirby,Ellen Bennett,Siân C. Barber,Paul R. Heath,Antonio Coluccia,Neelam Patel,Iain Gardner,Andrea Brancale,Andrew J. Grierson,Pamela J. Shaw"
catwalk,https://github.com/qlik-oss/catwalk,"https://github.com/knz/catwalk,https://cran.r-project.org/package=catalog,https://github.com/tisztamo/Catwalk.jl,https://github.com/nathaneastwood/catalog,https://github.com/qlik-oss/catwalk,https://cran.r-project.org/package=cdata,https://github.com/cran/crawl,https://cran.r-project.org/package=talkr,https://github.com/allenai/catwalk,https://github.com/cran/talkr,https://cran.r-project.org/package=cata,https://github.com/cran/cdata,https://github.com/charmbracelet/catwalk,https://github.com/WinVector/cdata,https://cran.r-project.org/package=Rtwalk,https://cran.r-project.org/package=crawl,https://github.com/cran/cata,https://github.com/cran/catalog,https://github.com/cran/Rtwalk",10.1371/journal.pone.0023244,"4/ Assess the remaining 7 mice per group, 3 times per week for onset of clinical signs from 60 days of age to day 90 (if necessary) and gait analysis using the catwalk gait analysis system at 63, 77 and 91 days of age (9, 11, and 13 weeks)","CatWalk gait,CatwalkTM,Catwalk7,CatwalkXT,CatWalkXT,CatWalk®,Catwalk XT,CatWalk XT®,Catwalk®,Catwalk X,CatWalk XTTM,CatWalk (CW),CATWALK XT,CatWalk-XT,CatWalkTM,CatWalk 7,CatwalkXT9,Catwalk-XT,CatWalkTM XT,CatWalk XT",,"Richard J. Mead,Ellen Bennett,Aneurin J. Kennerley,Paul Sharp,Claire Sunyach,Paul R. Kasher,Jason Berwick,Brigitte Pettmann,Giuseppe Battaglia,Mimoun Azzouz,Andrew J. Grierson,Pamela J. Shaw"
chngpt,"https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/cran/chngpt,https://github.com/youyifong/chngpt","https://github.com/cran/chatgpt,https://github.com/youyifong/chngpt,https://cran.r-project.org/package=hnp,https://github.com/timsonzhu/chngpts.com,https://github.com/jcrodriguez1989/chatgpt,https://github.com/cran/chngpt,https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/rkillick/changepoint,https://github.com/cran/changepoint,https://github.com/cran/hnp,https://cran.r-project.org/package=changepoint,https://cran.r-project.org/package=chatgpt,https://cran.r-project.org/package=chngpt",10.1186/s12859-017-1863-x,chngpt is an open source software and can be downloaded from the Comprehensive R Archive Network,"R package “chngpt”,R package chngpt",R,"Youyi Fong,Ying Huang,Peter B. Gilbert,Sallie R. Permar"
chngpt,"https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/cran/chngpt,https://github.com/youyifong/chngpt","https://github.com/cran/chatgpt,https://github.com/youyifong/chngpt,https://cran.r-project.org/package=hnp,https://github.com/timsonzhu/chngpts.com,https://github.com/jcrodriguez1989/chatgpt,https://github.com/cran/chngpt,https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/rkillick/changepoint,https://github.com/cran/changepoint,https://github.com/cran/hnp,https://cran.r-project.org/package=changepoint,https://cran.r-project.org/package=chatgpt,https://cran.r-project.org/package=chngpt",10.3389/fpls.2020.00636,"Linear and intercept-only (null) models were fit with the lm function and step and hinge functions were fit with the chngpt package (Fong et al., 2017)","R package “chngpt”,R package chngpt",,"Eric R. Scott,Xin Li,Ji‐Peng Wei,Nicole Kfoury,Joshua Morimoto,Mingming Guo,Amma Agyei,Albert Robbat,Selena Ahmed,Sean B. Cash,Timothy S. Griffin,John Richard Stepp,Wenyan Han,Colin M. Orians"
chngpt,"https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/cran/chngpt,https://github.com/youyifong/chngpt","https://github.com/cran/chatgpt,https://github.com/youyifong/chngpt,https://cran.r-project.org/package=hnp,https://github.com/timsonzhu/chngpts.com,https://github.com/jcrodriguez1989/chatgpt,https://github.com/cran/chngpt,https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/rkillick/changepoint,https://github.com/cran/changepoint,https://github.com/cran/hnp,https://cran.r-project.org/package=changepoint,https://cran.r-project.org/package=chatgpt,https://cran.r-project.org/package=chngpt",10.1007/s11357-020-00205-0,"All analyses were conducted in STATA 16.0 (StataCorp 2019), and double-checked in R (R Core Team R 2017) using packages chngpt (Fong et al","R package “chngpt”,R package chngpt",R,"Zoltán Vokó,János G. Pitter"
chngpt,"https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/cran/chngpt,https://github.com/youyifong/chngpt","https://github.com/cran/chatgpt,https://github.com/youyifong/chngpt,https://cran.r-project.org/package=hnp,https://github.com/timsonzhu/chngpts.com,https://github.com/jcrodriguez1989/chatgpt,https://github.com/cran/chngpt,https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/rkillick/changepoint,https://github.com/cran/changepoint,https://github.com/cran/hnp,https://cran.r-project.org/package=changepoint,https://cran.r-project.org/package=chatgpt,https://cran.r-project.org/package=chngpt",10.1186/s12859-017-1863-x,"Our chngpt package complements the segmented package by making three unique contributions: (1) it supports all four types of threshold effects in Fig. 1, and supports models with interaction terms between predictors subjected to thresholding and predictors not subjected to thresholding [10]; (2) the search method in segmented employs a first order approximation of the non-smooth criterion function [11], while chngpt offers two alternative search methods: exact, which optimizes the exact criterion function, ","R package “chngpt”,R package chngpt",,"Youyi Fong,Ying Huang,Peter B. Gilbert,Sallie R. Permar"
chngpt,"https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/cran/chngpt,https://github.com/youyifong/chngpt","https://github.com/cran/chatgpt,https://github.com/youyifong/chngpt,https://cran.r-project.org/package=hnp,https://github.com/timsonzhu/chngpts.com,https://github.com/jcrodriguez1989/chatgpt,https://github.com/cran/chngpt,https://cran.r-project.org/web/packages/chngpt/index.html,https://github.com/rkillick/changepoint,https://github.com/cran/changepoint,https://github.com/cran/hnp,https://cran.r-project.org/package=changepoint,https://cran.r-project.org/package=chatgpt,https://cran.r-project.org/package=chngpt",10.1186/s12859-017-1863-x,A second example illustrating the use of chngpt for fitting thresholded linear regression models can be found in the Additional file 1: Section B.,"R package “chngpt”,R package chngpt",,"Youyi Fong,Ying Huang,Peter B. Gilbert,Sallie R. Permar"
