ID;software_mention;package_url;exact_match;doi;paragraph;authors_oa;authors;field/topic/keywords
SM1044;Gblocks;https://www.biologiaevolutiva.org/jcastresana/Gblocks.html;TRUE;10.1186/1471-2148-10-117;"containing gaps and/or are poorly aligned) were removed with Gblocks (v0.91b, [39]) using the following parameters: minimum length of a block after gap cleaning = 10; no gap positions were allowed in the final alignment; all segments with contiguous nonconserved positions bigger than 8 were rejected; minimum number of sequences for a flank position = 85%";https://openalex.org/A5023780433,https://openalex.org/A5079081480,https://openalex.org/A5108221522,https://openalex.org/A5110089645,https://openalex.org/A5023425179;Matthias Gesemann,Annegret Lesslauer,Colette M. Maurer,Helia B. Schönthaler,Stephan C. F. Neuhauss;Biology,Phylogenetic tree,Evolutionary biology,Vertebrate,Phylogenetics,Excitatory amino-acid transporter,Lineage (genetic),Genetics
SM1044;Gblocks;https://www.biologiaevolutiva.org/jcastresana/Gblocks.html;TRUE;10.1093/gbe/evv187;Aligned ortholog gene families were postprocessed to filter putative nonreliable positions using Gblocks (Castresana 2000).;https://openalex.org/A5068716434,https://openalex.org/A5074966398,https://openalex.org/A5041918119,https://openalex.org/A5063037795,https://openalex.org/A5036260327,https://openalex.org/A5051663866,https://openalex.org/A5058493715,https://openalex.org/A5067623964,https://openalex.org/A5061127602,https://openalex.org/A5025941741,https://openalex.org/A5034992828,https://openalex.org/A5054888833,https://openalex.org/A5015206159;Hélène Chiapello,Ludovic Mallet,Cyprien Guérin,Gabriela Aguileta,Joëlle Amselem,Thomas Kroj,Enrique Ortega?Abboud,Marc?Henri Lebrun,Bernard Henrissat,Annie Gendrault,F. Rodolphe,Didier Tharreau,Elisabeth Fournier;Biology,Genome,Host adaptation,Magnaporthe,Genetics,Gene,Magnaporthe grisea,Lineage (genetic),Introgression
SM105;VOSviewer;https://www.vosviewer.com/;TRUE;10.3390/ijerph17134729;Thereby, modularity-based clustering of VOSviewer provides networks where nodes are densely connected internally within groups, but without external connection between different groups;;https://openalex.org/A5055262220,https://openalex.org/A5012551529,https://openalex.org/A5076880523,https://openalex.org/A5051912133;Víctor Meseguer-Sánchez,Emilio Abad?Segura,Luis Jesús Belmonte Ureña,Valentín Molina Moreno
SM105;VOSviewer;https://www.vosviewer.com/;TRUE;10.1186/s13023-019-1215-1;Clusters of related articles identified in VOSviewer;;https://openalex.org/A5024614854,https://openalex.org/A5065443605,https://openalex.org/A5002973087,https://openalex.org/A5072761586,https://openalex.org/A5091292847;Merel E. Hermans,Mendy M. Welsink?Karssies,Annet M. Bosch,Kim J. Oostrom,Gert J. Geurtsen
SM105;VOSviewer;https://www.vosviewer.com/;TRUE;10.26633/RPSP.2021.55;VOSviewer ® v.1.6.13 was used to construct bibliometric networks for country co-authorships and co-occurrence of terms;;https://openalex.org/A5038952609,https://openalex.org/A5074649057,https://openalex.org/A5076432754;José Luis Di Fábio,María de los Ángeles Cortés Castillo,Elwyn Griffiths
SM105;VOSviewer;https://www.vosviewer.com/;TRUE;10.1177/15562646211002744;A cocitation map of author affiliations with at least 10 publications with 10 citations each was constructed using VOSviewer 1.6.14 and is shown in Figure 1;;https://openalex.org/A5009639175,https://openalex.org/A5071731723,https://openalex.org/A5065915324;Gabrielle Samuel,Jenn Chubb,Gemma Derrick
SM106;VOSviewer;https://www.vosviewer.com/;TRUE;10.1590/1980-57642021dn15-020003;The development of the co-authorship country research collaboration in CCS and PWD is presented in the Figure 3 distributed by degree of centrality, using VOSviewer;;https://openalex.org/A5020447518,https://openalex.org/A5003897757;Sónia Rolland Sobral,Margarida Sobral
SM105;VOSviewer;https://github.com/emmolb/VOSviewer;FALSE;10.3390/ijerph17134729;Thereby, modularity-based clustering of VOSviewer provides networks where nodes are densely connected internally within groups, but without external connection between different groups;https://openalex.org/A5055262220,https://openalex.org/A5012551529,https://openalex.org/A5076880523,https://openalex.org/A5051912133;Víctor Meseguer-Sánchez,Emilio Abad?Segura,Luis Jesús Belmonte Ureña,Valentín Molina Moreno;
SM105;VOSviewer;https://github.com/emmolb/VOSviewer;FALSE;10.1186/s13023-019-1215-1;Clusters of related articles identified in VOSviewer;https://openalex.org/A5024614854,https://openalex.org/A5065443605,https://openalex.org/A5002973087,https://openalex.org/A5072761586,https://openalex.org/A5091292847;Merel E. Hermans,Mendy M. Welsink?Karssies,Annet M. Bosch,Kim J. Oostrom,Gert J. Geurtsen;Galactosemia,Cognition,Neuropsychology,Psychology,Executive functions
SM105;VOSviewer;https://github.com/emmolb/VOSviewer;FALSE;10.26633/RPSP.2021.55;VOSviewer ® v.1.6.13 was used to construct bibliometric networks for country co-authorships and co-occurrence of terms;https://openalex.org/A5038952609,https://openalex.org/A5074649057,https://openalex.org/A5076432754;José Luis Di Fábio,María de los Ángeles Cortés Castillo,Elwyn Griffiths;Scopus,Productivity,Bibliometrics
SM105;VOSviewer;https://github.com/emmolb/VOSviewer;FALSE;10.1177/15562646211002744;A cocitation map of author affiliations with at least 10 publications with 10 citations each was constructed using VOSviewer 1.6.14 and is shown in Figure 1;https://openalex.org/A5009639175,https://openalex.org/A5071731723,https://openalex.org/A5065915324;Gabrielle Samuel,Jenn Chubb,Gemma Derrick;Scrutiny,Research ethics,Engineering ethics,Corporate governance
SM105;VOSviewer;https://github.com/emmolb/VOSviewer;FALSE;10.1590/1980-57642021dn15-020003;The development of the co-authorship country research collaboration in CCS and PWD is presented in the Figure 3 distributed by degree of centrality, using VOSviewer;https://openalex.org/A5020447518,https://openalex.org/A5003897757;Sónia Rolland Sobral,Margarida Sobral;Scopus,Dementia,Web of science,Cognitive impairment,Cognition,Psychology
SM1113;JoinMap;https://github.com/tomkurowski/vcf2loc?tab=readme-ov-file;FALSE;10.3389/fpls.2020.00116;First, the high-density linkage map was reconstructed with SNP markers on the linkage map and the phenotype marker (Scr_P) using JoinMap 5.0 software (https://www.kyazma.nl/index.php/JoinMap) as described above;https://openalex.org/A5100368000,https://openalex.org/A5018803311,https://openalex.org/A5083824317,https://openalex.org/A5002092179,https://openalex.org/A5112508941,https://openalex.org/A5071494864;Na Li,Jianli Shang,Jiming Wang,Dan Zhou,Nannan Li,Shuangwu Ma;Biology,Citrullus lanatus,Locus (genetics),Genetics,Flesh,Quantitative trait locus
SM1113;JoinMap;https://github.com/tomkurowski/vcf2loc?tab=readme-ov-file;FALSE;10.3390/genes11040368;JoinMap v4.1 [37] was used for linkage group construction and 26 linkage groups (LGs) were obtained;https://openalex.org/A5075999735,https://openalex.org/A5045743597,https://openalex.org/A5025246344,https://openalex.org/A5079582246,https://openalex.org/A5061062642,https://openalex.org/A5058420765,https://openalex.org/A5054425915;Haris Ahmed,Mian Faisal Nazir,Zhoe Pan,Wenfang Gong,Muhammad Shahid Iqbal,Shoupu He,Xiongming Du;Gossypium hirsutum,Genotyping,Biology,Quantitative trait locus
SM1113;JoinMap;https://github.com/tomkurowski/vcf2loc?tab=readme-ov-file;FALSE;10.1534/g3.111.001503;The accessory loci, which are nearly equivalent to the mapped loci based on the maximum linkage function in JoinMap 4 (Van Ooijen 2006), are listed next to mapped loci;https://openalex.org/A5115591804,https://openalex.org/A5018975843,https://openalex.org/A5039000869,https://openalex.org/A5086816529;Linglong Liu,Yanqi Wu,Yunwen Wang,Tim Samuels;Biology,Genetics,Quantitative trait locus,Genetic linkage,Population,Selfing
SM1113;JoinMap;https://github.com/tomkurowski/vcf2loc?tab=readme-ov-file;FALSE;10.1371/journal.pbio.0050219;In sum, we analyzed the linkage of 124 informative markers scored in all 465 F2 progeny (57,660 genotypes) using JoinMap software [8];https://openalex.org/A5050264657,https://openalex.org/A5058608047,https://openalex.org/A5049571314;Cynthia Steiner,Jesse N. Weber,Hopi E. Hoekstra;Biology,Subspecies,Coat,Gene,Melanocortin 1 receptor,Genetics,Candidate gene,Phenotype,Evolutionary biology,Genetic variation
SM1113;JoinMap;https://github.com/tomkurowski/vcf2loc?tab=readme-ov-file;FALSE;10.1371/journal.pbio.0030004;Genotype data were analyzed by both three-point and multipoint mapping, using JoinMap version 1.4 [42];https://openalex.org/A5072093719,https://openalex.org/A5064047599,https://openalex.org/A5052837415,https://openalex.org/A5036560808,https://openalex.org/A5020702323,https://openalex.org/A5059497129,https://openalex.org/A5109868257,https://openalex.org/A5112073032,https://openalex.org/A5048611191,https://openalex.org/A5088326753;Michaël Nicolas,Gabriel Marais,Vladka Hykelova,Bohuslav Janoušek,Valérie Laporte,Boris Vyskot,Dominique Mouchiroud,Ioan Negrutiu,Deborah Charlesworth,Françoise Monéger;Biology,Pseudoautosomal region,Genetics,Phylogenetic tree,Gene,Recombination
SM1113;JoinMap;https://www.kyazma.nl/index.php/JoinMap/;TRUE;10.3389/fpls.2020.00116;First, the high-density linkage map was reconstructed with SNP markers on the linkage map and the phenotype marker (Scr_P) using JoinMap 5.0 software (https://www.kyazma.nl/index.php/JoinMap) as described above;https://openalex.org/A5100368000,https://openalex.org/A5018803311,https://openalex.org/A5083824317,https://openalex.org/A5002092179,https://openalex.org/A5112508941,https://openalex.org/A5071494864;Na Li,Jianli Shang,Jiming Wang,Dan Zhou,Nannan Li,Shuangwu Ma;Biology,Citrullus lanatus,Locus (genetics),Genetics,Flesh,Quantitative trait locus
SM1113;JoinMap;https://www.kyazma.nl/index.php/JoinMap/;TRUE;10.3390/genes11040368;JoinMap v4.1 [37] was used for linkage group construction and 26 linkage groups (LGs) were obtained;https://openalex.org/A5075999735,https://openalex.org/A5045743597,https://openalex.org/A5025246344,https://openalex.org/A5079582246,https://openalex.org/A5061062642,https://openalex.org/A5058420765,https://openalex.org/A5054425915;Haris Ahmed,Mian Faisal Nazir,Zhoe Pan,Wenfang Gong,Muhammad Shahid Iqbal,Shoupu He,Xiongming Du;Gossypium hirsutum,Genotyping,Biology,Quantitative trait locus
SM1113;JoinMap;https://www.kyazma.nl/index.php/JoinMap/;TRUE;10.1534/g3.111.001503;The accessory loci, which are nearly equivalent to the mapped loci based on the maximum linkage function in JoinMap 4 (Van Ooijen 2006), are listed next to mapped loci;https://openalex.org/A5115591804,https://openalex.org/A5018975843,https://openalex.org/A5039000869,https://openalex.org/A5086816529;Linglong Liu,Yanqi Wu,Yunwen Wang,Tim Samuels;Biology,Genetics,Quantitative trait locus,Genetic linkage,Population,Selfing
SM1113;JoinMap;https://www.kyazma.nl/index.php/JoinMap/;TRUE;10.1371/journal.pbio.0050219;In sum, we analyzed the linkage of 124 informative markers scored in all 465 F2 progeny (57,660 genotypes) using JoinMap software [8];https://openalex.org/A5050264657,https://openalex.org/A5058608047,https://openalex.org/A5049571314;Cynthia Steiner,Jesse N. Weber,Hopi E. Hoekstra;Biology,Subspecies,Coat,Gene,Melanocortin 1 receptor,Genetics,Candidate gene,Phenotype,Evolutionary biology,Genetic variation
SM1113;JoinMap;https://www.kyazma.nl/index.php/JoinMap/;TRUE;10.1371/journal.pbio.0030004;Genotype data were analyzed by both three-point and multipoint mapping, using JoinMap version 1.4 [42];https://openalex.org/A5072093719,https://openalex.org/A5064047599,https://openalex.org/A5052837415,https://openalex.org/A5036560808,https://openalex.org/A5020702323,https://openalex.org/A5059497129,https://openalex.org/A5109868257,https://openalex.org/A5112073032,https://openalex.org/A5048611191,https://openalex.org/A5088326753;Michaël Nicolas,Gabriel Marais,Vladka Hykelova,Bohuslav Janoušek,Valérie Laporte,Boris Vyskot,Dominique Mouchiroud,Ioan Negrutiu,Deborah Charlesworth,Françoise Monéger;Biology,Pseudoautosomal region,Genetics,Phylogenetic tree,Gene,Recombination
SM1128;MG-RAST;https://github.com/MG-RAST/MG-RAST, https://www.mg-rast.org/;TRUE;10.3389/fmicb.2017.00308;Diversity (at class level) within metagenomic assemblies, as determined by MG-RAST ( Other represents classes with relative abundance <1% in any sample;https://openalex.org/A5004925371,https://openalex.org/A5021692527,https://openalex.org/A5112508357,https://openalex.org/A5039322682,https://openalex.org/A5067801452,https://openalex.org/A5053922790,https://openalex.org/A5086168773,https://openalex.org/A5090516685;Katrina I. Twing,William J. Brazelton,M. D. Kubo,Alex Hyer,Dawn Cardace,Tori M. Hoehler,T. M. McCollom,Matthew O. Schrenk;Betaproteobacteria,Acetogenesis,Operational taxonomic unit,Metagenomics,Biogeochemical cycle,Microbial population biology
SM1128;MG-RAST;https://github.com/MG-RAST/MG-RAST, https://www.mg-rast.org/;TRUE;10.3389/fmicb.2015.00053;"The assembled metagenomic dataset is publicly available on MG-RAST (http://metagenomics.anl.gov; project ID: 4529136.3)";https://openalex.org/A5067387160,https://openalex.org/A5036831350,https://openalex.org/A5046599074,https://openalex.org/A5112347426,https://openalex.org/A5009552437,https://openalex.org/A5016228062,https://openalex.org/A5044534495;Armin Erlacher,Tomislav Cernava,Massimiliano Cardinale,Jung Soh,Christoph W. Sensen,Martín Grube,Gabriele Berg;Alphaproteobacteria,Biology,Symbiosis,Lichen
SM1128;MG-RAST;https://github.com/MG-RAST/MG-RAST, https://www.mg-rast.org/;TRUE;10.6026/97320630014031;MG-RAST server is an automated analysis platform for meta-genomes to present the quantitative understandings into microbial populations generated from sequencing data;https://openalex.org/A5010639936;Amr T. M. Saeb;Infectious disease (medical specialty),Clinical microbiology
SM1128;MG-RAST;https://github.com/MG-RAST/MG-RAST, https://www.mg-rast.org/;TRUE;10.3389/fmicb.2019.02741;The Taihu 2013 metatranscriptomes are publicly available on the MG-RAST (Meyer et al., 2008) server (ID: mgm4768721, mgm4768720, mgm4768724, mgm4768726, mgm4768728, mgm47687130) and the Lake Erie 2014 diel metatranscriptomes are available from the NCBI SRA database (SRP128942, SRP128954, SRP128945, SRP117911, SRP117914, SRA117922, SRA117915);https://openalex.org/A5014280498,https://openalex.org/A5018812468,https://openalex.org/A5044801271,https://openalex.org/A5060771568,https://openalex.org/A5077061105,https://openalex.org/A5012545388;Lauren E. Krausfeldt,Morgan M. Steffen,R. Michael L. McKay,George S. Bullerjahn,Gregory L. Boyer,Steven W. Wilhelm;Microcystin,Biodegradation,Environmental science
SM1128;MG-RAST;https://github.com/MG-RAST/MG-RAST, https://www.mg-rast.org/;TRUE;10.1371/journal.pone.0052069;These low values contrast with the Amazon River metagenome reads classified using BLASTX against NCBI-nr in MG-RAST, 49% of 1.1 million pyrosequencing reads [46];https://openalex.org/A5025998974,https://openalex.org/A5008446599,https://openalex.org/A5104011160,https://openalex.org/A5075985372,https://openalex.org/A5067354187,https://openalex.org/A5001684617,https://openalex.org/A5061891239,https://openalex.org/A5082661224;Diego Javier Jiménez,Fernando Dini Andreote,Diego Gerardo Bogarín Chaves,José Salvador Montaña-Lara,César Osorio-Forero,Howard Junca,María Mercedes Zambrano,Sandra Baena;Gammaproteobacteria,Metagenomics,Biology,Proteobacteria,Betaproteobacteria,Firmicutes,Alphaproteobacteria,Deltaproteobacteria
SM1141;phylip;https://github.com/felsenst/phylip,https://csbf.stanford.edu/phylip/;TRUE;10.1186/s12864-018-5300-y;ACES is file-format compatible with Saguaro [15], yet supports multiple matrix formats, including phylip [16] (for more details, see the documentation at https://grabherrgroup.github.io/ACES/);https://openalex.org/A5076204739,https://openalex.org/A5030574661,https://openalex.org/A5031811623,https://openalex.org/A5091064790,https://openalex.org/A5063303706;Jiangning Gao,Görel Sundström,Behrooz Torabi Moghadam,Neda Zamani,Manfred Grabherr;Toolbox,Cluster analysis,Visualization,Biology
SM1141;phylip;https://github.com/felsenst/phylip,https://csbf.stanford.edu/phylip/;TRUE;10.1371/journal.pcbi.1007731;Thus, the importance given to phylip, especially in the abstract, is not understandable.;https://openalex.org/A5013371965,https://openalex.org/A5031899877,https://openalex.org/A5059965999,https://openalex.org/A5002409017,https://openalex.org/A5015114088;Mathilde Foglierini,Leontios Pappas,Antonio Lanzavecchia,Davide Corti,Laurent Perez;Affinity maturation,Biology,Computational biology,Repertoire,Java,Lineage (genetic)
