id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability_ranked
150,BeautifulSoup,10.1186/1751-0473-8-9,"While we believe that the approach taken by twill and the robust parsing provided by BeautifulSoup will prevent many upstream changes breaking these wrappers, inevitably breakage will occur","Andrew Perry,Bosco Ho","Proteome,Workflow,Annotation,Computer science,Computational biology,Scripting language,Protocol (science)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup12","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.4900151895073356, 0.4652548433178001, 0.4637726165891812, 0.4215676919276279, 0.3925713524222374, 0.2836390997017068, 0.2167529417914453]"
177,BeautifulSoup,10.1186/s12859-020-3540-8,"For the prior knowledge from UniProt KB, we use Bioservices, urllib, BeautifulSoup tool does finish a series of processes","Zhijing Li,Yuchen Lian,Xiaoyong Ma,Xiangrong Zhang,Chen Li","Computer science,Relationship extraction,Biomedical text mining,Information extraction,Task (project management),UniProt,Exploit,Artificial intelligence","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup8","['https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.5184345077029071, 0.5011939745166175, 0.4816713495855946, 0.4774389922398652, 0.4265659525990486, 0.3474132910104734, 0.2314546723061929]"
194,BeautifulSoup,10.1371/journal.pone.0018657,"Data collection scripts were coded in Python version 2.5.2 (many libraries were used, including EUtils, BeautifulSoup, pyparsing and nltk [47]) and SQLite version 3.4",Heather Piwowar,,"https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup6","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.4706067436823138, 0.4527148037675827, 0.4457943901183113, 0.4313759435457412, 0.3663419932126999, 0.3105538336294038, 0.2093916382362723]"
221,BeautifulSoup,10.2196/10986,"To extract the content of a Web page from the HTML source we tested: BeautifulSoup, Naive [68], which just naively removes HTML tags and Boilerpipe, Boi [78] and Justext, Jst [79], which eliminates boilerplate text together with HTML tags","João Palotti,Guido Zuccon,Allan Hanbury","Computer science,Readability,Ranking (information retrieval)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup4","['https://github.com/DeronW/beautifulsoup', 'https://github.com/collegue1337/BeautifulSoup4', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.5344067928269101, 0.5100378405848593, 0.500713466823186, 0.4790301056262628, 0.4288690648972988, 0.3577328750597579, 0.2223598151834624]"
251,BeautifulSoup,10.3389/fmolb.2021.620475,BeautifulSoup is used for extracting the text between paragraphs (<p>) and tables (<table>) tags,"Paola Turina,Piero Fariselli,Emidio Capriotti","Computer science,Identification (biology),Set (abstract data type),Data mining,Stability (learning theory)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup13","['https://github.com/collegue1337/BeautifulSoup4', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.4978293466667531, 0.4823248023369285, 0.478111097983301, 0.4278524242977183, 0.407142112031579, 0.3349317291485412, 0.2094468832290009]"
273,BeautifulSoup,10.3389/fvets.2021.674730,"The HTML and XML document parser, BeautifulSoup, from Python module BS4 was implemented to parse the source page; multimodal texts of Web page sources were extracted as BeatifulSoup object","Majid Jaberi‐Douraki,Soudabeh Taghian Dinani,Nuwan Indika Millagaha Gedara,Xuan Xu,E. Richards,Fiona Maunsell,Nader Zad,Lisa A. Tell","Computer science,Veterinary drug","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup10","['https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.5428357064116732, 0.5360389222275891, 0.5276656483313297, 0.4645027745883543, 0.4385639280080795, 0.3457590809757156, 0.2972322719769368]"
295,BeautifulSoup,10.3390/ani8020025,"Data were extracted using the BeautifulSoup module in Python Version 3.2.1 (Python Software Foundation, Wilmington, DE, USA) to parse the ads, then cleaned and analyzed using R (The R Foundation, Vienna, Austria) and Pivot tables in Microsoft Excel® 2013 (Microsoft, Redmond, WA, USA)","Susan Hazel,Caitlin J. Jenvey,Jonathan Tuke","CATS,Animal welfare,Population","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup9","['https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.4598019030004266, 0.4385031398753991, 0.4355824102558905, 0.416197896722172, 0.3471309747546911, 0.329858194823776, 0.2577629884087064]"
309,BeautifulSoup,10.3390/s21165496,"As for their experimental setup, the authors used: (1) the NLTK library to compute Morphological Features, (2) the Linguistic Inquiry and Word Count for Psychological Features, (3) Textstat for Readability Features, as well as (4) BeautifulSoup and Newspaper for web-markup features","Constantinos-Giovanni Xarhoulacos,Argiro Anagnostopoulou,George Stergiopoulos,Dimitris Gritzalis","Misinformation,Computer science,Deception,Situation awareness,Data science,Set (abstract data type),Field (mathematics)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup11","['https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.4336222078011493, 0.4301050385667218, 0.4187985140593752, 0.3825502494283552, 0.3339355811476707, 0.2706829549478633, 0.2369302281831979]"
333,CoAPthon,10.3390/s19030716,"For CoAP, CoAPthon [21], an open-source implementation, was employed to simulate communications and messages were collected from the communication channel","Xin Luo,Dan Chen,Yongjun Wang,Peidai Xie","Correctness,Computer science,Cluster analysis,Latent Dirichlet allocation,Protocol (science),Similarity (geometry),Data mining","https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon","['https://github.com/Tanganelli/CoAPthon', 'https://pypi.org/project/CoAPthon/', 'https://github.com/Tanganelli/CoAPthon3', 'https://github.com/goslim56/CoAPthon', 'https://cran.r-project.org/package=Arothron', 'https://github.com/ECOAP/module_coapthon', 'https://cran.r-project.org/package=XRPython', 'https://cran.r-project.org/package=thorn', 'https://github.com/thscowns/coapthon_rasec']","[0.6203224288920561, 0.6194138045112292, 0.5679510272211499, 0.5532672821647591, 0.427039413000383, 0.4099478979077604, 0.3688575439431049, 0.3442978541542222, 0.3410714285714286]"
347,CoAPthon,10.3390/s19245467,"Hence, a variety of IoT libraries, such as CoAPthon [27], and frameworks [28], such as IDeA, FRASAD, D-LITe, IoTLink, WebRTC based IoT application Framework, Datatweet, IoTSuite and RapIoT, have been developed to manage those complexities.","Iván Ruiz‐Rube,José Miguel Mota,Tatiana Person,José María Rodríguez Corral,Juan Manuel Dodero","Computer science,Block (permutation group theory),Process (computing),Internet of Things,Mobile apps,The Internet,Multimedia","https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon","['https://github.com/Tanganelli/CoAPthon', 'https://pypi.org/project/CoAPthon/', 'https://github.com/goslim56/CoAPthon', 'https://github.com/Tanganelli/CoAPthon3', 'https://github.com/ECOAP/module_coapthon', 'https://cran.r-project.org/package=Arothron', 'https://cran.r-project.org/package=XRPython', 'https://github.com/thscowns/coapthon_rasec', 'https://cran.r-project.org/package=thorn']","[0.5851848704649478, 0.5774260146452457, 0.5618442821797434, 0.5446088815430935, 0.4203896744911342, 0.3959032973724229, 0.3853475684020327, 0.3519001831501832, 0.3248328178176379]"
362,DALI,10.1038/srep23123,Structure similarities were determined with the DALI program64,"Iñaki de Diego,Miros?aw Ksi???k,Danuta Mizgalska,Lahari Koneru,Przemys?aw Golik,Borys Szmigielski,Magdalena Nowak,Zuzanna Nowakowska,Barbara Potempa,John A. Houston,Jan J. Enghild,Ida B. Thøgersen,Jinlong Gao,Ann H. Kwan,Jill Trewhella,Grzegorz Dubin,F. Xavier Gomis?Rüth,Ky?Anh Nguyen,Jan Potempa","Porphyromonas gingivalis,CTD,Sortase,Bacterial outer membrane,Secretion,Signal peptide",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/gabolsgabs/DALI', 'https://github.com/patrickfav/Dali', 'https://pypi.org/project/dali/', 'https://cran.r-project.org/package=DALY', 'https://github.com/NVIDIA/DALI', 'https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=BimodalIndex', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=vandalico', 'https://cran.r-project.org/package=DRAYL']","[0.4342141196646978, 0.4279587671912508, 0.4253343353347703, 0.4054627394497516, 0.3872523227946816, 0.3674194632811036, 0.360629206544505, 0.3533032897231793, 0.3496929870816853, 0.3411108477708584, 0.3047069147334714]"
369,DALI,10.1038/srep26010,DALI Z-score/RMSD of 6.2/2.3 with a region of the Saccharomyces cerevisae proteosome ?1 subunit13; 5.6/3.2 for a glycosylhydrolase inhibitor protein from Streptococcus pyogenes14 if the helix abutting the CTD is included (residues 109–126)),"Carey Lambert,Thomas R. Lerner,Nhat Khai Bui,Hannah Somers,Shin?Ichi Aizawa,Susan Liddell,A.S. Clark,Waldemar Vollmer,Andrew L. Lovering,R. Elizabeth Sockett","Peptidoglycan,Bdellovibrio,Periplasmic space,Cell envelope,Biology,Bacterial outer membrane,Cell wall,Predation",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://cran.r-project.org/package=DALY', 'https://github.com/patrickfav/Dali', 'https://github.com/gabolsgabs/DALI', 'https://pypi.org/project/dali/', 'https://github.com/NVIDIA/DALI', 'https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=RCALI', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=vandalico', 'https://cran.r-project.org/package=DRAYL', 'https://github.com/tanglang96/DataLoaders_DALI']","[0.4308861417430215, 0.4178929019574833, 0.4121445806522161, 0.404895978514134, 0.3725380532553091, 0.3716727738398241, 0.3594030794314916, 0.3462484736635635, 0.3432631101702748, 0.2998148203616355, 0.2864324960607189]"
394,DALI,10.1186/1472-6807-13-10,"A DALI [23] search revealed that although MJ0391 shares less sequence similarity with MT0146/CbiT from Methanobacterium thermoautotrophicum (33% identity; Z-score: 27.3), the precorrin-6Y C5, C15 – methyltransferase from Geobacter metallireducens GS-15 (Q39YF0; 32% identity; Z-score: 26.0), and the putative precorrin-6Y C5, C15 – methyltransferase from Corynebacterium diphtheriae (Q6NHA4; 17% identity; Z-score: 17.9) (Figure 3a), the overall tertiary structures and the quaternary structure arrangements are ","Balasundaram Padmanabhan,Shigeyuki Yokoyama,Yoshitaka Bessho","Cobalamin,Biology,Vitamin B12",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/gabolsgabs/DALI', 'https://cran.r-project.org/package=DALY', 'https://pypi.org/project/dali/', 'https://github.com/patrickfav/Dali', 'https://github.com/NVIDIA/DALI', 'https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=RCALI', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=vandalico', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=DRAYL']","[0.4506534036212929, 0.4126420057831675, 0.405548063637944, 0.3857456376232543, 0.3831180533287601, 0.3431647877962815, 0.3429134673724122, 0.3343177418785485, 0.316420951437343, 0.2846334712648833, 0.249068958607931]"
411,DALI,10.1371/journal.pone.0099349,The DALI server [24] was used to identify proteins with folds similar to that of Azorhizobium CAH,"Chong-Min Kyung,Ke Shi,Jennifer L. Seffernick,Anthony G. Dodge,Lawrence P. Wackett,Hideki Aihara","Cyanuric acid,Hydrolase,Active site,Stereochemistry,Chemistry",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/patrickfav/Dali', 'https://github.com/gabolsgabs/DALI', 'https://pypi.org/project/dali/', 'https://github.com/NVIDIA/DALI', 'https://cran.r-project.org/package=DALY', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=RCALI', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=vandalico', 'https://cran.r-project.org/package=DRAYL']","[0.4673955306184547, 0.4403853034640184, 0.4343083127905103, 0.421461072211847, 0.4155466896906402, 0.3794754729422617, 0.378797438752358, 0.3722112751908758, 0.3467424626453101, 0.3352399614083762, 0.3040004350518941]"
426,DALI,10.3390/v11040362,"The structural similarity is higher and ranges from the value anticipated from the eight-stranded ?-barrel core and ?A helix at 20% to ~70% (calculated by DALI pairwise alignments [160]) between the PstDV and GmDV from different genera, and GmDV and AdDV from the same genus, respectively (Table 6)","Mario Mietzsch,Judit J. Pénzes,Mavis Agbandje?McKenna","Capsid,Biology,Parvovirus,Canine parvovirus,Minute virus of mice,Parvoviridae",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/gabolsgabs/DALI', 'https://cran.r-project.org/package=RCALI', 'https://pypi.org/project/dali/', 'https://cran.r-project.org/package=DALY', 'https://github.com/patrickfav/Dali', 'https://github.com/NVIDIA/DALI', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=vandalico', 'https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=DRAYL', 'https://github.com/tanglang96/DataLoaders_DALI']","[0.4211024609223058, 0.4008746871948861, 0.3986548752255076, 0.3959453976810707, 0.3933990513308881, 0.3854347065998575, 0.3491276384561728, 0.3457703416113971, 0.3254565916025285, 0.3230606941423255, 0.2962061852034019]"
430,DNA STAR package,10.1186/1471-2148-14-143,"Forward and reverse sequences were assembled and edited with SeqMan (DNA STAR package; DNAStar Inc., Madison, WI, USA).","Qing Cai,R. E. Tulloss,Li Tang,Tolgor Bau,Ping Zhang,Zuo H. Chen,Zhu L. Yang","Biology,Monophyly,Synapomorphy,Biogeography,Phylogenetic tree",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.43803808658369]
436,DNA STAR package,10.1371/journal.pone.0026543,Neighbor Joining (NJ) tree were constructed using ClustalX protocol from the DNA STAR package,"Daniela Häming,Marcos Simões-Costa,Benjamin R. Uy,Jonathan E. Valencia,Tatjana Sauka‐Spengler,Marianne Bronner‐Fraser","Lamprey,Neural crest,Biology,Vertebrate,Neural tube,Neuroscience,Chordate,Anatomy",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.3974722301431063]
442,DNA STAR package,10.1371/journal.pone.0175338,"Forward and reverse sequence chromatograms at each locus were assembled and checked for signal quality using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","Aisuo Wang,David Gopurenko,Hanwen Wu,Brendan J. Lepschi","Biology,DNA barcoding,Invasive species,Weed",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.4716977519017678]
448,DNA STAR package,10.3390/ijms13078740,"Sequences were assembled and edited using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","Jie Liu,Jim Provan,Lian‐Ming Gao,De-Zhui Li","Indel,DNA barcoding,Biology,Population,Sampling (signal processing),Taxon,Evolutionary biology,Monophyly",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.5076067422429207]
454,DNA STAR package,10.3897/phytokeys.96.23470,"Sequences were assembled and edited with SeqMan (DNA STAR package; DNA StarInc., Madison, WI, USA), aligned by Bio Edit (Hall 1999) and adjusted manually where necessary","Morigengaowa,Jianxun Luo,R. Knapp,Hong‐Jin Wei,Baodong Liu,Yue‐Hong Yan,Hui Shang","Herbarium,Synonym (taxonomy),DNA barcoding,Morphology (biology),Biology,Phylogenetic tree",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.4775737124618399]
