id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability_ranked
150,BeautifulSoup,10.1186/1751-0473-8-9,"While we believe that the approach taken by twill and the robust parsing provided by BeautifulSoup will prevent many upstream changes breaking these wrappers, inevitably breakage will occur","Andrew Perry,Bosco Ho","Proteome,Workflow,Annotation,Computer science,Computational biology,Scripting language,Protocol (science)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup12","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/beautifulSoup/RtmpRecoder', 'https://pypi.org/project/beautifulsoup4/']","[0.1769550144672393, 0.1470534652471542, 0.1434447020292282, 0.1205917373299598, 0.0, -0.0257190745323896, -0.0281129013746976]"
177,BeautifulSoup,10.1186/s12859-020-3540-8,"For the prior knowledge from UniProt KB, we use Bioservices, urllib, BeautifulSoup tool does finish a series of processes","Zhijing Li,Yuchen Lian,Xiaoyong Ma,Xiangrong Zhang,Chen Li","Computer science,Relationship extraction,Biomedical text mining,Information extraction,Task (project management),UniProt,Exploit,Artificial intelligence","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup8","['https://github.com/DeronW/beautifulsoup', 'https://github.com/collegue1337/BeautifulSoup4', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/wention/BeautifulSoup4', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.1702559441328048, 0.1371341496706009, 0.1329023540019989, 0.1057880222797393, 0.0, 0.0, -0.0282328613102436]"
190,BeautifulSoup,10.1371/journal.pone.0018657,"Data collection scripts were coded in Python version 2.5.2 (many libraries were used, including EUtils, BeautifulSoup, pyparsing and nltk [47]) and SQLite version 3.4",Heather Piwowar,,"https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup6","['https://pypi.org/project/beautifulsoup4/', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder', 'https://github.com/collegue1337/BeautifulSoup4']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
221,BeautifulSoup,10.2196/10986,"To extract the content of a Web page from the HTML source we tested: BeautifulSoup, Naive [68], which just naively removes HTML tags and Boilerpipe, Boi [78] and Justext, Jst [79], which eliminates boilerplate text together with HTML tags","João Palotti,Guido Zuccon,Allan Hanbury","Computer science,Readability,Ranking (information retrieval)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup4","['https://github.com/DeronW/beautifulsoup', 'https://github.com/collegue1337/BeautifulSoup4', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/wention/BeautifulSoup4', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.1767018139362335, 0.1203806921839714, 0.1203370839357376, 0.0840577781200409, 0.0, 0.0, -0.0544332191348075]"
248,BeautifulSoup,10.3389/fmolb.2021.620475,BeautifulSoup is used for extracting the text between paragraphs (<p>) and tables (<table>) tags,"Paola Turina,Piero Fariselli,Emidio Capriotti","Computer science,Identification (biology),Set (abstract data type),Data mining,Stability (learning theory)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup13","['https://github.com/beautifulSoup/RtmpRecoder', 'https://github.com/collegue1337/BeautifulSoup4', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/beautifulsoup4/']","[0.0654410570859909, 0.0247043091803789, 0.0218452122062444, 0.0142681021243333, 0.0089271832257509, 0.0, -2.212822437286377e-06]"
260,BeautifulSoup,10.3389/fvets.2021.674730,"The HTML and XML document parser, BeautifulSoup, from Python module BS4 was implemented to parse the source page; multimodal texts of Web page sources were extracted as BeatifulSoup object","Majid Jaberi‐Douraki,Soudabeh Taghian Dinani,Nuwan Indika Millagaha Gedara,Xuan Xu,E. Richards,Fiona Maunsell,Nader Zad,Lisa A. Tell","Computer science,Veterinary drug","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup10","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/wention/BeautifulSoup4', 'https://pypi.org/project/beautifulsoup4/']","[0.1356409788131714, 0.0625688359141349, 0.0532058291137218, 0.0406704843044281, 0.0, -0.0007749795913696, -0.013027211651206]"
287,BeautifulSoup,10.3390/ani8020025,"Data were extracted using the BeautifulSoup module in Python Version 3.2.1 (Python Software Foundation, Wilmington, DE, USA) to parse the ads, then cleaned and analyzed using R (The R Foundation, Vienna, Austria) and Pivot tables in Microsoft Excel® 2013 (Microsoft, Redmond, WA, USA)","Susan Hazel,Caitlin J. Jenvey,Jonathan Tuke","CATS,Animal welfare,Population","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup9","['https://github.com/DeronW/beautifulsoup', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/beautifulSoup/RtmpRecoder']","[0.0619950704276561, 0.0474351085722446, 0.0441684871912002, 0.0, 0.0, -0.0021177548915147, -0.0023326110094785]"
308,BeautifulSoup,10.3390/s21165496,"As for their experimental setup, the authors used: (1) the NLTK library to compute Morphological Features, (2) the Linguistic Inquiry and Word Count for Psychological Features, (3) Textstat for Readability Features, as well as (4) BeautifulSoup and Newspaper for web-markup features","Constantinos-Giovanni Xarhoulacos,Argiro Anagnostopoulou,George Stergiopoulos,Dimitris Gritzalis","Misinformation,Computer science,Deception,Situation awareness,Data science,Set (abstract data type),Field (mathematics)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup11","['https://github.com/icodeu/BeautifulSoup', 'https://pypi.org/project/BeautifulSoup/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/DeronW/beautifulsoup', 'https://github.com/beautifulSoup/RtmpRecoder', 'https://pypi.org/project/beautifulsoup4/']","[0.0, -0.0009633004665374, -0.0015270030125975, -0.0235071554780006, -0.0370917916297912, -0.0564857758581638, -0.1167270317673683]"
324,CoAPthon,10.3390/s19030716,"For CoAP, CoAPthon [21], an open-source implementation, was employed to simulate communications and messages were collected from the communication channel","Xin Luo,Dan Chen,Yongjun Wang,Peidai Xie","Correctness,Computer science,Cluster analysis,Latent Dirichlet allocation,Protocol (science),Similarity (geometry),Data mining","https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon","['https://github.com/goslim56/CoAPthon', 'https://pypi.org/project/CoAPthon/', 'https://github.com/Tanganelli/CoAPthon', 'https://github.com/Tanganelli/CoAPthon3', 'https://cran.r-project.org/package=XRPython', 'https://cran.r-project.org/package=Arothron', 'https://cran.r-project.org/package=thorn', 'https://github.com/ECOAP/module_coapthon', 'https://github.com/thscowns/coapthon_rasec']","[0.2029471844434738, 0.19669970870018, 0.1899278908967971, 0.1616187691688537, 0.129131868481636, 0.1055434197187423, 0.0872839912772178, 0.0833880454301834, 0.0]"
346,CoAPthon,10.3390/s19245467,"Hence, a variety of IoT libraries, such as CoAPthon [27], and frameworks [28], such as IDeA, FRASAD, D-LITe, IoTLink, WebRTC based IoT application Framework, Datatweet, IoTSuite and RapIoT, have been developed to manage those complexities.","Iván Ruiz‐Rube,José Miguel Mota,Tatiana Person,José María Rodríguez Corral,Juan Manuel Dodero","Computer science,Block (permutation group theory),Process (computing),Internet of Things,Mobile apps,The Internet,Multimedia","https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon","['https://pypi.org/project/CoAPthon/', 'https://github.com/Tanganelli/CoAPthon', 'https://github.com/goslim56/CoAPthon', 'https://github.com/ECOAP/module_coapthon', 'https://github.com/Tanganelli/CoAPthon3', 'https://cran.r-project.org/package=XRPython', 'https://cran.r-project.org/package=Arothron', 'https://cran.r-project.org/package=thorn', 'https://github.com/thscowns/coapthon_rasec']","[0.2792614102363586, 0.271285742521286, 0.252107560634613, 0.2516418099403381, 0.1841614842414856, 0.0754955112934112, 0.0481561496853828, 0.0447864234447479, 0.0]"
356,DALI,10.1038/srep23123,Structure similarities were determined with the DALI program64,"Iñaki de Diego,Miros?aw Ksi???k,Danuta Mizgalska,Lahari Koneru,Przemys?aw Golik,Borys Szmigielski,Magdalena Nowak,Zuzanna Nowakowska,Barbara Potempa,John A. Houston,Jan J. Enghild,Ida B. Thøgersen,Jinlong Gao,Ann H. Kwan,Jill Trewhella,Grzegorz Dubin,F. Xavier Gomis?Rüth,Ky?Anh Nguyen,Jan Potempa","Porphyromonas gingivalis,CTD,Sortase,Bacterial outer membrane,Secretion,Signal peptide",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=vandalico', 'https://cran.r-project.org/package=DRAYL', 'https://github.com/patrickfav/Dali', 'https://github.com/daliansky/daliansky.github.io', 'https://pypi.org/project/dali/', 'https://cran.r-project.org/package=DALY', 'https://github.com/gabolsgabs/DALI', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://github.com/NVIDIA/DALI']","[0.1108015403151512, 0.0254013910889625, 7.554283365607262e-05, -0.0010998733341693, -0.0058752167969942, -0.0125529766082763, -0.0288301296532154, -0.0297862868756055, -0.0440695770084857, -0.0502471849322319, -0.0527886897325515]"
372,DALI,10.1038/srep26010,DALI Z-score/RMSD of 6.2/2.3 with a region of the Saccharomyces cerevisae proteosome ?1 subunit13; 5.6/3.2 for a glycosylhydrolase inhibitor protein from Streptococcus pyogenes14 if the helix abutting the CTD is included (residues 109–126)),"Carey Lambert,Thomas R. Lerner,Nhat Khai Bui,Hannah Somers,Shin?Ichi Aizawa,Susan Liddell,A.S. Clark,Waldemar Vollmer,Andrew L. Lovering,R. Elizabeth Sockett","Peptidoglycan,Bdellovibrio,Periplasmic space,Cell envelope,Biology,Bacterial outer membrane,Cell wall,Predation",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=vandalico', 'https://cran.r-project.org/package=DRAYL', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=DALY', 'https://cran.r-project.org/package=RCALI', 'https://pypi.org/project/dali/', 'https://github.com/daliansky/daliansky.github.io', 'https://github.com/gabolsgabs/DALI', 'https://github.com/NVIDIA/DALI', 'https://github.com/tanglang96/DataLoaders_DALI']","[0.1452838480472564, 0.0579931959509849, 0.0194474980235099, 0.017405841499567, -0.0112176518887281, -0.0147475572302937, -0.0213089101016521, -0.0222609601914882, -0.0378733947873115, -0.0576823279261589, -0.0679833963513374]"
388,DALI,10.1186/1472-6807-13-10,"A DALI [23] search revealed that although MJ0391 shares less sequence similarity with MT0146/CbiT from Methanobacterium thermoautotrophicum (33% identity; Z-score: 27.3), the precorrin-6Y C5, C15 – methyltransferase from Geobacter metallireducens GS-15 (Q39YF0; 32% identity; Z-score: 26.0), and the putative precorrin-6Y C5, C15 – methyltransferase from Corynebacterium diphtheriae (Q6NHA4; 17% identity; Z-score: 17.9) (Figure 3a), the overall tertiary structures and the quaternary structure arrangements are ","Balasundaram Padmanabhan,Shigeyuki Yokoyama,Yoshitaka Bessho","Cobalamin,Biology,Vitamin B12",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://cran.r-project.org/package=BimodalIndex', 'https://github.com/gabolsgabs/DALI', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=DALY', 'https://cran.r-project.org/package=vandalico', 'https://github.com/daliansky/daliansky.github.io', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=RCALI', 'https://pypi.org/project/dali/', 'https://github.com/NVIDIA/DALI', 'https://cran.r-project.org/package=DRAYL']","[0.1230404078960418, 0.0899572744965553, 0.0597336292266845, 0.0316454209387302, 0.0286327637732028, 0.0048230113461613, 0.0018234550952911, -0.0096271149814128, -0.0336171127855777, -0.0463834479451179, -0.0790807455778122]"
408,DALI,10.1371/journal.pone.0099349,The DALI server [24] was used to identify proteins with folds similar to that of Azorhizobium CAH,"Chong-Min Kyung,Ke Shi,Jennifer L. Seffernick,Anthony G. Dodge,Lawrence P. Wackett,Hideki Aihara","Cyanuric acid,Hydrolase,Active site,Stereochemistry,Chemistry",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/tanglang96/DataLoaders_DALI', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=vandalico', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=DALY', 'https://cran.r-project.org/package=RCALI', 'https://github.com/NVIDIA/DALI', 'https://github.com/gabolsgabs/DALI', 'https://pypi.org/project/dali/', 'https://cran.r-project.org/package=DRAYL']","[0.0935215353965759, 0.0751020982861518, 0.0489665865898132, 0.0412941984832286, 0.0328354313969612, 0.0236686859279871, 0.0199479740113019, 0.0194474048912525, 0.0158378072082996, 0.0095636630430817, 0.0075845271348953]"
414,DALI,10.3390/v11040362,"The structural similarity is higher and ranges from the value anticipated from the eight-stranded ?-barrel core and ?A helix at 20% to ~70% (calculated by DALI pairwise alignments [160]) between the PstDV and GmDV from different genera, and GmDV and AdDV from the same genus, respectively (Table 6)","Mario Mietzsch,Judit J. Pénzes,Mavis Agbandje?McKenna","Capsid,Biology,Parvovirus,Canine parvovirus,Minute virus of mice,Parvoviridae",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=BimodalIndex', 'https://cran.r-project.org/package=DRAYL', 'https://github.com/patrickfav/Dali', 'https://github.com/gabolsgabs/DALI', 'https://cran.r-project.org/package=vandalico', 'https://github.com/NVIDIA/DALI', 'https://github.com/daliansky/daliansky.github.io', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=DALY', 'https://pypi.org/project/dali/']","[0.0827774256467819, 0.0347243435680866, 0.0187663044780492, 0.0158054437488317, 0.0157994478940963, -0.0100910868495702, -0.0169210098683834, -0.0323201492428779, -0.047930534929037, -0.0683489590883255, -0.0758698135614395]"
430,DNA STAR package,10.1186/1471-2148-14-143,"Forward and reverse sequences were assembled and edited with SeqMan (DNA STAR package; DNAStar Inc., Madison, WI, USA).","Qing Cai,R. E. Tulloss,Li Tang,Tolgor Bau,Ping Zhang,Zuo H. Chen,Zhu L. Yang","Biology,Monophyly,Synapomorphy,Biogeography,Phylogenetic tree",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.1482149064540863]
436,DNA STAR package,10.1371/journal.pone.0026543,Neighbor Joining (NJ) tree were constructed using ClustalX protocol from the DNA STAR package,"Daniela Häming,Marcos Simões-Costa,Benjamin R. Uy,Jonathan E. Valencia,Tatjana Sauka‐Spengler,Marianne Bronner‐Fraser","Lamprey,Neural crest,Biology,Vertebrate,Neural tube,Neuroscience,Chordate,Anatomy",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.1433390825986862]
442,DNA STAR package,10.1371/journal.pone.0175338,"Forward and reverse sequence chromatograms at each locus were assembled and checked for signal quality using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","Aisuo Wang,David Gopurenko,Hanwen Wu,Brendan J. Lepschi","Biology,DNA barcoding,Invasive species,Weed",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.3231576085090637]
448,DNA STAR package,10.3390/ijms13078740,"Sequences were assembled and edited using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","Jie Liu,Jim Provan,Lian‐Ming Gao,De-Zhui Li","Indel,DNA barcoding,Biology,Population,Sampling (signal processing),Taxon,Evolutionary biology,Monophyly",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.371543824672699]
454,DNA STAR package,10.3897/phytokeys.96.23470,"Sequences were assembled and edited with SeqMan (DNA STAR package; DNA StarInc., Madison, WI, USA), aligned by Bio Edit (Hall 1999) and adjusted manually where necessary","Morigengaowa,Jianxun Luo,R. Knapp,Hong‐Jin Wei,Baodong Liu,Yue‐Hong Yan,Hui Shang","Herbarium,Synonym (taxonomy),DNA barcoding,Morphology (biology),Biology,Phylogenetic tree",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.1808236837387085]
