id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability_ranked
150,BeautifulSoup,10.1186/1751-0473-8-9,"While we believe that the approach taken by twill and the robust parsing provided by BeautifulSoup will prevent many upstream changes breaking these wrappers, inevitably breakage will occur","Andrew Perry,Bosco Ho","Proteome,Workflow,Annotation,Computer science,Computational biology,Scripting language,Protocol (science)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup12","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.4698412698412698]"
172,BeautifulSoup,10.1186/s12859-020-3540-8,"For the prior knowledge from UniProt KB, we use Bioservices, urllib, BeautifulSoup tool does finish a series of processes","Zhijing Li,Yuchen Lian,Xiaoyong Ma,Xiangrong Zhang,Chen Li","Computer science,Relationship extraction,Biomedical text mining,Information extraction,Task (project management),UniProt,Exploit,Artificial intelligence","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup8","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.4563218390804597]"
194,BeautifulSoup,10.1371/journal.pone.0018657,"Data collection scripts were coded in Python version 2.5.2 (many libraries were used, including EUtils, BeautifulSoup, pyparsing and nltk [47]) and SQLite version 3.4",Heather Piwowar,,"https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup6","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.3900543900543901]"
216,BeautifulSoup,10.2196/10986,"To extract the content of a Web page from the HTML source we tested: BeautifulSoup, Naive [68], which just naively removes HTML tags and Boilerpipe, Boi [78] and Justext, Jst [79], which eliminates boilerplate text together with HTML tags","João Palotti,Guido Zuccon,Allan Hanbury","Computer science,Readability,Ranking (information retrieval)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup4","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.4675213675213674]"
238,BeautifulSoup,10.3389/fmolb.2021.620475,BeautifulSoup is used for extracting the text between paragraphs (<p>) and tables (<table>) tags,"Paola Turina,Piero Fariselli,Emidio Capriotti","Computer science,Identification (biology),Set (abstract data type),Data mining,Stability (learning theory)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup13","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.3900543900543901]"
260,BeautifulSoup,10.3389/fvets.2021.674730,"The HTML and XML document parser, BeautifulSoup, from Python module BS4 was implemented to parse the source page; multimodal texts of Web page sources were extracted as BeatifulSoup object","Majid Jaberi‐Douraki,Soudabeh Taghian Dinani,Nuwan Indika Millagaha Gedara,Xuan Xu,E. Richards,Fiona Maunsell,Nader Zad,Lisa A. Tell","Computer science,Veterinary drug","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup10","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.6128205128205129]"
282,BeautifulSoup,10.3390/ani8020025,"Data were extracted using the BeautifulSoup module in Python Version 3.2.1 (Python Software Foundation, Wilmington, DE, USA) to parse the ads, then cleaned and analyzed using R (The R Foundation, Vienna, Austria) and Pivot tables in Microsoft Excel® 2013 (Microsoft, Redmond, WA, USA)","Susan Hazel,Caitlin J. Jenvey,Jonathan Tuke","CATS,Animal welfare,Population","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup9","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.5484126984126984]"
304,BeautifulSoup,10.3390/s21165496,"As for their experimental setup, the authors used: (1) the NLTK library to compute Morphological Features, (2) the Linguistic Inquiry and Word Count for Psychological Features, (3) Textstat for Readability Features, as well as (4) BeautifulSoup and Newspaper for web-markup features","Constantinos-Giovanni Xarhoulacos,Argiro Anagnostopoulou,George Stergiopoulos,Dimitris Gritzalis","Misinformation,Computer science,Deception,Situation awareness,Data science,Set (abstract data type),Field (mathematics)","https://pypi.org/project/beautifulsoup4/,https://www.crummy.com/software/BeautifulSoup/,https://code.launchpad.net/beautifulsoup,https://github.com/wention/BeautifulSoup11","['https://pypi.org/project/BeautifulSoup/', 'https://github.com/icodeu/BeautifulSoup', 'https://github.com/DeronW/beautifulsoup', 'https://pypi.org/project/beautifulsoup4/', 'https://github.com/wention/BeautifulSoup4', 'https://github.com/collegue1337/BeautifulSoup4', 'https://github.com/beautifulSoup/RtmpRecoder']","[1.0, 1.0, 1.0, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.5506944444444444]"
324,CoAPthon,10.3390/s19030716,"For CoAP, CoAPthon [21], an open-source implementation, was employed to simulate communications and messages were collected from the communication channel","Xin Luo,Dan Chen,Yongjun Wang,Peidai Xie","Correctness,Computer science,Cluster analysis,Latent Dirichlet allocation,Protocol (science),Similarity (geometry),Data mining","https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon","['https://github.com/goslim56/CoAPthon', 'https://pypi.org/project/CoAPthon/', 'https://github.com/Tanganelli/CoAPthon', 'https://github.com/Tanganelli/CoAPthon3', 'https://github.com/thscowns/coapthon_rasec', 'https://cran.r-project.org/package=Arothron', 'https://cran.r-project.org/package=XRPython', 'https://github.com/ECOAP/module_coapthon', 'https://cran.r-project.org/package=thorn']","[1.0, 1.0, 1.0, 0.9777777777777776, 0.9142857142857144, 0.7777777777777778, 0.75, 0.6416666666666667, 0.586231884057971]"
338,CoAPthon,10.3390/s19245467,"Hence, a variety of IoT libraries, such as CoAPthon [27], and frameworks [28], such as IDeA, FRASAD, D-LITe, IoTLink, WebRTC based IoT application Framework, Datatweet, IoTSuite and RapIoT, have been developed to manage those complexities.","Iván Ruiz‐Rube,José Miguel Mota,Tatiana Person,José María Rodríguez Corral,Juan Manuel Dodero","Computer science,Block (permutation group theory),Process (computing),Internet of Things,Mobile apps,The Internet,Multimedia","https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon","['https://github.com/goslim56/CoAPthon', 'https://pypi.org/project/CoAPthon/', 'https://github.com/Tanganelli/CoAPthon', 'https://github.com/Tanganelli/CoAPthon3', 'https://github.com/thscowns/coapthon_rasec', 'https://cran.r-project.org/package=Arothron', 'https://cran.r-project.org/package=XRPython', 'https://cran.r-project.org/package=thorn', 'https://github.com/ECOAP/module_coapthon']","[1.0, 1.0, 1.0, 0.9777777777777776, 0.9142857142857144, 0.7777777777777778, 0.75, 0.565434833983221, 0.5313186813186813]"
351,DALI,10.1038/srep23123,Structure similarities were determined with the DALI program64,"Iñaki de Diego,Miros?aw Ksi???k,Danuta Mizgalska,Lahari Koneru,Przemys?aw Golik,Borys Szmigielski,Magdalena Nowak,Zuzanna Nowakowska,Barbara Potempa,John A. Houston,Jan J. Enghild,Ida B. Thøgersen,Jinlong Gao,Ann H. Kwan,Jill Trewhella,Grzegorz Dubin,F. Xavier Gomis?Rüth,Ky?Anh Nguyen,Jan Potempa","Porphyromonas gingivalis,CTD,Sortase,Bacterial outer membrane,Secretion,Signal peptide",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/NVIDIA/DALI', 'https://pypi.org/project/dali/', 'https://github.com/gabolsgabs/DALI', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=DALY', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=vandalico', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=DRAYL', 'https://cran.r-project.org/package=BimodalIndex']","[1.0, 1.0, 1.0, 1.0, 0.8833333333333334, 0.8421052631578947, 0.7833333333333333, 0.7314814814814815, 0.6458333333333334, 0.6333333333333333, 0.611111111111111]"
367,DALI,10.1038/srep26010,DALI Z-score/RMSD of 6.2/2.3 with a region of the Saccharomyces cerevisae proteosome ?1 subunit13; 5.6/3.2 for a glycosylhydrolase inhibitor protein from Streptococcus pyogenes14 if the helix abutting the CTD is included (residues 109–126)),"Carey Lambert,Thomas R. Lerner,Nhat Khai Bui,Hannah Somers,Shin?Ichi Aizawa,Susan Liddell,A.S. Clark,Waldemar Vollmer,Andrew L. Lovering,R. Elizabeth Sockett","Peptidoglycan,Bdellovibrio,Periplasmic space,Cell envelope,Biology,Bacterial outer membrane,Cell wall,Predation",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/NVIDIA/DALI', 'https://pypi.org/project/dali/', 'https://github.com/gabolsgabs/DALI', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=DALY', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=vandalico', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=DRAYL', 'https://cran.r-project.org/package=BimodalIndex']","[1.0, 1.0, 1.0, 1.0, 0.8833333333333334, 0.8421052631578947, 0.7833333333333333, 0.7314814814814815, 0.6458333333333334, 0.6333333333333333, 0.611111111111111]"
383,DALI,10.1186/1472-6807-13-10,"A DALI [23] search revealed that although MJ0391 shares less sequence similarity with MT0146/CbiT from Methanobacterium thermoautotrophicum (33% identity; Z-score: 27.3), the precorrin-6Y C5, C15 – methyltransferase from Geobacter metallireducens GS-15 (Q39YF0; 32% identity; Z-score: 26.0), and the putative precorrin-6Y C5, C15 – methyltransferase from Corynebacterium diphtheriae (Q6NHA4; 17% identity; Z-score: 17.9) (Figure 3a), the overall tertiary structures and the quaternary structure arrangements are ","Balasundaram Padmanabhan,Shigeyuki Yokoyama,Yoshitaka Bessho","Cobalamin,Biology,Vitamin B12",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/NVIDIA/DALI', 'https://pypi.org/project/dali/', 'https://github.com/gabolsgabs/DALI', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=DALY', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=vandalico', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=DRAYL', 'https://cran.r-project.org/package=BimodalIndex']","[1.0, 1.0, 1.0, 1.0, 0.8833333333333334, 0.8421052631578947, 0.7833333333333333, 0.7314814814814815, 0.6458333333333334, 0.6333333333333333, 0.611111111111111]"
399,DALI,10.1371/journal.pone.0099349,The DALI server [24] was used to identify proteins with folds similar to that of Azorhizobium CAH,"Chong-Min Kyung,Ke Shi,Jennifer L. Seffernick,Anthony G. Dodge,Lawrence P. Wackett,Hideki Aihara","Cyanuric acid,Hydrolase,Active site,Stereochemistry,Chemistry",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/NVIDIA/DALI', 'https://pypi.org/project/dali/', 'https://github.com/gabolsgabs/DALI', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=DALY', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=vandalico', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=DRAYL', 'https://cran.r-project.org/package=BimodalIndex']","[1.0, 1.0, 1.0, 1.0, 0.8833333333333334, 0.8421052631578947, 0.7833333333333333, 0.7314814814814815, 0.6458333333333334, 0.6333333333333333, 0.611111111111111]"
415,DALI,10.3390/v11040362,"The structural similarity is higher and ranges from the value anticipated from the eight-stranded ?-barrel core and ?A helix at 20% to ~70% (calculated by DALI pairwise alignments [160]) between the PstDV and GmDV from different genera, and GmDV and AdDV from the same genus, respectively (Table 6)","Mario Mietzsch,Judit J. Pénzes,Mavis Agbandje?McKenna","Capsid,Biology,Parvovirus,Canine parvovirus,Minute virus of mice,Parvoviridae",https://ekhidna.biocenter.helsinki.fi/dali_server/,"['https://github.com/NVIDIA/DALI', 'https://pypi.org/project/dali/', 'https://github.com/gabolsgabs/DALI', 'https://github.com/patrickfav/Dali', 'https://cran.r-project.org/package=DALY', 'https://github.com/daliansky/daliansky.github.io', 'https://cran.r-project.org/package=RCALI', 'https://cran.r-project.org/package=vandalico', 'https://github.com/tanglang96/DataLoaders_DALI', 'https://cran.r-project.org/package=DRAYL', 'https://cran.r-project.org/package=BimodalIndex']","[1.0, 1.0, 1.0, 1.0, 0.8833333333333334, 0.8421052631578947, 0.7833333333333333, 0.7314814814814815, 0.6458333333333334, 0.6333333333333333, 0.611111111111111]"
430,DNA STAR package,10.1186/1471-2148-14-143,"Forward and reverse sequences were assembled and edited with SeqMan (DNA STAR package; DNAStar Inc., Madison, WI, USA).","Qing Cai,R. E. Tulloss,Li Tang,Tolgor Bau,Ping Zhang,Zuo H. Chen,Zhu L. Yang","Biology,Monophyly,Synapomorphy,Biogeography,Phylogenetic tree",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.7097222222222221]
436,DNA STAR package,10.1371/journal.pone.0026543,Neighbor Joining (NJ) tree were constructed using ClustalX protocol from the DNA STAR package,"Daniela Häming,Marcos Simões-Costa,Benjamin R. Uy,Jonathan E. Valencia,Tatjana Sauka‐Spengler,Marianne Bronner‐Fraser","Lamprey,Neural crest,Biology,Vertebrate,Neural tube,Neuroscience,Chordate,Anatomy",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.7097222222222221]
442,DNA STAR package,10.1371/journal.pone.0175338,"Forward and reverse sequence chromatograms at each locus were assembled and checked for signal quality using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","Aisuo Wang,David Gopurenko,Hanwen Wu,Brendan J. Lepschi","Biology,DNA barcoding,Invasive species,Weed",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.7097222222222221]
448,DNA STAR package,10.3390/ijms13078740,"Sequences were assembled and edited using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","Jie Liu,Jim Provan,Lian‐Ming Gao,De-Zhui Li","Indel,DNA barcoding,Biology,Population,Sampling (signal processing),Taxon,Evolutionary biology,Monophyly",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.7097222222222221]
454,DNA STAR package,10.3897/phytokeys.96.23470,"Sequences were assembled and edited with SeqMan (DNA STAR package; DNA StarInc., Madison, WI, USA), aligned by Bio Edit (Hall 1999) and adjusted manually where necessary","Morigengaowa,Jianxun Luo,R. Knapp,Hong‐Jin Wei,Baodong Liu,Yue‐Hong Yan,Hui Shang","Herbarium,Synonym (taxonomy),DNA barcoding,Morphology (biology),Biology,Phylogenetic tree",https://www.dnastar.com/,['https://cran.r-project.org/package=FSTpackage'],[0.7097222222222221]
460,DiagrammeRsvg,10.1038/s41598-021-91205-3,All statistical analyses were performed using R version 3.6.1 including the following packages: esc; effectsize; meta; metafor; dmetar: DiagrammeR; DiagrammeRsvg; and ggplot2,Ray Norbury,"Funnel plot,Meta-analysis,Publication bias,Chronotype,Preference,Depression (economics),Causal inference,Association (psychology)","https://cran.r-project.org/package=DiagrammeRsvg,https://github.com/rich-iannone/DiagrammeRsvg","['https://github.com/rich-iannone/DiagrammeRsvg', 'https://cran.r-project.org/package=DiagrammeRsvg', 'https://github.com/cran/DiagrammeRsvg', 'https://cran.r-project.org/package=DiagrammeR', 'https://cran.r-project.org/package=diagram', 'https://github.com/conda-forge/r-diagrammersvg-feedstock']","[1.0, 1.0, 1.0, 0.9538461538461538, 0.9076923076923076, 0.7374358974358973]"
