id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability_ranked
105,BeautifulSoup,10.1186/1751-0473-8-9,"While we believe that the approach taken by twill and the robust parsing provided by BeautifulSoup will prevent many upstream changes breaking these wrappers, inevitably breakage will occur","Andrew Perry,Bosco Ho","Proteome,Workflow,Annotation,Computer science,Computational biology,Scripting language,Protocol (science)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup12","https://github.com/collegue1337/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://github.com/wention/BeautifulSoup4,https://pypi.org/project/BeautifulSoup/,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder,https://pypi.org/project/beautifulsoup4/","0.1470534652471542,0.1434447020292282,0.1205917373299598,0.1047294288873672,0.0,-0.0257190745323896,-0.0281129013746976"
116,BeautifulSoup,10.1186/s12859-020-3540-8,"For the prior knowledge from UniProt KB, we use Bioservices, urllib, BeautifulSoup tool does finish a series of processes","Zhijing Li,Yuchen Lian,Xiaoyong Ma,Xiangrong Zhang,Chen Li","Computer science,Relationship extraction,Biomedical text mining,Information extraction,Task (project management),UniProt,Exploit,Artificial intelligence","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup8","https://github.com/DeronW/beautifulsoup,https://github.com/collegue1337/BeautifulSoup4,https://github.com/wention/BeautifulSoup4,https://pypi.org/project/beautifulsoup4/,https://pypi.org/project/BeautifulSoup/,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.1702559441328048,0.1371341496706009,0.1057880222797393,0.0526469238102436,0.0354314073920249,0.0,-0.0282328613102436"
137,BeautifulSoup,10.1371/journal.pone.0018657,"Data collection scripts were coded in Python version 2.5.2 (many libraries were used, including EUtils, BeautifulSoup, pyparsing and nltk [47]) and SQLite version 3.4",Heather Piwowar,,"https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup6","https://github.com/collegue1337/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://pypi.org/project/BeautifulSoup/,https://pypi.org/project/beautifulsoup4/,https://github.com/wention/BeautifulSoup4,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.3640338182449341,0.2654027640819549,0.2565010488033294,0.2565010488033294,0.1847648620605468,0.0,0.0"
148,BeautifulSoup,10.2196/10986,"To extract the content of a Web page from the HTML source we tested: BeautifulSoup, Naive [68], which just naively removes HTML tags and Boilerpipe, Boi [78] and Justext, Jst [79], which eliminates boilerplate text together with HTML tags","João Palotti,Guido Zuccon,Allan Hanbury","Computer science,Readability,Ranking (information retrieval)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup4","https://github.com/DeronW/beautifulsoup,https://github.com/collegue1337/BeautifulSoup4,https://pypi.org/project/beautifulsoup4/,https://github.com/wention/BeautifulSoup4,https://github.com/icodeu/BeautifulSoup,https://pypi.org/project/BeautifulSoup/,https://github.com/beautifulSoup/RtmpRecoder","0.1767018139362335,0.1203806921839714,0.094039462506771,0.0840577781200409,0.0,-0.0163162276148796,-0.0544332191348075"
171,BeautifulSoup,10.3389/fmolb.2021.620475,BeautifulSoup is used for extracting the text between paragraphs (<p>) and tables (<table>) tags,"Paola Turina,Piero Fariselli,Emidio Capriotti","Computer science,Identification (biology),Set (abstract data type),Data mining,Stability (learning theory)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup13","https://github.com/beautifulSoup/RtmpRecoder,https://github.com/collegue1337/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://github.com/wention/BeautifulSoup4,https://github.com/icodeu/BeautifulSoup,https://pypi.org/project/beautifulsoup4/,https://pypi.org/project/BeautifulSoup/","0.0654410570859909,0.0247043091803789,0.0142681021243333,0.0089271832257509,0.0,-2.212822437286377e-06,-0.0522469282150268"
180,BeautifulSoup,10.3389/fvets.2021.674730,"The HTML and XML document parser, BeautifulSoup, from Python module BS4 was implemented to parse the source page; multimodal texts of Web page sources were extracted as BeatifulSoup object","Majid Jaberi‐Douraki,Soudabeh Taghian Dinani,Nuwan Indika Millagaha Gedara,Xuan Xu,E. Richards,Fiona Maunsell,Nader Zad,Lisa A. Tell","Computer science,Veterinary drug","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup10","https://github.com/DeronW/beautifulsoup,https://github.com/collegue1337/BeautifulSoup4,https://pypi.org/project/BeautifulSoup/,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder,https://github.com/wention/BeautifulSoup4,https://pypi.org/project/beautifulsoup4/","0.0625688359141349,0.0532058291137218,0.0398676469922065,0.0,0.0,-0.0007749795913696,-0.013027211651206"
199,BeautifulSoup,10.3390/ani8020025,"Data were extracted using the BeautifulSoup module in Python Version 3.2.1 (Python Software Foundation, Wilmington, DE, USA) to parse the ads, then cleaned and analyzed using R (The R Foundation, Vienna, Austria) and Pivot tables in Microsoft Excel® 2013 (Microsoft, Redmond, WA, USA)","Susan Hazel,Caitlin J. Jenvey,Jonathan Tuke","CATS,Animal welfare,Population","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup9","https://pypi.org/project/beautifulsoup4/,https://github.com/DeronW/beautifulsoup,https://github.com/wention/BeautifulSoup4,https://github.com/collegue1337/BeautifulSoup4,https://pypi.org/project/BeautifulSoup/,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.1011758595705032,0.0619950704276561,0.0474351085722446,0.0441684871912002,0.0035180812701582,0.0,-0.0023326110094785"
216,BeautifulSoup,10.3390/s21165496,"As for their experimental setup, the authors used: (1) the NLTK library to compute Morphological Features, (2) the Linguistic Inquiry and Word Count for Psychological Features, (3) Textstat for Readability Features, as well as (4) BeautifulSoup and Newspaper for web-markup features","Constantinos-Giovanni Xarhoulacos,Argiro Anagnostopoulou,George Stergiopoulos,Dimitris Gritzalis","Misinformation,Computer science,Deception,Situation awareness,Data science,Set (abstract data type),Field (mathematics)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup11","https://github.com/icodeu/BeautifulSoup,https://github.com/wention/BeautifulSoup4,https://github.com/collegue1337/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://github.com/beautifulSoup/RtmpRecoder,https://pypi.org/project/BeautifulSoup/,https://pypi.org/project/beautifulsoup4/","0.0,-0.0015270030125975,-0.0235071554780006,-0.0370917916297912,-0.0564857758581638,-0.0904551744461059,-0.1167270317673683"
224,CoAPthon,10.3390/s19030716,"For CoAP, CoAPthon [21], an open-source implementation, was employed to simulate communications and messages were collected from the communication channel","Xin Luo,Dan Chen,Yongjun Wang,Peidai Xie","Correctness,Computer science,Cluster analysis,Latent Dirichlet allocation,Protocol (science),Similarity (geometry),Data mining","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon","https://github.com/thscowns/coapthon_rasec,https://github.com/goslim56/CoAPthon,https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon,https://github.com/Tanganelli/CoAPthon3,https://github.com/ECOAP/module_coapthon,https://cran.r-project.org/package=Arothron,https://cran.r-project.org/package=XRPython,https://cran.r-project.org/package=thorn","0.45,0.2029471844434738,0.19669970870018,0.1899278908967971,0.1616187691688537,0.0833880454301834,0.0828215107321739,0.0324160456657409,-0.0096864625811576"
233,CoAPthon,10.3390/s19245467,"Hence, a variety of IoT libraries, such as CoAPthon [27], and frameworks [28], such as IDeA, FRASAD, D-LITe, IoTLink, WebRTC based IoT application Framework, Datatweet, IoTSuite and RapIoT, have been developed to manage those complexities.","Iván Ruiz‐Rube,José Miguel Mota,Tatiana Person,José María Rodríguez Corral,Juan Manuel Dodero","Computer science,Block (permutation group theory),Process (computing),Internet of Things,Mobile apps,The Internet,Multimedia","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon","https://github.com/thscowns/coapthon_rasec,https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon,https://github.com/goslim56/CoAPthon,https://github.com/ECOAP/module_coapthon,https://github.com/Tanganelli/CoAPthon3,https://cran.r-project.org/package=thorn,https://cran.r-project.org/package=Arothron,https://cran.r-project.org/package=XRPython","0.4933150183150183,0.2792614102363586,0.271285742521286,0.252107560634613,0.2516418099403381,0.1841614842414856,0.0619967058300972,0.0376133844256401,0.0305379219353199"
242,DiagrammeRsvg,10.1038/s41598-021-91205-3,All statistical analyses were performed using R version 3.6.1 including the following packages: esc; effectsize; meta; metafor; dmetar: DiagrammeR; DiagrammeRsvg; and ggplot2,Ray Norbury,"Funnel plot,Meta-analysis,Publication bias,Chronotype,Preference,Depression (economics),Causal inference,Association (psychology)","https://cran.r-project.org/package=DiagrammeRsvg, https://github.com/rich-iannone/DiagrammeRsvg, https://github.com/cran/DiagrammeRsvg","https://cran.r-project.org/package=DiagrammeR,https://cran.r-project.org/package=diagram,https://github.com/rich-iannone/DiagrammeRsvg,https://cran.r-project.org/package=DiagrammeRsvg,https://github.com/conda-forge/r-diagrammersvg-feedstock,https://github.com/cran/DiagrammeRsvg","0.1986415237188339,0.1589947342872619,0.0664240717887878,0.0472395718097686,0.0,0.0"
253,Django,10.1016/j.heliyon.2019.e02622,"The auto-assessment tool is built on Windows Server 2016 and contains Django Web framework for user interface, PTC Creo Parametric 3.0 M110 to open and run CAD models, Python (version 3.5.4) wrapper for Creo's Visual Basic API for commanding Creo, and Celery for queue tasks","Kaur Jaakma,Panu Kiviluoma","CAD,Workload,Computer science","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/cookiecutter/cookiecutter-django,https://github.com/django-cms/django-cms,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=randgeo,https://github.com/encode/django-rest-framework","0.0532535202801227,0.050522219389677,0.046183843165636,0.0452209264039993,0.0254370681941509,0.0,0.0,0.0,0.0,0.0,-0.0127499001100659"
259,Django,10.1093/database/bax073,"Django is a free and open-source framework, written in Python, which encourages rapid software development and clean, pragmatic design, facilitating the tasks of creating complex, database-driven Web applications","S. M. Niaz Arifin,Gregory R. Madey,Alexander Vyushkov,Benoit Raybaud,Thomas R. Burkot,Frank H. Collins","Data warehouse,Computer science,Star schema,Database,Dimensional modeling,Online analytical processing","https://pypi.org/project/Django/, https://github.com/django/django","https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://pypi.org/project/Django/,https://github.com/encode/django-rest-framework,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=randgeo,https://github.com/cookiecutter/cookiecutter-django,https://github.com/django-cms/django-cms,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=vangogh","0.0746187418699264,0.0431471690535545,0.0039065210148692,0.0025002434849739,0.0,-0.0118426233530044,-0.0440053716301918,-0.0443954430520534,-0.0534929037094116,-0.0577059164643287,-0.0640392452478408"
274,Django,10.1186/1471-2164-15-371,"The web interface is powered by a Python application built on Django (an open source web framework), HTML/CSS and Javascript","José B. Pereira‐Leal,Isabel A. Abreu,Cláudia S Alabaça,Maria Helena Almeida,Paulo Almeida,Tânia Almeida,Isabel Amorim,Susana de Sousa Araújo,Herlânder Azevedo,Aleix Badia,Dora Batista,Andreas Böhn,Tiago Capote,Isabel Carrasquinho,Inês Chaves,Ana Cristina Coelho,Maria Manuela Ribeiro Costa,Rita Costa,Alfredo Cravador,Conceição Egas,Carlos Faro,Ana Margarida Fortes,Ana S. Fortunato,Maria João Gaspar,Sónia Gonçalves,José Graça,Marília Horta Jung,Vera Inácio,José Leitão,Teresa Lino‐Neto,Liliana Marum,José Matos,Diogo Mendonça,Andreia Miguel,Celia María Gonzalo Miguel,Leonor Morais‐Cecílio,Isabel Queirós Neves,Filomena Nóbrega,M. Margarida Oliveira,Rute Oliveira,Jorge C. Pais,Jorge A. P. Paiva,Octávio S. Paulo,Miguel Pinheiro,João Raimundo,José C. Ramalho,Ana I. Ribeiro‐Barros,Teresa Ribeiro,Margarida Rocheta,Ana Raquel Rodrigues,José Carlos Rodrígues,Nelson J. M. Saibo,Tatiana Santo,Ana Cláudia dos Santos,Paula Sá–Pereira,Mónica Sebastiana,Fernanda Simões,Rómulo Sobral,R. M. Tavares,Rita Teixeira,J.A. Varela,Maria das Dores Magalhães Veloso,Cândido PP Ricardo","Quercus suber,Cork,Biology,Expressed sequence tag","https://pypi.org/project/Django/, https://github.com/django/django","https://github.com/wsvincent/awesome-django,https://github.com/cookiecutter/cookiecutter-django,https://github.com/django/django,https://pypi.org/project/Django/,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=randgeo,https://github.com/django-cms/django-cms,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=jage,https://github.com/encode/django-rest-framework","0.0663333237171173,0.0284208543598651,0.0224153585731983,0.0171759836375713,0.0,0.0,0.0,-0.0100891999900341,-0.0243621617555618,-0.0527169629931449,-0.0877838358283042"
287,Django,10.1186/s12859-018-2082-9,"DecoFungi is implemented in Python using several open-source libraries: Django (as the Web application framework), OpenCV (library for image processing and computer vision), the Keras framework with a Tensorflow back-end (provides the deep learning techniques), and the scikit-learn library (library for machine learning).","César Domínguez,Jónathan Heras,Eloy Mata,Vico Pascual","Context (archaeology),Computer science","https://pypi.org/project/Django/, https://github.com/django/django","https://github.com/django-cms/django-cms,https://pypi.org/project/Django/,https://github.com/encode/django-rest-framework,https://github.com/wsvincent/awesome-django,https://github.com/django/django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=randgeo,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=jage","0.0564229637384414,0.0420091934502124,0.0320196710526943,0.0302747562527656,0.0299135129898786,0.0,0.0,0.0,0.0,-0.0293098278343677,-0.0331224426627159"
297,Django,10.1186/s12911-019-0750-y,"The main tools and the development environments that we utilized in developing VIADS include Django, Python, JavaScript, Vis.js, Graph.js, JQuery, Plotly, Chart.js, Unittest, R, and MySQL","Xia Jing,Matthew Emerson,David Masters,Matthew Brooks,Jacob Buskirk,Nasseef Abukamail,Chang Liu,James J. Cimino,Jay H. Shubrook,Sonsoles de Lacalle,Yuchun Zhou,Vimla L. Patel","Computer science,Python (programming language),Information retrieval,Visualization","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/wsvincent/awesome-django,https://github.com/django-cms/django-cms,https://github.com/encode/django-rest-framework,https://github.com/django/django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=randgeo","0.3152995407581329,0.2256774008274078,0.2154974937438964,0.1847157925367355,0.1704171001911163,0.0897583216428756,0.0,0.0,0.0,0.0,0.0"
310,Django,10.3389/fimmu.2019.02820,"This web tool was built using the Django web framework (24) and makes use of several Python libraries including scikit-learn (23), SciPy (25), Pyteomics (26), Altair (27), NumPy (28), Pandas (29), and Dask (30)","Sofie Gielis,Pieter Moris,Wout Bittremieux,Nicolas De Neuter,Benson Ogunjimi,Kris Laukens,Pieter Meysman","Epitope,Receptor","https://pypi.org/project/Django/, https://github.com/django/django","https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=randgeo,https://github.com/encode/django-rest-framework,https://github.com/django/django,https://cran.r-project.org/package=rang,https://github.com/wsvincent/awesome-django,https://cran.r-project.org/package=janitor,https://pypi.org/project/Django/,https://github.com/django-cms/django-cms","0.0423002839088439,0.0,0.0,0.0,-0.0100935027003288,-0.015139477327466,-0.0204186607152223,-0.0351738072931766,-0.0383018404245376,-0.0483663342893123,-0.1006112024188041"
319,Django,10.3390/metabo5030431,The Django Python package makes building web requests that integrated diverse data stores straightforward [19] The API defined in Django allows access to both of these resources.,"Yushu Yao,Terence Sun,Tony Wang,Oliver Ruebel,Trent R. Northen,Benjamin P. Bowen","Workflow,Computer science,Scripting language,Raw data,Metabolomics","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/django-cms/django-cms,https://github.com/encode/django-rest-framework,https://github.com/wsvincent/awesome-django,https://github.com/django/django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=jage","0.1717064082622528,0.1065828800201416,0.0761226564645767,0.0525715127587318,0.0423761308193206,0.0284440778195858,0.0,0.0,0.0,-0.0455451980233192,-0.066548079252243"
334,Django,10.3390/s20102962,"However, the cloud platform is being re-developed from scratch to create a highly scalable cloud, using Angular [43] for web development, and Django [44] as the web framework, with OAuth 2.0 authentication [45]","Santiago González Izard,Ramiro Sánchez Torres,Óscar Alonso Plaza,Juan Antonio Juanes Méndez,Francisco José García‐Peñalvo","Visualization,Computer science,Augmented reality,DICOM,Virtual reality,Segmentation,Artificial intelligence,Software","https://pypi.org/project/Django/, https://github.com/django/django","https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=rang,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://cran.r-project.org/package=vangogh,https://github.com/django-cms/django-cms,https://pypi.org/project/Django/,https://github.com/cookiecutter/cookiecutter-django,https://github.com/encode/django-rest-framework,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=jage","0.1154983043670654,0.0993345603346824,0.0925071090459823,0.0653511136770248,0.0611384361982345,0.0549604333937168,0.0377031937241554,0.0255487877875566,0.0132891032844781,-0.0043553616851568,-0.0807961896061897"
342,Django,10.3390/vaccines8040709,The ML models with the best performance were implemented on a web server using the Python and Django framework,"Ivan Dimitrov,Nevena Zaharieva,Irini Doytchinova","Random forest,Artificial intelligence,Support vector machine,Test set,Machine learning,Computer science","https://pypi.org/project/Django/, https://github.com/django/django","https://github.com/django-cms/django-cms,https://github.com/wsvincent/awesome-django,https://pypi.org/project/Django/,https://github.com/django/django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=vangogh,https://github.com/encode/django-rest-framework","0.0801619589328765,0.0649802684783935,0.0395411029458045,0.0207895301282405,0.0040029175579547,0.0,0.0,0.0,0.0,-0.0073263337835669,-0.0148879494518041"
