id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability (ground truth),metadata_name,metadata_authors,metadata_keywords,metadata_description,name_metric,author_metric,paragraph_metric,keywords_metric,language_metric,average,min,max,language,metadata_language
49,ABBYY,10.12688/f1000research.7329.3,"We analyzed different freely available and commercial OCR systems and libraries including Aspose, PUMA, Microsoft OCR, Tesseract, LEADTOOLS, Nicomsoft OCR, MeOCR OCR, OmniPage, ABBYY, Bytescout claiming to be able to extract embedded text from figures","Zeeshan Ahmed,Thomas Dandekar","Computer science,Information retrieval,Scientific literature","https://pypi.org/project/ABBYY/, https://github.com/samueltc/ABBYY",https://pypi.org/project/ABBYY/,1,ABBYY,Samuel Cossette,,ABBYY Cloud OCR API Wrapper.,1.0,0.5371647509578544,0.4358674883842468,0.1655816584825515,,0.5346534744561632,0.1655816584825515,1.0,,Python
52,ABBYY,10.12688/f1000research.7329.3,"We analyzed different freely available and commercial OCR systems and libraries including Aspose, PUMA, Microsoft OCR, Tesseract, LEADTOOLS, Nicomsoft OCR, MeOCR OCR, OmniPage, ABBYY, Bytescout claiming to be able to extract embedded text from figures","Zeeshan Ahmed,Thomas Dandekar","Computer science,Information retrieval,Scientific literature","https://pypi.org/project/ABBYY/, https://github.com/samueltc/ABBYY",https://github.com/samueltc/ABBYY,1,ABBYY,Samuel Cossette,,Simple Python wrapper for ABBYY Cloud OCR,1.0,0.5371647509578544,0.3921071887016296,0.1146111935377121,,0.510970783299299,0.1146111935377121,1.0,,Python
54,BCEA,10.1371/journal.pntd.0008521,We used the BCEA package in the software R 3.6.1 for the analysis [23].,"Anuj Tiwari,David J. Blok,Mohammad Arif,Jan Hendrik Richardus","Medicine,Disability-adjusted life year,Leprosy,Per capita,Cost effectiveness,Environmental health,Cost-effectiveness analysis","https://cran.r-project.org/package=BCEA, https://github.com/giabaio/BCEA/, https://github.com/cran/BCEA",https://github.com/giabaio/BCEA/,1,BCEA,Gianluca Baio,"bayesian-data-analysis, cost-effectiveness, health-economic-evaluation","Bayesian Cost Effectiveness Analysis. Given the results of a Bayesian model (possibly based on MCMC) in the form of simulations from the posterior distributions of suitable variables of costs and clinical benefits for two or more interventions, produces a health economic evaluation. Compares one of the interventions (the """"reference"""") to the others (""""comparators""""). Produces many summary and plots to analyse the results",1.0,0.5119658119658119,0.2505338788032532,0.5218673348426819,1.0,0.6568734051223494,0.2505338788032532,1.0,R,R
55,BCEA,10.1371/journal.pntd.0008521,We used the BCEA package in the software R 3.6.1 for the analysis [23].,"Anuj Tiwari,David J. Blok,Mohammad Arif,Jan Hendrik Richardus","Medicine,Disability-adjusted life year,Leprosy,Per capita,Cost effectiveness,Environmental health,Cost-effectiveness analysis","https://cran.r-project.org/package=BCEA, https://github.com/giabaio/BCEA/, https://github.com/cran/BCEA",https://github.com/cran/BCEA,1,BCEA,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  BCEA — Bayesian Cost Effectiveness Analysis. Homepage: https://gianluca.statistica.it/software/bcea/, https://gianluca.statistica.it/, https://github.com/giabaio/BCEA/, https://n8thangreen.github.io/BCEA/  Report bugs for this package: https:// ...",1.0,0.4888888888888889,0.4890666604042053,0.1934431791305542,1.0,0.6342797456847297,0.1934431791305542,1.0,R,R
59,BCEA,10.1371/journal.pntd.0008521,We used the BCEA package in the software R 3.6.1 for the analysis [23].,"Anuj Tiwari,David J. Blok,Mohammad Arif,Jan Hendrik Richardus","Medicine,Disability-adjusted life year,Leprosy,Per capita,Cost effectiveness,Environmental health,Cost-effectiveness analysis","https://cran.r-project.org/package=BCEA, https://github.com/giabaio/BCEA/, https://github.com/cran/BCEA",https://cran.r-project.org/package=BCEA,1,BCEA,"Gianluca Baio, Andrea Berardi, Anna Heath, Nathan Green","produces graphical summaries, probabilistic sensitivity analysis, suitable variables, package computes, mcmc simulations","Produces an economic evaluation of a sample of suitable variables of cost and effectiveness / utility for two or more interventions, e.g. from a Bayesian model in the form of MCMC simulations. This package computes the most cost-effective alternative and produces graphical summaries and probabilistic sensitivity analysis, see Baio et al (2017) <doi:10.1007/978-3-319-55718-2>.",1.0,0.5997557997557997,0.2288851886987686,0.0217868443578481,1.0,0.5700855665624833,0.0217868443578481,1.0,R,R
71,BeautifulSoup,10.1007/s12061-021-09386-3,"Our web-scraping tool based on Python and BeautifulSoup retrieved the following information: name, telephone, address, postcode, latitude, longitude, opening and closing times for each day of the week, and a list of services including Finance services","Andra Sonea,René Westerholt",Human geography,"https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup7",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.4007108509540558,0.0353534035384655,1.0,0.6054446350517018,0.0353534035384655,1.0,Python,Python
87,BeautifulSoup,10.1038/s41597-020-00682-0,"Wikipedia is accessed through the MediaWiki API using Python, and the BeautifulSoup, json, and requests packages","Angel Hsu,Zhi Yi Yeo,Ross Rauber,James Sun,Yunsoo Kim,Sowmya Raghavan,Nicholas Chin,Vasu Namdeo,Amy Weinfurter",Jurisdiction,"https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup5",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.3063394129276275,-0.0019681416451931,1.0,0.5725213892491801,-0.0019681416451931,1.0,Python,Python
103,BeautifulSoup,10.1186/1751-0473-8-9,"While we believe that the approach taken by twill and the robust parsing provided by BeautifulSoup will prevent many upstream changes breaking these wrappers, inevitably breakage will occur","Andrew Perry,Bosco Ho","Proteome,Workflow,Annotation,Computer science,Computational biology,Scripting language,Protocol (science)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup12",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.1769550144672393,-0.0281129013746976,,0.3781854662689425,-0.0281129013746976,0.9857142857142858,,Python
119,BeautifulSoup,10.1186/s12859-020-3540-8,"For the prior knowledge from UniProt KB, we use Bioservices, urllib, BeautifulSoup tool does finish a series of processes","Zhijing Li,Yuchen Lian,Xiaoyong Ma,Xiangrong Zhang,Chen Li","Computer science,Relationship extraction,Biomedical text mining,Information extraction,Task (project management),UniProt,Exploit,Artificial intelligence","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup8",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.3512919545173645,0.0526469238102436,,0.4632177213472979,0.0526469238102436,0.9857142857142858,,Python
135,BeautifulSoup,10.1371/journal.pone.0018657,"Data collection scripts were coded in Python version 2.5.2 (many libraries were used, including EUtils, BeautifulSoup, pyparsing and nltk [47]) and SQLite version 3.4",Heather Piwowar,,"https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup6",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.2565010488033294,,1.0,0.7474051115058717,0.2565010488033294,1.0,Python,Python
144,BeautifulSoup,10.2196/10986,"To extract the content of a Web page from the HTML source we tested: BeautifulSoup, Naive [68], which just naively removes HTML tags and Boilerpipe, Boi [78] and Justext, Jst [79], which eliminates boilerplate text together with HTML tags","João Palotti,Guido Zuccon,Allan Hanbury","Computer science,Readability,Ranking (information retrieval)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup4",https://github.com/wention/BeautifulSoup4,1,BeautifulSoup4,WENTION,,git mirror for Beautiful Soup 4.3.2,0.9857142857142858,0.4746642246642246,0.3716841340065002,0.0840577781200409,,0.4790301056262628,0.0840577781200409,0.9857142857142858,,Python
151,BeautifulSoup,10.2196/10986,"To extract the content of a Web page from the HTML source we tested: BeautifulSoup, Naive [68], which just naively removes HTML tags and Boilerpipe, Boi [78] and Justext, Jst [79], which eliminates boilerplate text together with HTML tags","João Palotti,Guido Zuccon,Allan Hanbury","Computer science,Readability,Ranking (information retrieval)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup4",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.3511777520179748,0.094039462506771,,0.4769771667463439,0.094039462506771,0.9857142857142858,,Python
167,BeautifulSoup,10.3389/fmolb.2021.620475,BeautifulSoup is used for extracting the text between paragraphs (<p>) and tables (<table>) tags,"Paola Turina,Piero Fariselli,Emidio Capriotti","Computer science,Identification (biology),Set (abstract data type),Data mining,Stability (learning theory)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup13",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.3540148437023163,-2.212822437286377e-06,,0.4465756388647215,-2.212822437286377e-06,0.9857142857142858,,Python
183,BeautifulSoup,10.3389/fvets.2021.674730,"The HTML and XML document parser, BeautifulSoup, from Python module BS4 was implemented to parse the source page; multimodal texts of Web page sources were extracted as BeatifulSoup object","Majid Jaberi‐Douraki,Soudabeh Taghian Dinani,Nuwan Indika Millagaha Gedara,Xuan Xu,E. Richards,Fiona Maunsell,Nader Zad,Lisa A. Tell","Computer science,Veterinary drug","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup10",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.4103492498397827,-0.013027211651206,1.0,0.5957590809757156,-0.013027211651206,1.0,Python,Python
199,BeautifulSoup,10.3390/ani8020025,"Data were extracted using the BeautifulSoup module in Python Version 3.2.1 (Python Software Foundation, Wilmington, DE, USA) to parse the ads, then cleaned and analyzed using R (The R Foundation, Vienna, Austria) and Pivot tables in Microsoft Excel® 2013 (Microsoft, Redmond, WA, USA)","Susan Hazel,Caitlin J. Jenvey,Jonathan Tuke","CATS,Animal welfare,Population","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup9",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.2325426340103149,0.1011758595705032,1.0,0.579858194823776,0.1011758595705032,1.0,Python,Python
215,BeautifulSoup,10.3390/s21165496,"As for their experimental setup, the authors used: (1) the NLTK library to compute Morphological Features, (2) the Linguistic Inquiry and Word Count for Psychological Features, (3) Textstat for Readability Features, as well as (4) BeautifulSoup and Newspaper for web-markup features","Constantinos-Giovanni Xarhoulacos,Argiro Anagnostopoulou,George Stergiopoulos,Dimitris Gritzalis","Misinformation,Computer science,Deception,Situation awareness,Data science,Set (abstract data type),Field (mathematics)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup11",https://pypi.org/project/beautifulsoup4/,1,beautifulsoup4,,"HTML, XML, parse, soup",Screen-scraping library,0.9857142857142858,,0.2137445658445358,-0.1167270317673683,,0.3609106065971511,-0.1167270317673683,0.9857142857142858,,Python
225,CoAPthon,10.3390/s19030716,"For CoAP, CoAPthon [21], an open-source implementation, was employed to simulate communications and messages were collected from the communication channel","Xin Luo,Dan Chen,Yongjun Wang,Peidai Xie","Correctness,Computer science,Cluster analysis,Latent Dirichlet allocation,Protocol (science),Similarity (geometry),Data mining","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon",https://github.com/Tanganelli/CoAPthon,1,CoAPthon,Giacomo Tanganelli,,CoAPthon is a python library to the CoAP protocol aligned with the RFC,1.0,0.5166666666666666,0.7746951580047607,0.1899278908967971,,0.6203224288920561,0.1899278908967971,1.0,,Python
229,CoAPthon,10.3390/s19030716,"For CoAP, CoAPthon [21], an open-source implementation, was employed to simulate communications and messages were collected from the communication channel","Xin Luo,Dan Chen,Yongjun Wang,Peidai Xie","Correctness,Computer science,Cluster analysis,Latent Dirichlet allocation,Protocol (science),Similarity (geometry),Data mining","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon",https://pypi.org/project/CoAPthon/,1,CoAPthon,Giacomo Tanganelli,,CoAPthon is an implementation of the CoAP protocol.,1.0,0.5166666666666666,0.7642888426780701,0.19669970870018,,0.6194138045112292,0.19669970870018,1.0,,Python
234,CoAPthon,10.3390/s19245467,"Hence, a variety of IoT libraries, such as CoAPthon [27], and frameworks [28], such as IDeA, FRASAD, D-LITe, IoTLink, WebRTC based IoT application Framework, Datatweet, IoTSuite and RapIoT, have been developed to manage those complexities.","Iván Ruiz‐Rube,José Miguel Mota,Tatiana Person,José María Rodríguez Corral,Juan Manuel Dodero","Computer science,Block (permutation group theory),Process (computing),Internet of Things,Mobile apps,The Internet,Multimedia","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon",https://github.com/Tanganelli/CoAPthon,1,CoAPthon,Giacomo Tanganelli,,CoAPthon is a python library to the CoAP protocol aligned with the RFC,1.0,0.5535564653211712,0.515897274017334,0.271285742521286,,0.5851848704649478,0.271285742521286,1.0,,Python
238,CoAPthon,10.3390/s19245467,"Hence, a variety of IoT libraries, such as CoAPthon [27], and frameworks [28], such as IDeA, FRASAD, D-LITe, IoTLink, WebRTC based IoT application Framework, Datatweet, IoTSuite and RapIoT, have been developed to manage those complexities.","Iván Ruiz‐Rube,José Miguel Mota,Tatiana Person,José María Rodríguez Corral,Juan Manuel Dodero","Computer science,Block (permutation group theory),Process (computing),Internet of Things,Mobile apps,The Internet,Multimedia","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon",https://pypi.org/project/CoAPthon/,1,CoAPthon,Giacomo Tanganelli,,CoAPthon is an implementation of the CoAP protocol.,1.0,0.5535564653211712,0.4768861830234527,0.2792614102363586,,0.5774260146452457,0.2792614102363586,1.0,,Python
242,DiagrammeRsvg,10.1038/s41598-021-91205-3,All statistical analyses were performed using R version 3.6.1 including the following packages: esc; effectsize; meta; metafor; dmetar: DiagrammeR; DiagrammeRsvg; and ggplot2,Ray Norbury,"Funnel plot,Meta-analysis,Publication bias,Chronotype,Preference,Depression (economics),Causal inference,Association (psychology)","https://cran.r-project.org/package=DiagrammeRsvg, https://github.com/rich-iannone/DiagrammeRsvg, https://github.com/cran/DiagrammeRsvg",https://cran.r-project.org/package=DiagrammeR,1,DiagrammeR,"Richard Iannone, Olivier Roy","aesthetic properties assigned, use graph selections, graph algorithms allow, build graph, wide selection","Build graph/network structures using functions for stepwise addition and deletion of nodes and edges. Work with data available in tables for bulk addition of nodes, edges, and associated metadata. Use graph selections and traversals to apply changes to specific nodes or edges. A wide selection of graph algorithms allow for the analysis of graphs. Visualize the graphs and take advantage of any aesthetic properties assigned to nodes and edges.",0.9538461538461538,0.4781144781144781,0.2338463366031646,0.1986415237188339,1.0,0.5728896984565262,0.1986415237188339,1.0,R,R
244,DiagrammeRsvg,10.1038/s41598-021-91205-3,All statistical analyses were performed using R version 3.6.1 including the following packages: esc; effectsize; meta; metafor; dmetar: DiagrammeR; DiagrammeRsvg; and ggplot2,Ray Norbury,"Funnel plot,Meta-analysis,Publication bias,Chronotype,Preference,Depression (economics),Causal inference,Association (psychology)","https://cran.r-project.org/package=DiagrammeRsvg, https://github.com/rich-iannone/DiagrammeRsvg, https://github.com/cran/DiagrammeRsvg",https://github.com/rich-iannone/DiagrammeRsvg,1,DiagrammeRsvg,Richard Iannone,,A utility package for providing SVG export to DiagrammeR graph diagrams,1.0,0.5292929292929293,0.2848833799362182,0.0664240717887878,1.0,0.5761200762035871,0.0664240717887878,1.0,R,R
245,DiagrammeRsvg,10.1038/s41598-021-91205-3,All statistical analyses were performed using R version 3.6.1 including the following packages: esc; effectsize; meta; metafor; dmetar: DiagrammeR; DiagrammeRsvg; and ggplot2,Ray Norbury,"Funnel plot,Meta-analysis,Publication bias,Chronotype,Preference,Depression (economics),Causal inference,Association (psychology)","https://cran.r-project.org/package=DiagrammeRsvg, https://github.com/rich-iannone/DiagrammeRsvg, https://github.com/cran/DiagrammeRsvg",https://cran.r-project.org/package=DiagrammeRsvg,1,DiagrammeRsvg,Richard Iannone,diagrammer graphviz objects,Allows for export of DiagrammeR Graphviz objects to SVG.,1.0,0.5292929292929293,0.2525892853736877,0.0472395718097686,1.0,0.5658243572952771,0.0472395718097686,1.0,R,R
246,DiagrammeRsvg,10.1038/s41598-021-91205-3,All statistical analyses were performed using R version 3.6.1 including the following packages: esc; effectsize; meta; metafor; dmetar: DiagrammeR; DiagrammeRsvg; and ggplot2,Ray Norbury,"Funnel plot,Meta-analysis,Publication bias,Chronotype,Preference,Depression (economics),Causal inference,Association (psychology)","https://cran.r-project.org/package=DiagrammeRsvg, https://github.com/rich-iannone/DiagrammeRsvg, https://github.com/cran/DiagrammeRsvg",https://github.com/cran/DiagrammeRsvg,1,DiagrammeRsvg,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  DiagrammeRsvg — Export DiagrammeR Graphviz Graphs as SVG. Homepage: https://github.com/rich-iannone/DiagrammeRsvg  Report bugs for this package: https://github.com/rich-iannone/DiagrammeRsvg/issues,1.0,0.6742424242424242,0.2940627336502075,0.0907875820994377,0.0,0.4118185479984139,0.0,1.0,R,JavaScript
248,Django,10.1016/j.heliyon.2019.e02622,"The auto-assessment tool is built on Windows Server 2016 and contains Django Web framework for user interface, PTC Creo Parametric 3.0 M110 to open and run CAD models, Python (version 3.5.4) wrapper for Creo's Visual Basic API for commanding Creo, and Celery for queue tasks","Kaur Jaakma,Panu Kiviluoma","CAD,Workload,Computer science","https://pypi.org/project/Django/, https://github.com/django/django",https://github.com/django/django,1,django,Django,"apps, django, framework, models, orm, python, templates, views, web",The Web framework for perfectionists with deadlines.,1.0,0.5384615384615384,0.2563301920890808,0.0452209264039993,1.0,0.5680025313909237,0.0452209264039993,1.0,Python,Python
253,Django,10.1016/j.heliyon.2019.e02622,"The auto-assessment tool is built on Windows Server 2016 and contains Django Web framework for user interface, PTC Creo Parametric 3.0 M110 to open and run CAD models, Python (version 3.5.4) wrapper for Creo's Visual Basic API for commanding Creo, and Celery for queue tasks","Kaur Jaakma,Panu Kiviluoma","CAD,Workload,Computer science","https://pypi.org/project/Django/, https://github.com/django/django",https://pypi.org/project/Django/,1,Django,,"WWW/HTTP, Dynamic Content, WSGI, Application Frameworks, Python Modules","A high-level Python web framework that encourages rapid development and clean, pragmatic design.",1.0,,0.3079204559326172,0.0532535202801227,1.0,0.590293494053185,0.0532535202801227,1.0,Python,Python
259,Django,10.1093/database/bax073,"Django is a free and open-source framework, written in Python, which encourages rapid software development and clean, pragmatic design, facilitating the tasks of creating complex, database-driven Web applications","S. M. Niaz Arifin,Gregory R. Madey,Alexander Vyushkov,Benoit Raybaud,Thomas R. Burkot,Frank H. Collins","Data warehouse,Computer science,Star schema,Database,Dimensional modeling,Online analytical processing","https://pypi.org/project/Django/, https://github.com/django/django",https://github.com/django/django,1,django,Django,"apps, django, framework, models, orm, python, templates, views, web",The Web framework for perfectionists with deadlines.,1.0,0.4949599083619702,0.3107256591320038,0.0746187418699264,1.0,0.57606086187278,0.0746187418699264,1.0,Python,Python
264,Django,10.1093/database/bax073,"Django is a free and open-source framework, written in Python, which encourages rapid software development and clean, pragmatic design, facilitating the tasks of creating complex, database-driven Web applications","S. M. Niaz Arifin,Gregory R. Madey,Alexander Vyushkov,Benoit Raybaud,Thomas R. Burkot,Frank H. Collins","Data warehouse,Computer science,Star schema,Database,Dimensional modeling,Online analytical processing","https://pypi.org/project/Django/, https://github.com/django/django",https://pypi.org/project/Django/,1,Django,,"WWW/HTTP, Dynamic Content, WSGI, Application Frameworks, Python Modules","A high-level Python web framework that encourages rapid development and clean, pragmatic design.",1.0,,0.4853236675262451,0.0039065210148692,1.0,0.6223075471352786,0.0039065210148692,1.0,Python,Python
