id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability_ranked
105,BeautifulSoup,10.1186/1751-0473-8-9,"While we believe that the approach taken by twill and the robust parsing provided by BeautifulSoup will prevent many upstream changes breaking these wrappers, inevitably breakage will occur","Andrew Perry,Bosco Ho","Proteome,Workflow,Annotation,Computer science,Computational biology,Scripting language,Protocol (science)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup12","https://github.com/collegue1337/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://pypi.org/project/BeautifulSoup/,https://github.com/wention/BeautifulSoup4,https://github.com/icodeu/BeautifulSoup,https://pypi.org/project/beautifulsoup4/,https://github.com/beautifulSoup/RtmpRecoder","0.4652548433178001,0.4637726165891812,0.4563999468174876,0.4215676919276279,0.3925713524222374,0.3781854662689425,0.2167529417914453"
116,BeautifulSoup,10.1186/s12859-020-3540-8,"For the prior knowledge from UniProt KB, we use Bioservices, urllib, BeautifulSoup tool does finish a series of processes","Zhijing Li,Yuchen Lian,Xiaoyong Ma,Xiangrong Zhang,Chen Li","Computer science,Relationship extraction,Biomedical text mining,Information extraction,Task (project management),UniProt,Exploit,Artificial intelligence","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup8","https://github.com/DeronW/beautifulsoup,https://github.com/collegue1337/BeautifulSoup4,https://github.com/wention/BeautifulSoup4,https://pypi.org/project/BeautifulSoup/,https://pypi.org/project/beautifulsoup4/,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.5184345077029071,0.4816713495855946,0.4774389922398652,0.476826237864124,0.4632177213472979,0.4265659525990486,0.2314546723061929"
135,BeautifulSoup,10.1371/journal.pone.0018657,"Data collection scripts were coded in Python version 2.5.2 (many libraries were used, including EUtils, BeautifulSoup, pyparsing and nltk [47]) and SQLite version 3.4",Heather Piwowar,,"https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup6","https://pypi.org/project/beautifulsoup4/,https://pypi.org/project/BeautifulSoup/,https://github.com/collegue1337/BeautifulSoup4,https://github.com/wention/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.7474051115058717,0.7206067436823138,0.7027148037675828,0.6957943901183113,0.575167924727655,0.4843975487682554,0.2093916382362723"
148,BeautifulSoup,10.2196/10986,"To extract the content of a Web page from the HTML source we tested: BeautifulSoup, Naive [68], which just naively removes HTML tags and Boilerpipe, Boi [78] and Justext, Jst [79], which eliminates boilerplate text together with HTML tags","João Palotti,Guido Zuccon,Allan Hanbury","Computer science,Readability,Ranking (information retrieval)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup4","https://github.com/DeronW/beautifulsoup,https://github.com/collegue1337/BeautifulSoup4,https://github.com/wention/BeautifulSoup4,https://pypi.org/project/beautifulsoup4/,https://pypi.org/project/BeautifulSoup/,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.5344067928269101,0.5100378405848593,0.4790301056262628,0.4769771667463439,0.4665501389355316,0.4288690648972988,0.2223598151834624"
169,BeautifulSoup,10.3389/fmolb.2021.620475,BeautifulSoup is used for extracting the text between paragraphs (<p>) and tables (<table>) tags,"Paola Turina,Piero Fariselli,Emidio Capriotti","Computer science,Identification (biology),Set (abstract data type),Data mining,Stability (learning theory)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup13","https://github.com/collegue1337/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://pypi.org/project/BeautifulSoup/,https://pypi.org/project/beautifulsoup4/,https://github.com/wention/BeautifulSoup4,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.4978293466667531,0.478111097983301,0.4638017672316107,0.4465756388647215,0.4278524242977183,0.407142112031579,0.2094468832290009"
185,BeautifulSoup,10.3389/fvets.2021.674730,"The HTML and XML document parser, BeautifulSoup, from Python module BS4 was implemented to parse the source page; multimodal texts of Web page sources were extracted as BeatifulSoup object","Majid Jaberi‐Douraki,Soudabeh Taghian Dinani,Nuwan Indika Millagaha Gedara,Xuan Xu,E. Richards,Fiona Maunsell,Nader Zad,Lisa A. Tell","Computer science,Veterinary drug","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup10","https://github.com/collegue1337/BeautifulSoup4,https://pypi.org/project/BeautifulSoup/,https://pypi.org/project/beautifulsoup4/,https://github.com/wention/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.6342685651293386,0.6029778523008708,0.5957590809757156,0.5716022196706835,0.5360389222275891,0.4452955868509081,0.2377858175815494"
199,BeautifulSoup,10.3390/ani8020025,"Data were extracted using the BeautifulSoup module in Python Version 3.2.1 (Python Software Foundation, Wilmington, DE, USA) to parse the ads, then cleaned and analyzed using R (The R Foundation, Vienna, Austria) and Pivot tables in Microsoft Excel® 2013 (Microsoft, Redmond, WA, USA)","Susan Hazel,Caitlin J. Jenvey,Jonathan Tuke","CATS,Animal welfare,Population","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup9","https://pypi.org/project/beautifulsoup4/,https://github.com/collegue1337/BeautifulSoup4,https://pypi.org/project/BeautifulSoup/,https://github.com/wention/BeautifulSoup4,https://github.com/DeronW/beautifulsoup,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.579858194823776,0.5678415224003414,0.549593095437047,0.5329583173777376,0.4385031398753991,0.3721492242481973,0.2062103907269651"
212,BeautifulSoup,10.3390/s21165496,"As for their experimental setup, the authors used: (1) the NLTK library to compute Morphological Features, (2) the Linguistic Inquiry and Word Count for Psychological Features, (3) Textstat for Readability Features, as well as (4) BeautifulSoup and Newspaper for web-markup features","Constantinos-Giovanni Xarhoulacos,Argiro Anagnostopoulou,George Stergiopoulos,Dimitris Gritzalis","Misinformation,Computer science,Deception,Situation awareness,Data science,Set (abstract data type),Field (mathematics)","https://pypi.org/project/beautifulsoup4/, https://github.com/wention/BeautifulSoup11","https://github.com/DeronW/beautifulsoup,https://github.com/collegue1337/BeautifulSoup4,https://pypi.org/project/BeautifulSoup/,https://github.com/wention/BeautifulSoup4,https://pypi.org/project/beautifulsoup4/,https://github.com/icodeu/BeautifulSoup,https://github.com/beautifulSoup/RtmpRecoder","0.4336222078011493,0.4187985140593752,0.4077320700718296,0.3825502494283552,0.3609106065971511,0.3339355811476707,0.2369302281831979"
224,CoAPthon,10.3390/s19030716,"For CoAP, CoAPthon [21], an open-source implementation, was employed to simulate communications and messages were collected from the communication channel","Xin Luo,Dan Chen,Yongjun Wang,Peidai Xie","Correctness,Computer science,Cluster analysis,Latent Dirichlet allocation,Protocol (science),Similarity (geometry),Data mining","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon","https://github.com/thscowns/coapthon_rasec,https://github.com/Tanganelli/CoAPthon,https://pypi.org/project/CoAPthon/,https://github.com/Tanganelli/CoAPthon3,https://github.com/goslim56/CoAPthon,https://github.com/ECOAP/module_coapthon,https://cran.r-project.org/package=Arothron,https://cran.r-project.org/package=XRPython,https://cran.r-project.org/package=thorn","0.6821428571428572,0.6203224288920561,0.6194138045112292,0.5679510272211499,0.5532672821647591,0.4099478979077604,0.378886867533364,0.3429332748331405,0.3034573531885077"
233,CoAPthon,10.3390/s19245467,"Hence, a variety of IoT libraries, such as CoAPthon [27], and frameworks [28], such as IDeA, FRASAD, D-LITe, IoTLink, WebRTC based IoT application Framework, Datatweet, IoTSuite and RapIoT, have been developed to manage those complexities.","Iván Ruiz‐Rube,José Miguel Mota,Tatiana Person,José María Rodríguez Corral,Juan Manuel Dodero","Computer science,Block (permutation group theory),Process (computing),Internet of Things,Mobile apps,The Internet,Multimedia","https://pypi.org/project/CoAPthon/, https://github.com/Tanganelli/CoAPthon","https://github.com/thscowns/coapthon_rasec,https://github.com/Tanganelli/CoAPthon,https://pypi.org/project/CoAPthon/,https://github.com/goslim56/CoAPthon,https://github.com/Tanganelli/CoAPthon3,https://github.com/ECOAP/module_coapthon,https://cran.r-project.org/package=Arothron,https://cran.r-project.org/package=XRPython,https://cran.r-project.org/package=thorn","0.7038003663003664,0.5851848704649478,0.5774260146452457,0.5618442821797434,0.5446088815430935,0.4203896744911342,0.3753217557894809,0.3741081710625099,0.3291353884139752"
243,DiagrammeRsvg,10.1038/s41598-021-91205-3,All statistical analyses were performed using R version 3.6.1 including the following packages: esc; effectsize; meta; metafor; dmetar: DiagrammeR; DiagrammeRsvg; and ggplot2,Ray Norbury,"Funnel plot,Meta-analysis,Publication bias,Chronotype,Preference,Depression (economics),Causal inference,Association (psychology)","https://cran.r-project.org/package=DiagrammeRsvg, https://github.com/rich-iannone/DiagrammeRsvg, https://github.com/cran/DiagrammeRsvg","https://cran.r-project.org/package=diagram,https://github.com/rich-iannone/DiagrammeRsvg,https://cran.r-project.org/package=DiagrammeR,https://cran.r-project.org/package=DiagrammeRsvg,https://github.com/cran/DiagrammeRsvg,https://github.com/conda-forge/r-diagrammersvg-feedstock","0.5919676904559783,0.5761200762035871,0.5728896984565262,0.5658243572952771,0.4118185479984139,0.3254375444164364"
253,Django,10.1016/j.heliyon.2019.e02622,"The auto-assessment tool is built on Windows Server 2016 and contains Django Web framework for user interface, PTC Creo Parametric 3.0 M110 to open and run CAD models, Python (version 3.5.4) wrapper for Creo's Visual Basic API for commanding Creo, and Celery for queue tasks","Kaur Jaakma,Panu Kiviluoma","CAD,Workload,Computer science","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/django/django,https://github.com/django-cms/django-cms,https://github.com/encode/django-rest-framework,https://github.com/cookiecutter/cookiecutter-django,https://github.com/wsvincent/awesome-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=jage","0.590293494053185,0.5680025313909237,0.5449587557905621,0.5238527357471385,0.4503855814797166,0.441824953500932,0.3154112095749041,0.3128710464117781,0.3003897786911881,0.2701591059614668,0.2609056405517499"
264,Django,10.1093/database/bax073,"Django is a free and open-source framework, written in Python, which encourages rapid software development and clean, pragmatic design, facilitating the tasks of creating complex, database-driven Web applications","S. M. Niaz Arifin,Gregory R. Madey,Alexander Vyushkov,Benoit Raybaud,Thomas R. Burkot,Frank H. Collins","Data warehouse,Computer science,Star schema,Database,Dimensional modeling,Online analytical processing","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/django-cms/django-cms,https://github.com/encode/django-rest-framework,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=vangogh","0.6223075471352786,0.6062276281381207,0.5952681931981066,0.57606086187278,0.5211845127160665,0.4842479962222905,0.3264585945715708,0.3249444533112401,0.2765846313889953,0.2737340624972486,0.2476745506036966"
275,Django,10.1186/1471-2164-15-371,"The web interface is powered by a Python application built on Django (an open source web framework), HTML/CSS and Javascript","José B. Pereira‐Leal,Isabel A. Abreu,Cláudia S Alabaça,Maria Helena Almeida,Paulo Almeida,Tânia Almeida,Isabel Amorim,Susana de Sousa Araújo,Herlânder Azevedo,Aleix Badia,Dora Batista,Andreas Böhn,Tiago Capote,Isabel Carrasquinho,Inês Chaves,Ana Cristina Coelho,Maria Manuela Ribeiro Costa,Rita Costa,Alfredo Cravador,Conceição Egas,Carlos Faro,Ana Margarida Fortes,Ana S. Fortunato,Maria João Gaspar,Sónia Gonçalves,José Graça,Marília Horta Jung,Vera Inácio,José Leitão,Teresa Lino‐Neto,Liliana Marum,José Matos,Diogo Mendonça,Andreia Miguel,Celia María Gonzalo Miguel,Leonor Morais‐Cecílio,Isabel Queirós Neves,Filomena Nóbrega,M. Margarida Oliveira,Rute Oliveira,Jorge C. Pais,Jorge A. P. Paiva,Octávio S. Paulo,Miguel Pinheiro,João Raimundo,José C. Ramalho,Ana I. Ribeiro‐Barros,Teresa Ribeiro,Margarida Rocheta,Ana Raquel Rodrigues,José Carlos Rodrígues,Nelson J. M. Saibo,Tatiana Santo,Ana Cláudia dos Santos,Paula Sá–Pereira,Mónica Sebastiana,Fernanda Simões,Rómulo Sobral,R. M. Tavares,Rita Teixeira,J.A. Varela,Maria das Dores Magalhães Veloso,Cândido PP Ricardo","Quercus suber,Cork,Biology,Expressed sequence tag","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/django-cms/django-cms,https://github.com/encode/django-rest-framework,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=rang","0.6610943553969264,0.5985766064740086,0.5924573376832566,0.5869290101562292,0.5176116327923346,0.4748710833148042,0.2957333188010073,0.2748114701302823,0.2734382906848627,0.2708476618265984,0.2691149497209745"
286,Django,10.1186/s12859-018-2082-9,"DecoFungi is implemented in Python using several open-source libraries: Django (as the Web application framework), OpenCV (library for image processing and computer vision), the Keras framework with a Tensorflow back-end (provides the deep learning techniques), and the scikit-learn library (library for machine learning).","César Domínguez,Jónathan Heras,Eloy Mata,Vico Pascual","Context (archaeology),Computer science","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/django-cms/django-cms,https://github.com/encode/django-rest-framework,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=jage","0.5884302305057645,0.5417174626253406,0.5396488330510338,0.5179096268775016,0.4498279357524442,0.432109342918867,0.3237000902315169,0.3023467235712974,0.2966286554397798,0.2925065596162933,0.2495743117082884"
297,Django,10.1186/s12911-019-0750-y,"The main tools and the development environments that we utilized in developing VIADS include Django, Python, JavaScript, Vis.js, Graph.js, JQuery, Plotly, Chart.js, Unittest, R, and MySQL","Xia Jing,Matthew Emerson,David Masters,Matthew Brooks,Jacob Buskirk,Nasseef Abukamail,Chang Liu,James J. Cimino,Jay H. Shubrook,Sonsoles de Lacalle,Yuchun Zhou,Vimla L. Patel","Computer science,Python (programming language),Information retrieval,Visualization","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/encode/django-rest-framework,https://github.com/django-cms/django-cms,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=jage","0.6644847393035889,0.6011462320236733,0.5925114624728215,0.5822729199950458,0.5055364104141866,0.4570727796408168,0.3396684362365846,0.3320577137717911,0.3208669827733654,0.2992425562443998,0.2797319453879174"
308,Django,10.3389/fimmu.2019.02820,"This web tool was built using the Django web framework (24) and makes use of several Python libraries including scikit-learn (23), SciPy (25), Pyteomics (26), Altair (27), NumPy (28), Pandas (29), and Dask (30)","Sofie Gielis,Pieter Moris,Wout Bittremieux,Nicolas De Neuter,Benson Ogunjimi,Kris Laukens,Pieter Meysman","Epitope,Receptor","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/encode/django-rest-framework,https://github.com/django-cms/django-cms,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=vangogh","0.5929175848141313,0.586403492771735,0.5410434224864231,0.5141695394570756,0.4687706731485432,0.4558929114126162,0.3402465872510253,0.3127854172693715,0.3028750773264557,0.2770459257276684,0.2472310138530165"
319,Django,10.3390/metabo5030431,The Django Python package makes building web requests that integrated diverse data stores straightforward [19] The API defined in Django allows access to both of these resources.,"Yushu Yao,Terence Sun,Tony Wang,Oliver Ruebel,Trent R. Northen,Benjamin P. Bowen","Workflow,Computer science,Scripting language,Raw data,Metabolomics","https://pypi.org/project/Django/, https://github.com/django/django","https://pypi.org/project/Django/,https://github.com/encode/django-rest-framework,https://github.com/django-cms/django-cms,https://github.com/django/django,https://github.com/wsvincent/awesome-django,https://github.com/cookiecutter/cookiecutter-django,https://cran.r-project.org/package=janitor,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=jage,https://cran.r-project.org/package=vangogh","0.6744908764958382,0.64124092586384,0.6212860894984947,0.546028696369921,0.5204620734300435,0.4820402797425833,0.3495418128658824,0.3403204964139522,0.2856321505766466,0.2414772467302461,0.2411499383001018"
327,Django,10.3390/s20102962,"However, the cloud platform is being re-developed from scratch to create a highly scalable cloud, using Angular [43] for web development, and Django [44] as the web framework, with OAuth 2.0 authentication [45]","Santiago González Izard,Ramiro Sánchez Torres,Óscar Alonso Plaza,Juan Antonio Juanes Méndez,Francisco José García‐Peñalvo","Visualization,Computer science,Augmented reality,DICOM,Virtual reality,Segmentation,Artificial intelligence,Software","https://pypi.org/project/Django/, https://github.com/django/django","https://github.com/encode/django-rest-framework,https://github.com/django-cms/django-cms,https://pypi.org/project/Django/,https://github.com/django/django,https://cran.r-project.org/package=rang,https://cran.r-project.org/package=randgeo,https://cran.r-project.org/package=vangogh,https://cran.r-project.org/package=janitor,https://github.com/cookiecutter/cookiecutter-django,https://github.com/wsvincent/awesome-django,https://cran.r-project.org/package=jage","0.4857738922810987,0.4804794885765601,0.4705343370636304,0.4694325474415228,0.3897986955214823,0.388992140533497,0.3598585723453209,0.3508458811887183,0.3382778916247663,0.3273083716310929,0.3029090148179327"
