ID,software_mention,package_url,homepage_url,github_repo,exact_match,doi,paragraph,authors_oa,authors,field/topic/keywords
SM102065,pytorch,"https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch",,,True,10.3390/s21093106,"Based on the pytorch deep learning frame, the image datasets were trained using the SSD algorithm to generate identification models","https://openalex.org/A5017729819,https://openalex.org/A5100414507,https://openalex.org/A5100362822,https://openalex.org/A5061749313,https://openalex.org/A5008471674,https://openalex.org/A5101935325","Yabin Yu,Ying Liu,Jiawei Chen,Dong Jiang,Zilong Zhuang,Xiaoli Wu","Connection (principal bundle),Bolted joint,Identification (biology),Engineering"
SM102065,pytorch,"https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch",,,True,10.3390/s21010229,"We implemented MDPO on pytorch DNN framework, which is an actively developed open-source deep learning library","https://openalex.org/A5021152941,https://openalex.org/A5079804598,https://openalex.org/A5023572721,https://openalex.org/A5100382117","Xianzhong Tian,Juan Zhu,Ting Xu,Yanjun Li","Computer science,Latency (audio),Cloud computing,Computation offloading,Mobile device,Computation,Partition (number theory)"
SM102065,pytorch,"https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch",,,True,10.3389/fncom.2021.626259,"For comparison, we used the pre-trained ResNet-18 from pytorch 1.2.0 as the normal DCNN, referred to as the ResNet in this study for brevity.","https://openalex.org/A5102872147,https://openalex.org/A5100437651,https://openalex.org/A5038594329,https://openalex.org/A5100409741","Shan Xu,Yiyuan Zhang,Zonglei Zhen,Jia Liu","Categorization,Convolutional neural network,Domain (mathematical analysis),Face (sociological concept),Computer science,Nature versus nurture"
SM102065,pytorch,"https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch",,,True,10.3390/s20216264,"Our experiments were performed on a computer with Intel Core I7 and NVIDA GeForce GTX 1080Ti, and we operated our algorithm by c++ and pytorch.","https://openalex.org/A5078203211,https://openalex.org/A5038902147,https://openalex.org/A5053313903,https://openalex.org/A5100436982,https://openalex.org/A5110191041,https://openalex.org/A5101658387,https://openalex.org/A5101505594,https://openalex.org/A5016539834","Xinyuan Tu,Jian Zhang,Runhao Luo,Kai Wang,Qingji Zeng,Yu Zhou,Yao Yu,Sidan Du","Computer science,Point cloud,Lidar,Segmentation,Ranging,Artificial intelligence,Computer vision"
SM102065,pytorch,"https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch",,,True,10.1186/s12864-018-5283-8,We have trained our models running on a single NVidia Quadro P6000 with stochastic gradient descent with momentum in pytorch,"https://openalex.org/A5002848946,https://openalex.org/A5091432366,https://openalex.org/A5030952070","Chuqiao Lyu,Lei Wang,Juhua Zhang","Homo sapiens,Convolutional neural network,Arabidopsis,Computational biology,Chromatin,Artificial intelligence,Deep learning,Identification (biology)"
SM102065,pytorch,"https://pypi.org/project/torch/,https://pytorch.org/,https://github.com/pytorch/pytorch",,,True,10.15252/msb.202010179,"Inference was performed in pytorch (preprint: Paszke et al, 2019) using the Adam optimizer (preprint: Kingma & Ba, 2017)","https://openalex.org/A5018937724,https://openalex.org/A5060891848,https://openalex.org/A5035861712,https://openalex.org/A5066572638,https://openalex.org/A5013689370,https://openalex.org/A5086772504,https://openalex.org/A5076179093,https://openalex.org/A5079674519,https://openalex.org/A5027494956","Drew S. Tack,Peter D. Tonner,Abe Pressman,Nathan D. Olson,Sasha F. Levy,Eugenia F. Romantseva,Nina Alperovich,Olga Vasilyeva,David Ross","Allosteric regulation,Lac repressor,Biology,Phenotype,Computational biology,Genetics"
SM107490,requests,"https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests",,,True,10.1186/s12859-018-2367-z,"Other requirements: At least Python 3.4, the packages numpy, requests and msgpack must be installed","https://openalex.org/A5037745462,https://openalex.org/A5063890041","Patrick Kunzmann,Kay Hamacher","Computer science,Python (programming language),Scripting language,Source code,Software,Documentation"
SM107490,requests,"https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests",,,True,10.1186/1471-2105-15-44,"The HTS barcode checker is written in python and uses the biopython[10], beautiful-soup[11] and requests[12] packages to handle FASTA sequences and communicate with the various APIs and web services used, such as NCBI GenBank and the PhyloTastic TNRS service","https://openalex.org/A5066278788,https://openalex.org/A5006032212,https://openalex.org/A5053461897,https://openalex.org/A5010935061","Youri Lammers,Tamara Peelen,Rutger Vos,Barbara Gravendeel","Barcode,GenBank,CITES,Pipeline (software),False positive paradox,DNA barcoding"
SM107490,requests,"https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests",,,True,10.1186/s12911-020-1046-y,"Project name: Prikbord Project home page:http://prikbord.science.ru.nl/Operating system: Linux Programming language: Python, javascript Other requirements: Django 1.5.11 or higher, MongoDB 2.6.10, pymongo 2.7.2 or higher, requests 2.13.0 or higher License: GNU GPL Any restrictions to use by non-academics: licence needed","https://openalex.org/A5063456893,https://openalex.org/A5014141248,https://openalex.org/A5103914020,https://openalex.org/A5031562992,https://openalex.org/A5039648368","Florian Kunneman,Mattijs Lambooij,Albert Wong,Antal van den Bosch,Liesbeth Mollema","Computer science,Support vector machine,Set (abstract data type),Health informatics,Machine learning,Artificial intelligence"
SM107490,requests,"https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests",,,True,10.7717/peerj.4395,"Other requirements include GoogleAppEnginePipeline 1.9.22.1, pyqi 0.3.1, requests 2.10.0, requests-toolbelt 0.6.2, mailjet-rest 1.2.2, biom-format 1.1.2, ete3 3.0.0 (for tree generation–see below for details), webapp2 2.5.2, numpy 1.6.1, matplotlib 1.2.0, jinja2 2.6, ssl 2.7.11","https://openalex.org/A5063983490,https://openalex.org/A5069204462,https://openalex.org/A5055039090,https://openalex.org/A5012587326","Richard R. Rodrigues,Nyle C. Rodgers,Xiaowei Wu,Mark A. Williams","Microbiome,Biology,Ecological niche,Ecology"
SM107490,requests,"https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests",,,True,10.1016/j.dib.2021.107360,"We used the json and requests packages [35,36]to collect data and the scikit-learn package [37] to impute missing values","https://openalex.org/A5034335556,https://openalex.org/A5022818500,https://openalex.org/A5004872462,https://openalex.org/A5057708120,https://openalex.org/A5066678888,https://openalex.org/A5030616211,https://openalex.org/A5027200864,https://openalex.org/A5003573061","Arezoo Haratian,Hadi Fazelinia,Zeinab Maleki,Pouria Ramazi,Hao Wang,Mark A. Lewis,Russell Greiner,David S. Wishart","Outbreak,Coronavirus disease 2019 (COVID-19),Pandemic,Social distance,Public health,2019-20 coronavirus outbreak,Geography"
SM107490,requests,"https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests",,,True,10.3389/fvets.2021.674730,"Using requests and BeautifulSoup packages in Python, all the PDF files with the titles containing “MRK” by avoiding cases sensitivity of uppercase or lowercase for each letter (e.g., “mRK,” “MrK,” “mrk,” etc.) from the years 2018, 2019, and 2020 were automatically collected and saved in a separate folder for further steps","https://openalex.org/A5044297783,https://openalex.org/A5052543719,https://openalex.org/A5058730089,https://openalex.org/A5100354932,https://openalex.org/A5004572533,https://openalex.org/A5077825627,https://openalex.org/A5053406368,https://openalex.org/A5081266363","Majid Jaberi‐Douraki,Soudabeh Taghian Dinani,Nuwan Indika Millagaha Gedara,Xuan Xu,E. Richards,Fiona Maunsell,Nader Zad,Lisa A. Tell","Computer science,Veterinary drug"
SM107490,requests,"https://pypi.org/project/requests,https://requests.readthedocs.io/en/latest/,https://github.com/psf/requests",,,True,10.3390/ijerph17155596,"For data collection, Python Beautiful Soap and requests libraries have been used to automatically collect weather information from the Italian website ”IlMeteo.it” (https://www.ilmeteo.it/portale/archivio-meteo/) and to store the data in a single CSV file","https://openalex.org/A5078020905,https://openalex.org/A5046581302,https://openalex.org/A5004845138","Giuseppe Agapito,Chiara Zucco,Mario Cannataro","Data warehouse,Pandemic"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.1186/s12885-019-5646-9,We used the python module scikit-learn to perform all the above modelling process using default parameters,"https://openalex.org/A5112841017,https://openalex.org/A5044213341,https://openalex.org/A5102944036,https://openalex.org/A5100367305,https://openalex.org/A5101651746,https://openalex.org/A5050462799,https://openalex.org/A5087119876","Lingming Yu,Guangyu Tao,Lei Zhu,Gang Wang,Ziming Li,Jianding Ye,Qunhui Chen","Feature (linguistics),Artificial intelligence,Precision and recall,Stage (stratigraphy),Random forest,Algorithm"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.1186/s13059-021-02480-2,"To build the machine learning models, we use the scikit-learn (version: 0.23.2) package","https://openalex.org/A5085801402,https://openalex.org/A5060121625,https://openalex.org/A5083170497","Wenjing Ma,Kenong Su,Hao Wu","Feature selection,Computer science,Artificial intelligence,Classifier (UML),Pooling,Preprocessor,Machine learning,Data mining"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.1109/TBME.2018.2890167,"Note that the SVM-based classifier we utilized is based on an open-source tool called scikit-learn (http://scikit-learn.org), with default settings.","https://openalex.org/A5032125778,https://openalex.org/A5100621909,https://openalex.org/A5000467703,https://openalex.org/A5112356448,https://openalex.org/A5015623750,https://openalex.org/A5002843429,https://openalex.org/A5102014205,https://openalex.org/A5103909184,https://openalex.org/A5100728783,https://openalex.org/A5100418200,https://openalex.org/A5100393417,https://openalex.org/A5101820650,https://openalex.org/A5009122132","Yutao Ma,Tao Xu,Xiaolei Huang,Xiaofang Wang,Canyu Li,Jason Jerwick,Ning Yuan,Xianxu Zeng,Baojin Wang,Yihong Wang,Zhan Zhang,Xiaoan Zhang,Chao Zhou","Artificial intelligence,Cervical cancer,Convolutional neural network,Support vector machine,Computer science,Pattern recognition (psychology),Multiclass classification"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.3389/fgene.2021.648329,"The optimal number of clusters was determined based on two metrics: Silhouette index (Rousseeuw, 1987) and Calinski–Harabasz index (Calinski and Harabasz, 1974), using scikit-learn package (Pedregosa et al., 2011).","https://openalex.org/A5073968250,https://openalex.org/A5032531713,https://openalex.org/A5101488627,https://openalex.org/A5080061294,https://openalex.org/A5100331644,https://openalex.org/A5021643176,https://openalex.org/A5102957759,https://openalex.org/A5025754112,https://openalex.org/A5072395982,https://openalex.org/A5084792616,https://openalex.org/A5034276925,https://openalex.org/A5039876889,https://openalex.org/A5066050451,https://openalex.org/A5081122871,https://openalex.org/A5004682528,https://openalex.org/A5055921675","Wanchen Ning,Aneesha Acharya,Zhengyang Sun,Anthony Chukwunonso Ogbuehi,Cong Li,Shiting Hua,Q. Ou,Muhui Zeng,Xiangqiong Liu,Yupei Deng,Rainer Haak,Dirk Ziebolz,Gerhard Schmalz,George Pelekos,Yang Wang,Xianda Hu","Immunosuppression,Periodontitis,Immune system"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.3390/jpm11080748,"All machine learning algorithms were implemented using scikit-learn package, version 0.24.1 in Python 3.8.5","https://openalex.org/A5103323874,https://openalex.org/A5100396475,https://openalex.org/A5051396652,https://openalex.org/A5110362467,https://openalex.org/A5103324633,https://openalex.org/A5017909082","Shengli Shao,Lu Liu,Yufeng Zhao,Lei Mu,Qiyi Lu,Jichao Qin","Medicine,Gastrectomy,Logistic regression,Anastomosis,Receiver operating characteristic,Gastric adenocarcinoma,Adenocarcinoma"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.1186/s12920-017-0264-3,We used Python implementation of random forest from scikit-learn version 0.14.1,"https://openalex.org/A5027735982,https://openalex.org/A5023136258,https://openalex.org/A5081814379","Julia Herman-Iżycka,Michał Wlasnowolski,Bartek Wilczyński","Enhancer,Computational biology,Biology,Enhancer RNAs,Genome,Human genome,Human genetics,Promoter"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.7554/eLife.61277,"We used scikit-learn (Pedregosa, 2011) PCA (sklearn.decomposition.PCA) to identify the dominant axes of gene expression variation across the entire AHBA dataset, as well as for brain-specific genes","https://openalex.org/A5026158316,https://openalex.org/A5066087372,https://openalex.org/A5011341338,https://openalex.org/A5027393992","Richard Gao,Ruud L. van den Brink,Thomas Pfeffer,Bradley Voytek","Neuroscience,Working memory,Prefrontal cortex,Cortex (anatomy),Human brain"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.1186/s13148-021-01029-1,"Box plots of the cohorts by BCI values and the receiver operating characteristic (ROC) curve for the BCI classification (Fig. 2) were generated in python 3.7.2 using numpy 1.16.2 and pandas 0.24.2 packages for data processing, custom code to generate the true-positive rates and false-positive rates for the ROC curve sliding threshold, scikit-learn 0.20.3 to calculate the ROC area under the curve (AUC), and seaborn 0.9.0 with matplotlib 3.0.2 for visualization.","https://openalex.org/A5014629655,https://openalex.org/A5063578838,https://openalex.org/A5084603575,https://openalex.org/A5020789291,https://openalex.org/A5030195915,https://openalex.org/A5109856399,https://openalex.org/A5033199090,https://openalex.org/A5016703557,https://openalex.org/A5047940829,https://openalex.org/A5033217880,https://openalex.org/A5043780901,https://openalex.org/A5025347286,https://openalex.org/A5075042147,https://openalex.org/A5054491434,https://openalex.org/A5025803879,https://openalex.org/A5076293102","Paolo Piatti,Yap Ching Chew,Michiko Suwoto,Taikun Yamada,Benjamin Jara,Xi-Yu Jia,Wei Guo,Saum Ghodoussipour,Siamak Daneshmand,Hamed Ahmadi,Jeffrey M. Rice,Jeffrey Bhasin,Faith Holloway,Yvonne Tsai,Yoshitomo Chihara,Gangning Liang","Bladder cancer,Cystoscopy,Urine,Medicine,Bisulfite sequencing,Epigenetics"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.1371/journal.pone.0236962,"Using the python scikit-learn library v0.20.2, we trained Random Forest [28] and Logistic Regression [29] machine learning algorithms on the VarTrain missense variants, which includes 10,070 deleterious variants as the positive set and 10,070 benign variants as the negative set","https://openalex.org/A5025720771,https://openalex.org/A5075708394,https://openalex.org/A5058837660,https://openalex.org/A5050924045,https://openalex.org/A5082974155,https://openalex.org/A5039921905,https://openalex.org/A5085289587,https://openalex.org/A5025255544","Kirsley Chennen,Thomas Weber,Xavière Lornage,Arnaud Kress,Johann Böhm,Julie Thompson,Jocelyn Laporte,Olivier Poch","Missense mutation,Exome sequencing,Genetics,Biology,Computational biology"
SM3075,scikit-learn,"https://pypi.org/project/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://scikit-learn.org/stable/",,,True,10.3389/fgene.2019.01292,"Text-mining and SVM computing were processed using the python scikit-learn library (Pedregosa et al., 2011)","https://openalex.org/A5010453820,https://openalex.org/A5043835549,https://openalex.org/A5068521000,https://openalex.org/A5101570667,https://openalex.org/A5047176448,https://openalex.org/A5107861638,https://openalex.org/A5015665453,https://openalex.org/A5087178679,https://openalex.org/A5056390272,https://openalex.org/A5032039889,https://openalex.org/A5012435946,https://openalex.org/A5048180788,https://openalex.org/A5019377904,https://openalex.org/A5027313965,https://openalex.org/A5010022910","Floris Chabrun,Noémie Huetz,Xavier Dieu,Guillaume Rousseau,Guillaume Bouzillé,Juan Manuel Chao de la Barca,Vincent Procaccio,Guy Lenaers,Odile Blanchet,Guillaume Legendre,Delphine Mirebeau‐Prunier,Marc Cuggia,Philippe Guardiola,Pascal Reynier,Géraldine Gascoin","Intrauterine growth restriction,Biology,Epigenetics,Transcriptome,Phenotype,Gene"
SM3077,matplotlib,"https://pypi.org/project/matplotlib,https://github.com/matplotlib/matplotlib,https://matplotlib.org/",,,True,10.1038/s41598-019-43005-z,"Gromacs’s trajectory analysis tools, MDTraj along with in-house bash and python scripts were used for data analysis and matplotlib for plotting","https://openalex.org/A5027218004,https://openalex.org/A5012779175,https://openalex.org/A5021670292,https://openalex.org/A5073439690,https://openalex.org/A5041024715,https://openalex.org/A5031472556,https://openalex.org/A5035700215,https://openalex.org/A5084973541,https://openalex.org/A5055457252,https://openalex.org/A5012117525,https://openalex.org/A5077673921,https://openalex.org/A5033923298","Junghyun L. Suh,Kimberly D. Barnash,Tigran M. Abramyan,Fengling Li,Juliana The,Isabelle A. Engelberg,Masoud Vedadi,Peter J. Brown,Dmitri Kireev,C.H. Arrowsmith,Lindsey I. James,Stephen V. Frye","PRC2,Allosteric regulation,Mutant,Mutation"
SM3077,matplotlib,"https://pypi.org/project/matplotlib,https://github.com/matplotlib/matplotlib,https://matplotlib.org/",,,True,10.3390/antibiotics9110834,"Heatmaps illustrating AMR patterns in calf isolates from each herd were generated in Python (www.python.org) using the matplotlib, pandas and seaborn packages","https://openalex.org/A5103207538,https://openalex.org/A5034392993,https://openalex.org/A5110726593,https://openalex.org/A5085807054,https://openalex.org/A5043687535,https://openalex.org/A5025158565,https://openalex.org/A5042335217,https://openalex.org/A5003611432","Karin Sjöström,Rachel A. Hickman,Viktoria Tepper,G Olmos,Josef D. Järhult,Ulf Emanuelson,Nils Fall,Susanna Sternberg Lewerin","Nalidixic acid,Tetracycline,Antimicrobial,Herd,Ampicillin,Antibiotic resistance,Broth microdilution"
SM3077,matplotlib,"https://pypi.org/project/matplotlib,https://github.com/matplotlib/matplotlib,https://matplotlib.org/",,,True,10.1038/s41598-020-80308-y,"Image and data pre- and post-processing was carried out using the Python libraries scikit-image, scikit-learn, OpenCV, numpy, scipy, matplotlib, seaborn, statsmodels and pandas","https://openalex.org/A5050005084,https://openalex.org/A5015755951,https://openalex.org/A5012165548,https://openalex.org/A5014981427,https://openalex.org/A5084961330,https://openalex.org/A5002447216,https://openalex.org/A5088679649,https://openalex.org/A5056802160","Luca Masin,Marie Claes,Steven Bergmans,Lien Cools,Lien Andries,Benjamin Davis,Lieve Moons,Lies De Groef","Retinal ganglion cell,Glaucoma,Neuroscience,Retina,Retinal"
SM3077,matplotlib,"https://pypi.org/project/matplotlib,https://github.com/matplotlib/matplotlib,https://matplotlib.org/",,,True,10.1016/j.dcn.2019.100630,"Brain plots were created using the following Python packages: matplotlib (Hunter, 2007), nibabel (Brett et al., 2016), and nilearn (Abraham et al., 2014)","https://openalex.org/A5082140812,https://openalex.org/A5050825978","Amanda Easson,Anthony R. McIntosh","Psychology,Autism spectrum disorder,Categorical variable,Connectome,Correlation,Sample entropy"
SM3077,matplotlib,"https://pypi.org/project/matplotlib,https://github.com/matplotlib/matplotlib,https://matplotlib.org/",,,True,10.1038/s41598-018-22083-5,"All statistical learning, linear modelling and corresponding figures were performed in Python packages scikit-learn, xgboost, statsmodels, matplotlib, seaborn, and pandas.","https://openalex.org/A5019824545,https://openalex.org/A5111522505,https://openalex.org/A5012750849,https://openalex.org/A5021208221","Simon A. Babayan,Amy Sinclair,Jessica Duprez,Colin Selman","Immune system,Biology,Immunology,Acquired immune system,Haematopoiesis,Immunity,Ageing,Innate immune system"
SM3077,matplotlib,"https://pypi.org/project/matplotlib,https://github.com/matplotlib/matplotlib,https://matplotlib.org/",,,True,10.7717/peerj.8783,"The 10 most important features were graphed for each environment based on relative importance utilizing pandas (McKinney, 2010) and matplotlib (Hunter, 2007)","https://openalex.org/A5032235665,https://openalex.org/A5082191867,https://openalex.org/A5112488675,https://openalex.org/A5029068173,https://openalex.org/A5049981216,https://openalex.org/A5049973896","Jordan McGhee,Nick Rawson,Barbara Bailey,Antonio Fernàndez-Guerra,Laura Sisk-Hackworth,Scott T. Kelley","Metagenomics,Source tracking"
