ID;software_mention;package_url;homepage_url;github_repo;exact_match;doi;paragraph
SM146580;biopy;https://github.com/jheled/biopy;;;TRUE;10.1093/sysbio/syv118;Sequence alignments were also simulated using biopy for experiments 1 and 2, and Seq-Gen (Rambaut and Grass 1997) was used to simulate nucleotide alignments for experiment 3.
SM146580;biopy;https://pypi.org/project/biopy,https://github.com/BioPyTeam/biopy;;;FALSE;10.1093/molbev/msx126;Simulated trees were generated using biopy, and trees sampled from a prior distribution were generated using StarBEAST2 with all new features enabled
SM146580;biopy;https://pypi.org/project/biopy,https://github.com/BioPyTeam/biopy;;;FALSE;10.1093/sysbio/syv118;Sequence alignments were also simulated using biopy for experiments 1 and 2, and Seq-Gen (Rambaut and Grass 1997) was used to simulate nucleotide alignments for experiment 3.
SM146580;biopy;https://pypi.org/project/biopy,https://github.com/BioPyTeam/biopy;;;FALSE;10.1093/molbev/msx126;For all simulations, the version of biopy (Heled, unpublished data) used was 0.1.9
SM146580;biopy;https://github.com/jheled/biopy;;;TRUE;10.1093/molbev/msx126;For all simulations, the version of biopy (Heled, unpublished data) used was 0.1.9
SM16201;X!tandem;https://pypi.org/project/tandem,https://github.com/philippeller/dragoman;;;FALSE;10.1186/1471-2105-12-439;The results on elution peak identification coverage using MaxQuant and X!tandem are summarized in Table 4
SM16201;X!tandem;https://pypi.org/project/tandem,https://github.com/philippeller/dragoman;;;FALSE;10.1371/journal.pgen.1006909;Protein identification was performed with X!Tandem software (DB: X!tandem version 2013.09.01.1) against a protein database of B
SM16201;X!tandem;https://www.thegpm.org/tandem/;;;TRUE;10.1186/1471-2105-12-439;The results on elution peak identification coverage using MaxQuant and X!tandem are summarized in Table 4
SM16201;X!tandem;https://www.thegpm.org/tandem/;;;TRUE;10.1371/journal.pgen.1006909;Protein identification was performed with X!Tandem software (DB: X!tandem version 2013.09.01.1) against a protein database of B
SM16201;tandem;https://tandem.bu.edu/trf/trf.html,https://github.com/Benson-Genomics-Lab/TRF;;;TRUE;10.1186/s12864-021-07626-x;Furthermore, tandem repeat Finder version 4.07 [88], with default settings, was used to calculate tandem repeats in these cp genomes.
SM16201;tandem;https://tandem.bu.edu/trf/trf.html,https://github.com/Benson-Genomics-Lab/TRF;;;TRUE;10.1128/genomeA.01271-17;The obtained data were assembled de novo using the Hierarchical Genome Assembly Process (HGAP version 3.0) and annotated with Prodigal version 2.50 (2), tandem repeats finder software (3), tRNAscan-SE (4), and RNAmmer (5)
SM16201;tandem;https://tandem.bu.edu/trf/trf.html,https://github.com/Benson-Genomics-Lab/TRF;;;TRUE;10.1186/s12864-015-2324-4;The identification of tandem repeat sequences was performed with the software tandem repeats finder [34] using the whole-genome sequence of all W
SM16201;tandem;https://pypi.org/project/tandem,https://github.com/philippeller/dragoman;;;FALSE;10.1186/s12864-021-07626-x;Furthermore, tandem repeat Finder version 4.07 [88], with default settings, was used to calculate tandem repeats in these cp genomes.
SM16201;tandem;https://pypi.org/project/tandem,https://github.com/philippeller/dragoman;;;FALSE;10.1128/genomeA.01271-17;The obtained data were assembled de novo using the Hierarchical Genome Assembly Process (HGAP version 3.0) and annotated with Prodigal version 2.50 (2), tandem repeats finder software (3), tRNAscan-SE (4), and RNAmmer (5)
SM16201;tandem;https://pypi.org/project/tandem,https://github.com/philippeller/dragoman;;;FALSE;10.1186/s12864-015-2324-4;The identification of tandem repeat sequences was performed with the software tandem repeats finder [34] using the whole-genome sequence of all W
SM168910;Pygments;https://pypi.org/project/Pygments,https://pygments.org/,https://github.com/pygments/pygments;;;TRUE;10.1186/s12864-016-3278-x;Code syntax was highlighted using Pygments version 2.2 [33].
SM174676;tripal;https://pypi.org/project/tripal,https://github.com/galaxy-genome-annotation/python-tripal;;;FALSE;10.1186/1471-2164-15-786;GFF3 files, sequences and BLAST results were loaded into the koala genome database with tools from the tripal toolkit
SM174676;tripal;https://pypi.org/project/tripal,https://github.com/galaxy-genome-annotation/python-tripal;;;FALSE;10.3389/fpls.2018.00418;The tripal toolkit for genome database construction
SM174676;tripal;https://tripal.info/,https://github.com/tripal/tripal;;;TRUE;10.1186/1471-2164-15-786;GFF3 files, sequences and BLAST results were loaded into the koala genome database with tools from the tripal toolkit
SM174676;tripal;https://tripal.info/,https://github.com/tripal/tripal;;;TRUE;10.3389/fpls.2018.00418;The tripal toolkit for genome database construction
SM200861;Aeon;https://pypi.org/project/Aeon,https://github.com/logicabrity/aeon;;;FALSE;10.7717/peerj.9965;It features Intel Haswell processors with AVX2, Mellanox FDR InfiniBand interconnects, and Aeon storage (Moore et al., 2014)
SM200861;Aeon;https://pypi.org/project/Aeon,https://github.com/logicabrity/aeon;;;FALSE;10.7554/eLife.49855;The corresponding minimal cylinder radius that allows for the observation of significant , , 1.41 µm and 3.24 µm for Aeon, Connectom, and Prisma, respectively, is indicated by the vertical lines. In all plots, diffusivities and radii are expressed in  and , respectively.
SM204771;django-blastplus;https://pypi.org/project/django-blastplus,https://github.com/michal-stuglik/django-blastplus;;;TRUE;10.1186/s12920-018-0430-2;The BLAST server was constructed by django-blastplus (version 0.4.0) and NCBI BLAST+ (version 2.3.0) [43]
SM247954;treehouse;https://github.com/JLSteenwyk/treehouse;;;TRUE;10.1186/s13104-019-4577-5;Curated phylogenies currently available in treehouse’s database
SM247954;treehouse;https://github.com/JLSteenwyk/treehouse;;;TRUE;10.1186/s13104-019-4577-5;We also anticipate treehouse to be a useful teaching tool.
SM247954;treehouse;https://github.com/JLSteenwyk/treehouse;;;TRUE;10.1186/s13104-019-4577-5;B Treehouse’s user interface features a navigation bar (a) to toggle between phylogenies available in treehouse’s databases for animals, fungi, plants, and the tree of life (left) and a user provided phylogeny in userTree (right)
SM247954;treehouse;https://github.com/JLSteenwyk/treehouse;;;TRUE;10.1186/s13104-019-4577-5;b To enable easy usage of treehouse, quick start directions are displayed
SM247954;treehouse;https://pypi.org/project/treehouse;['https://github.com/jaraco/treehouse'];['https://github.com/jaraco/treehouse'];FALSE;10.1186/s13104-019-4577-5;Curated phylogenies currently available in treehouse’s database
SM247954;treehouse;https://pypi.org/project/treehouse;['https://github.com/jaraco/treehouse'];['https://github.com/jaraco/treehouse'];FALSE;10.1371/journal.pcbi.1007753;- The authors analysed 5 pediatric tumour datasets from UCSC treehouse compendium
SM247954;treehouse;https://pypi.org/project/treehouse;['https://github.com/jaraco/treehouse'];['https://github.com/jaraco/treehouse'];FALSE;10.1186/s13104-019-4577-5;We also anticipate treehouse to be a useful teaching tool.
SM247954;treehouse;https://pypi.org/project/treehouse;['https://github.com/jaraco/treehouse'];['https://github.com/jaraco/treehouse'];FALSE;10.1186/s13104-019-4577-5;B Treehouse’s user interface features a navigation bar (a) to toggle between phylogenies available in treehouse’s databases for animals, fungi, plants, and the tree of life (left) and a user provided phylogeny in userTree (right)
SM247954;treehouse;https://pypi.org/project/treehouse;['https://github.com/jaraco/treehouse'];['https://github.com/jaraco/treehouse'];FALSE;10.1186/s13104-019-4577-5;b To enable easy usage of treehouse, quick start directions are displayed
SM248407;ads;https://pypi.org/project/ads,http://www.github.com/andycasey/ads/;;;FALSE;10.1186/s13104-015-1722-7;Data processing was performed using customised software (ads, Version 4.01, UK Labs, Kempten, Germany).
SM248407;ads;https://pypi.org/project/ads,http://www.github.com/andycasey/ads/;;;FALSE;10.1002/ece3.4592;The L 12 (r)?function was calculated between 1 m and 10 m for distance r by using the package ads (Pélissier & Goreaud, 2015) for free statistical software R (R Core Team, 2017)
SM248407;ads;https://cran.r-project.org/package=ads,https://forge.ird.fr/amap/ads;;;TRUE;10.1002/ece3.4592;The L 12 (r)?function was calculated between 1 m and 10 m for distance r by using the package ads (Pélissier & Goreaud, 2015) for free statistical software R (R Core Team, 2017)
SM248407;ads;https://pypi.org/project/ads,http://www.github.com/andycasey/ads/;;;FALSE;10.1155/2018/9319258;Strain gauge, force plate, EMG, and accelerometer signals were amplified using a custom-built universal amplifier (UMV, uk-labs, Kempen, Germany) and sampled at a rate of 1?kHz using the software package ads (version 1.12, uk-labs, Kempen, Germany), whereas the Locomètre signals were recorded without additional amplification using a software package provided by the manufacturer.
SM263514;pyphysio;https://pypi.org/project/pyphysio,https://github.com/MPBA/pyphysio;;;TRUE;10.3390/s20236778;The processing pipeline was developed in Python, based on pyphysio [39], and it is publicly available at https://gitlab.com/abp-san-public/wearable-clinical-devices.
SM263514;physynch;https://gitlab.com/abp-san-public/physynch;;;TRUE;10.3390/bs10010011;For the analysis of the physiological signals and the computation of the physiological synchrony, we used custom scripts based on pyphysio [33,34], physynch [35], and PySiology [36].
SM263514;PySiology;https://pypi.org/project/pysiology/,https://github.com/Gabrock94/Pysiology;;;TRUE;10.3390/bs10010011;For the analysis of the physiological signals and the computation of the physiological synchrony, we used custom scripts based on pyphysio [33,34], physynch [35], and PySiology [36].
SM263514;pyphysio;https://pypi.org/project/pyphysio,https://github.com/MPBA/pyphysio;;;TRUE;10.3390/bs10010011;For the analysis of the physiological signals and the computation of the physiological synchrony, we used custom scripts based on pyphysio [33,34], physynch [35], and PySiology [36].
SM263514;pyphysio;https://pypi.org/project/pyphysio,https://github.com/MPBA/pyphysio;;;TRUE;10.3390/s20226616;Future work should also consider additional HRV components such as the low frequency: high frequency ratio or percentage of consecutive normal R-peaks differing by at least 50 milliseconds, which can be analyzed using Kubios HRV [21] or open-source physiological signal analysis packages such as pyphysio [33].
SM263514;pyphysio;https://pypi.org/project/pyphysio,https://github.com/MPBA/pyphysio;;;TRUE;10.3390/brainsci11030336;Physiological signals of EDA and ECG have been recorded with a Biopac MP160 at a 2000 Hz sampling rate and processed with Python’s “pyphysio” library [41] for indexes extraction.
SM263514;physynch;https://gitlab.com/abp-san-public/physynch;;;TRUE;10.1038/s41598-020-63596-2;The computation of synchrony was performed using a custom code based on pyphysio and physynch packages.
SM263514;pyphysio;https://pypi.org/project/pyphysio,https://github.com/MPBA/pyphysio;;;TRUE;10.1038/s41598-020-63596-2;The computation of synchrony was performed using a custom code based on pyphysio and physynch packages.
SM274329;eQTLseq;https://pypi.org/project/eQTLseq,https://github.com/dvav/eQTLseq;;;TRUE;10.1093/bioinformatics/btx355; eQTLseq requires appropriately transformed expression data as input, when a Normal model is selected
SM274329;eQTLseq;https://pypi.org/project/eQTLseq,https://github.com/dvav/eQTLseq;;;TRUE;10.1093/bioinformatics/btx355;All methods are implemented in the freely available Python software eQTLseq (https://github.com/dvav/eQTLseq).
SM274329;eQTLseq;https://pypi.org/project/eQTLseq,https://github.com/dvav/eQTLseq;;;TRUE;10.1093/bioinformatics/btx355;eQTLseq (Fig
SM274329;eQTLseq;https://pypi.org/project/eQTLseq,https://github.com/dvav/eQTLseq;;;TRUE;10.1093/bioinformatics/btx355;Availability and implementation All methods are implemented in the free software eQTLseq : https://github.com/dvav/eQTLseq Supplementary information Supplementary data are available at Bioinformatics online.
SM274329;eQTLseq;https://pypi.org/project/eQTLseq,https://github.com/dvav/eQTLseq;;;TRUE;10.1093/bioinformatics/btx355;eQTLseq takes matrices X and Z (or Y, a transformed version of Z) as input and employs Gibbs sampling (Andrieu ) to estimate an M?×?K matrix of regression coefficients B
SM28139;venn;https://pypi.org/project/venn;;;FALSE;10.3389/fmicb.2019.02736;Venn diagrams were calculated and plotted using venn version 1.7 R package
SM28139;venn;https://pypi.org/project/venn;;;FALSE;10.3390/ijms21176060;A Venn diagram comparing the five experimental groups was generated with library “venn” (Dusa 2018) in R 3.5.1 (R Core Team 2018) [129].
SM28139;venn;https://pypi.org/project/venn;;;FALSE;10.3389/fonc.2021.631803;The “edgeR” package was used to explore differential genes between high and low expression groups of m6A “eraser” FTO/ALKBH5, and the common differential expression genes were obtained using the “venn” package
SM28139;venn;https://pypi.org/project/venn;;;FALSE;10.1371/journal.pbio.0050057;Venn diagram analyses were done using the venn package (v1.5) for the statistical programming package, R (http://www.stats.uwo.ca/faculty/murdoch/software).
SM28139;venn;https://pypi.org/project/venn;;;FALSE;10.1371/journal.pone.0118867;Shared and private alleles were plotted with gplots R library with venn package [20].
SM28139;venn;https://cran.r-project.org/package=venn,https://github.com/dusadrian/venn;;;TRUE;10.3389/fmicb.2019.02736;Venn diagrams were calculated and plotted using venn version 1.7 R package
SM28139;venn;https://cran.r-project.org/package=venn,https://github.com/dusadrian/venn;;;TRUE;10.3390/ijms21176060;A Venn diagram comparing the five experimental groups was generated with library “venn” (Dusa 2018) in R 3.5.1 (R Core Team 2018) [129].
SM28139;edgeR;https://bioconductor.org/packages/release/bioc/html/edgeR.html;;;TRUE;10.3389/fonc.2021.631803;The “edgeR” package was used to explore differential genes between high and low expression groups of m6A “eraser” FTO/ALKBH5, and the common differential expression genes were obtained using the “venn” package
SM28139;venn;https://cran.r-project.org/package=venn,https://github.com/dusadrian/venn;;;TRUE;10.3389/fonc.2021.631803;The “edgeR” package was used to explore differential genes between high and low expression groups of m6A “eraser” FTO/ALKBH5, and the common differential expression genes were obtained using the “venn” package
SM28139;venn;https://cran.r-project.org/package=venn,https://github.com/dusadrian/venn;;;TRUE;10.1371/journal.pbio.0050057;Venn diagram analyses were done using the venn package (v1.5) for the statistical programming package, R (http://www.stats.uwo.ca/faculty/murdoch/software).
SM28139;venn;https://cran.r-project.org/package=venn,https://github.com/dusadrian/venn;;;TRUE;10.1371/journal.pone.0118867;Shared and private alleles were plotted with gplots R library with venn package [20].
SM313072;ngCGH;https://pypi.org/project/ngCGH,http://github.com/seandavi/ngCGH;;;TRUE;10.18632/oncotarget.15932;"We also evaluated the ability of the CNA calling tools (CODEX, ngCGH, and falcon) that subcategorize gain and loss events (amplification, +2; duplication, +1; deletion, -1; homozygous deletion, -2) (Supplementary Figure 3) to estimate amplifications and homozygous deletions"
SM313072;ngCGH;https://pypi.org/project/ngCGH,http://github.com/seandavi/ngCGH;;;TRUE;10.1002/cam4.3370;For copy number analysis, We used version 0.4.4 of the ngCGH python package to generate aCGH?like data from the WES data
SM313072;ngCGH;https://pypi.org/project/ngCGH,http://github.com/seandavi/ngCGH;;;TRUE;10.18632/oncotarget.11922;For copy number analysis from the exome sequencing data, ngCGH and RankSegmentation statistical algorithm in NEXUS software v7.5 were used
SM313072;ngCGH;https://pypi.org/project/ngCGH,http://github.com/seandavi/ngCGH;;;TRUE;10.18632/oncotarget.23975;The ngCGH python package was used to generate aCGH-like data from whole exome sequencing (WES)
SM313072;ngCGH;https://pypi.org/project/ngCGH,http://github.com/seandavi/ngCGH;;;TRUE;10.1371/journal.pcbi.1004873;Tools have been developed for copy number analysis of these datasets, as well, including CNVer [6], ExomeCNV [7], exomeCopy [8], CONTRA [9], CoNIFER [10], ExomeDepth [11], VarScan 2 [12], XHMM [13], ngCGH [14], EXCAVATOR [15], CANOES [16], PatternCNV [17], CODEX [18], and recent versions of Control-FREEC [19] and cn.MOPS [20]
SM33148;sst;https://pypi.org/project/sst,http://testutils.org/sst;;;TRUE;10.1371/journal.pone.0129674;To compare our algorithm with the five programs (kaksi, plasse, stick, stlsstr and sst) that we are not able to obtain a local copy we have uploaded to a web server [23] a set of 100 x-ray protein structures (set ??) with the first 50 structures having resolutions between 1.0Å–2.0Å and the rest having resolutions ? 2.5Å(1AKG,1BGF,1EZW,1GSU,1I1N,1K1B,1NTE,1O98,1PVM,1SJD,1UKF,1VZY,1XGW,1YQD,2ASC, 2BJI, 2CWH,2FD5,2GB2, 2GG6,2H1V,2I2C,2NSF, 2POK,2VBA,2W6K,2WRA,2X7H,2YSK,2ZJ3,3C9U,3EDF, 3GG7,3HG7,3IDV,3LCC,3LFJ,3
SM33148;sst;https://pypi.org/project/sst,http://testutils.org/sst;;;TRUE;10.1371/journal.pone.0129674;Due to the difficulty of obtaining a local copy for the programs palsse, stick, xtlsstr, kaksi and sst we have tested them on the set ?? of 100 selected x-ray structures by uploading each one to a web server [23] to obtain their assignments (Table 4)
SM35267;QCluster;https://pypi.org/project/Qcluster,https://github.com/QsonLabs/qcluster;;;FALSE;10.1186/s13015-014-0029-x;We apply QCluster using different distances, to the whole set of reads and then we measure the quality of the clusters produced by evaluating the extent to which the partitioning agrees with the natural splitting of the sequences
SM35267;QCluster;https://pypi.org/project/Qcluster,https://github.com/QsonLabs/qcluster;;;FALSE;10.1186/s13015-014-0029-x;These statistics are implemented in a software called QCluster (http://www.dei.unipd.it/~ciompin/main/qcluster.html).
SM35267;QCluster;https://pypi.org/project/Qcluster,https://github.com/QsonLabs/qcluster;;;FALSE;10.1186/s13015-014-0029-x;All these measures are implemented in a software called QCluster
SM35267;QCluster;https://pypi.org/project/Qcluster,https://github.com/QsonLabs/qcluster;;;FALSE;10.1186/s13015-014-0029-x;Both these approximations are implemented within the software QCluster and tests are presented in the Experimental Results section.
SM35267;QCluster;https://pypi.org/project/Qcluster,https://github.com/QsonLabs/qcluster;;;FALSE;10.1186/s13015-014-0029-x;Starting from this software we developed QCluster by incorporating the computation of the -type statistics described above using both AWP and AQP prior probability estimators and the redistribution of quality values.
SM35267;QCluster;https://github.com/CominLab/Qcluster;;;TRUE;10.1186/s13015-014-0029-x;We apply QCluster using different distances, to the whole set of reads and then we measure the quality of the clusters produced by evaluating the extent to which the partitioning agrees with the natural splitting of the sequences
SM35267;QCluster;https://github.com/CominLab/Qcluster;;;TRUE;10.1186/s13015-014-0029-x;These statistics are implemented in a software called QCluster (http://www.dei.unipd.it/~ciompin/main/qcluster.html).
SM35267;QCluster;https://github.com/CominLab/Qcluster;;;TRUE;10.1186/s13015-014-0029-x;All these measures are implemented in a software called QCluster
SM35267;QCluster;https://github.com/CominLab/Qcluster;;;TRUE;10.1186/s13015-014-0029-x;Both these approximations are implemented within the software QCluster and tests are presented in the Experimental Results section.
SM35267;QCluster;https://github.com/CominLab/Qcluster;;;TRUE;10.1186/s13015-014-0029-x;Starting from this software we developed QCluster by incorporating the computation of the -type statistics described above using both AWP and AQP prior probability estimators and the redistribution of quality values.
SM366486;arcgis;https://pypi.org/project/arcgis,https://developers.arcgis.com/python/;;;FALSE;10.1002/ece3.4292;Sidescan sonar data were accessed using the arcgis 10.1 software package for visualization and interpretation in order to determine the spatial extent of S. spinulosa reef
SM366486;arcgis;https://pypi.org/project/arcgis,https://developers.arcgis.com/python/;;;FALSE;10.1111/eva.12161;Landscape composition (percentage of a given buffer covered by each habitat type) was calculated using hawth’s tools (Beyer 2004) in arcgis 9.2
SM366486;arcgis;https://pypi.org/project/arcgis,https://developers.arcgis.com/python/;;;FALSE;10.1111/zph.12827;"provinces) of the study area, the distribution of the animal samples was depicted using the arcgis software (version 10.3; ESRI, Redlands, CA, USA)"
SM366486;arcgis;https://pypi.org/project/arcgis,https://developers.arcgis.com/python/;;;FALSE;10.1111/ppl.12144;Data were mapped using arcgis (Version 9.3, ESRI, Redlands, CA)
SM366486;arcgis;https://pypi.org/project/arcgis,https://developers.arcgis.com/python/;;;FALSE;10.1111/eva.12240;Spatial mapping of plant traits and canonical variates predicted from regression models was completed using the grid algebra function (raster calculator) of the arcgis 9.3 Spatial Analyst extension (ESRI, Redlands, CA, USA)
SM366486;arcgis;https://www.arcgis.com/index.html,https://www.esri.com/en-us/arcgis/geospatial-platform/overview;;;TRUE;10.1002/ece3.4292;Sidescan sonar data were accessed using the arcgis 10.1 software package for visualization and interpretation in order to determine the spatial extent of S. spinulosa reef
SM366486;arcgis;https://www.arcgis.com/index.html,https://www.esri.com/en-us/arcgis/geospatial-platform/overview;;;TRUE;10.1111/eva.12161;Landscape composition (percentage of a given buffer covered by each habitat type) was calculated using hawth’s tools (Beyer 2004) in arcgis 9.2
SM366486;arcgis;https://www.arcgis.com/index.html,https://www.esri.com/en-us/arcgis/geospatial-platform/overview;;;TRUE;10.1111/zph.12827;"provinces) of the study area, the distribution of the animal samples was depicted using the arcgis software (version 10.3; ESRI, Redlands, CA, USA)"
SM366486;arcgis;https://www.arcgis.com/index.html,https://www.esri.com/en-us/arcgis/geospatial-platform/overview;;;TRUE;10.1111/ppl.12144;Data were mapped using arcgis (Version 9.3, ESRI, Redlands, CA)
SM366486;arcgis;https://www.arcgis.com/index.html,https://www.esri.com/en-us/arcgis/geospatial-platform/overview;;;TRUE;10.1111/eva.12240;Spatial mapping of plant traits and canonical variates predicted from regression models was completed using the grid algebra function (raster calculator) of the arcgis 9.3 Spatial Analyst extension (ESRI, Redlands, CA, USA)
SM395048;summarytools;https://cran.r-project.org/package=summarytools,https://github.com/dcomtois/summarytools;;;TRUE;10.1371/journal.pone.0228262;The analyses were carried out using the packages summarytools and MASS (function polr) in R.
SM395048;summarytools;https://cran.r-project.org/package=summarytools,https://github.com/dcomtois/summarytools;;;TRUE;10.1186/s41155-021-00194-9;All the analysis was conducted in the R software (R Core Team, 2021) using the packages summarytools (Comtois, 2021), polycor (Fox, 2019), GGally (Schloerke et al., 2021), CTT (Willse, 2018), lavaan (Rosseel, 2012), nFactors (Raiche & Magis, 2020), psych (Revelle, 2020)
SM395048;summarytools;https://cran.r-project.org/package=summarytools,https://github.com/dcomtois/summarytools;;;TRUE;10.1371/journal.pone.0239639;Various R packages [76] run in R-studio v.1.2.5033 were used for statistical analyses and plot construction: summarytools library [77] was used for obtaining basal descriptive statistics, ggplot2 library [78] was used to analyze Pearson correlation and plot the result as well as for creating boxplots and histograms, posthoc.kruskal.dunn.test function in the PMCMR library [79] was used for the posthoc Dunn’s test, the FSA library [80] was used to conduct the Mann-Whitney U test, the prcomp function [76] was 
SM395048;summarytools;https://cran.r-project.org/package=summarytools,https://github.com/dcomtois/summarytools;;;TRUE;10.2196/25124;R 3.2.2 (R Development Core Team) software [23] was used on every statistical step of this work: discretization of continuous variables (package car [24]), descriptive and comparative analyses (packages gmodels [25] and epitools [26]), missing data analysis (package summarytools [27]), missing data imputation (package DMwR [28]), hierarchical clustering (package stats [23]), Bayesian network inference (packages bnlearn [29] and gRain [30]), and ROC curve analysis (package pROC [31])
SM395048;dplyr;https://cran.r-project.org/package=dplyr,https://dplyr.tidyverse.org/,https://github.com/tidyverse/dplyr;;;TRUE;10.3390/jpm11060512;R-package ‘dplyr’ was used for data manipulation [28], and R-package ‘summarytools’ was used for frequencies tables, cross-tabulation, and other descriptive statistics [29]
SM395048;summarytools;https://cran.r-project.org/package=summarytools,https://github.com/dcomtois/summarytools;;;TRUE;10.3390/jpm11060512;R-package ‘dplyr’ was used for data manipulation [28], and R-package ‘summarytools’ was used for frequencies tables, cross-tabulation, and other descriptive statistics [29]
SM395048;summarytools;https://pypi.org/project/summarytools,https://github.com/6chaoran/jupyter-summarytools;;;FALSE;10.1371/journal.pone.0228262;The analyses were carried out using the packages summarytools and MASS (function polr) in R.
