ID,software_mention,mapped_to,platform,package_url,homepage_url,other_urls,github_repo,exact_match,doi,paragraph
SM1072,GNOMON,GNOMON,,https://github.com/nicoguich/GNOMON,,,https://github.com/nicoguich/GNOMON,True,10.1186/1471-2148-9-79,"Extensive BLASTP searches of the predicted proteins encoded by the v1.0, NCBI GNOMON, and merged v1.1 gene builds provided by the JGI at DOE, as well as TBLASTN searches of the September 2006 draft genome sequence using representative Grs and Ors from all available insects as queries revealed only multiple lineages of Grs"
SM1072,GNOMON,GNOMON,,https://github.com/nicoguich/GNOMON,,,https://github.com/nicoguich/GNOMON,True,10.3390/ijms151121045,A predicted sequence for the IFNLR1 subunit was derived by automated computational analysis using gene prediction program GNOMON [79]
SM108,Mesh,Mesh,,https://github.com/plasma-umass/Mesh,,,https://github.com/plasma-umass/Mesh,True,10.1186/1471-2105-7-S3-S1,"The current limitations of using existing terminological and ontological resources such as the Gene Ontology, Swiss-Prot, Entrez Gene, UMLS, and Mesh etc"
SM108,Mesh,Mesh,,https://github.com/plasma-umass/Mesh,,,https://github.com/plasma-umass/Mesh,True,10.1371/journal.pone.0075559,"Both Mesh subjects and keywords were applied during PubMed search, with the filter activated of “humans”"
SM108,Mesh,Mesh,,https://github.com/plasma-umass/Mesh,,,https://github.com/plasma-umass/Mesh,True,10.3390/e21010098,"Therefore, Mesh 3 was chosen to carry out the numerical analysis."
SM108,Mesh,Mesh,,https://github.com/plasma-umass/Mesh,,,https://github.com/plasma-umass/Mesh,True,10.1155/2012/143637,"The following Mesh search headings were used: mycophenolate mofetil, mycophenolate sodium, scleroderma, systemic-sclerosis, interstitial lung disease, effect, safety, and lung function"
SM108,Mesh,Mesh,,https://github.com/plasma-umass/Mesh,,,https://github.com/plasma-umass/Mesh,True,10.3389/fpsyg.2020.579992,"Mesh shows that the internal structure of these indicating gestures is perceptible visually, without any access to the accompanying speech, and therefore constitutes rich input for creators of a new signed language (2017, p"
SM1113,JoinMap,JoinMap,,https://github.com/freelance-012/JoinMap,,,https://github.com/freelance-012/JoinMap,True,10.3389/fpls.2020.00116,"First, the high-density linkage map was reconstructed with SNP markers on the linkage map and the phenotype marker (Scr_P) using JoinMap 5.0 software (https://www.kyazma.nl/index.php/JoinMap) as described above"
SM1113,JoinMap,JoinMap,,https://github.com/freelance-012/JoinMap,,,https://github.com/freelance-012/JoinMap,True,10.3390/genes11040368,JoinMap v4.1 [37] was used for linkage group construction and 26 linkage groups (LGs) were obtained
SM1113,JoinMap,JoinMap,,https://github.com/freelance-012/JoinMap,,,https://github.com/freelance-012/JoinMap,True,10.1534/g3.111.001503,"The accessory loci, which are nearly equivalent to the mapped loci based on the maximum linkage function in JoinMap 4 (Van Ooijen 2006), are listed next to mapped loci"
SM1113,JoinMap,JoinMap,,https://github.com/freelance-012/JoinMap,,,https://github.com/freelance-012/JoinMap,True,10.1371/journal.pbio.0050219,"In sum, we analyzed the linkage of 124 informative markers scored in all 465 F2 progeny (57,660 genotypes) using JoinMap software [8]"
SM1113,JoinMap,JoinMap,,https://github.com/freelance-012/JoinMap,,,https://github.com/freelance-012/JoinMap,True,10.1371/journal.pbio.0030004,"Genotype data were analyzed by both three-point and multipoint mapping, using JoinMap version 1.4 [42]"
SM1123,package,package,,https://github.com/metaparticle-io/package,,,https://github.com/metaparticle-io/package,True,10.3389/fmicb.2020.02023,"Alpha diversity was computed using the Phyloseq (McMurdie and Holmes, 2013) and Vegan package (Oksanen et al., 2008) with Shannon and Pielou’s evenness metrics"
SM1123,package,package,,https://github.com/metaparticle-io/package,,,https://github.com/metaparticle-io/package,True,10.1002/ece3.1812,"To estimate activity patterns of felids using circular kernel density statistics, we used the R (R Development Core Team 2014) package Overlap (Meredith and Ridout 2013) and followed their recommendations for bandwidth selection, estimators for quantifying overlap, and 10,000 bootstrap simulations to estimate 95% confidence intervals (Ridout and Linkie 2009; Meredith and Ridout 2013)"
SM1123,package,package,,https://github.com/metaparticle-io/package,,,https://github.com/metaparticle-io/package,True,10.1186/1471-2105-13-S10-S7,"k-means and hierarchical clustering were run using the R statistical package [38], with 20 different cluster sizes"
SM1123,package,package,,https://github.com/metaparticle-io/package,,,https://github.com/metaparticle-io/package,True,10.1186/s12879-020-05121-4,The analysis was performed using the ‘aov’ function in ‘R’ statistical package through ‘Rstudio’ [29]
SM1123,package,package,,https://github.com/metaparticle-io/package,,,https://github.com/metaparticle-io/package,True,10.1371/journal.pntd.0001231,The full-length genome of the XZ0934 strain was compiled using SeqMan in the Lasergene software package (DNASTAR)
SM1128,MG-RAST,MG-RAST,,https://github.com/MG-RAST/MG-RAST,,,https://github.com/MG-RAST/MG-RAST,True,10.3389/fmicb.2017.00308,"Diversity (at class level) within metagenomic assemblies, as determined by MG-RAST ( Other represents classes with relative abundance <1% in any sample"
SM1128,MG-RAST,MG-RAST,,https://github.com/MG-RAST/MG-RAST,,,https://github.com/MG-RAST/MG-RAST,True,10.3389/fmicb.2015.00053,The assembled metagenomic dataset is publicly available on MG-RAST (http://metagenomics.anl.gov; project ID: 4529136.3)
SM1128,MG-RAST,MG-RAST,,https://github.com/MG-RAST/MG-RAST,,,https://github.com/MG-RAST/MG-RAST,True,10.6026/97320630014031,MG-RAST server is an automated analysis platform for meta-genomes to present the quantitative understandings into microbial populations generated from sequencing data
SM1128,MG-RAST,MG-RAST,,https://github.com/MG-RAST/MG-RAST,,,https://github.com/MG-RAST/MG-RAST,True,10.3389/fmicb.2019.02741,"The Taihu 2013 metatranscriptomes are publicly available on the MG-RAST (Meyer et al., 2008) server (ID: mgm4768721, mgm4768720, mgm4768724, mgm4768726, mgm4768728, mgm47687130) and the Lake Erie 2014 diel metatranscriptomes are available from the NCBI SRA database (SRP128942, SRP128954, SRP128945, SRP117911, SRP117914, SRA117922, SRA117915)"
SM1128,MG-RAST,MG-RAST,,https://github.com/MG-RAST/MG-RAST,,,https://github.com/MG-RAST/MG-RAST,True,10.1371/journal.pone.0052069,"These low values contrast with the Amazon River metagenome reads classified using BLASTX against NCBI-nr in MG-RAST, 49% of 1.1 million pyrosequencing reads [46]"
SM1129,workbench,workbench,,https://github.com/rubykube/workbench,,,https://github.com/rubykube/workbench,True,10.1371/journal.pbio.3000979,"This approach differs from cortex-constrained GD implemented in workbench [26, 27, 34] by involving paths through the grey and white matter, allowing for jumps within gyri and interhemispheric projections [103] and thereby potentially tracking intracortical, as well as short-range association fibres [104]"
SM1129,workbench,workbench,,https://github.com/rubykube/workbench,,,https://github.com/rubykube/workbench,True,10.1186/s12917-016-0830-5,The alignment data was transferred onto CLC genomics workbench for visualization of insertion or deletion of bases (INDELS) and measurement of conservation (http://www.clcbio.com/products/clc-genomics-workbench/)
SM1129,workbench,workbench,,https://github.com/rubykube/workbench,,,https://github.com/rubykube/workbench,True,10.1186/1743-0003-11-117,"In the workbench simulation recorded events include object touching and un-touching, grabbing and release, and release after hanging an object"
SM1129,workbench,workbench,,https://github.com/rubykube/workbench,,,https://github.com/rubykube/workbench,True,10.1038/s41598-017-12845-y,Expression of GH726097 and TC3792456 is measured in reads per kilo base per million mapped reads by analysing Illumina sequencing data on CLC genomic workbench
SM1129,workbench,workbench,,https://github.com/rubykube/workbench,,,https://github.com/rubykube/workbench,True,10.1186/1755-8794-8-S2-S9,"As a preliminary step, we identified the most distinguishing features in our data set using an attribute subset evaluator with a greedy step-wise search method within the Weka machine learning workbench [40]"
SM1134,CLPP,CLPP,,https://github.com/littleowen/CLPP,,,https://github.com/littleowen/CLPP,True,10.1007/s13205-011-0014-8,(2006) investigated the influence of geographic location and different hydrocarbon pollutants on soil microbial communities using CLPP
SM1136,CARMA,CARMA,,https://github.com/dose78/CARMA,,,https://github.com/dose78/CARMA,True,10.3390/jcm10020335,Patients were part of the CARMA Wilson’s disease study (Cardiac manifestation of Wilson’s disease)
SM1136,CARMA,CARMA,,https://github.com/dose78/CARMA,,,https://github.com/dose78/CARMA,True,10.3389/fimmu.2019.01217,Editorial: CARMA Proteins: Playing a Hand of Four CARDs
SM1136,CARMA,CARMA,,https://github.com/dose78/CARMA,,,https://github.com/dose78/CARMA,True,10.18632/oncotarget.25025,Clustering in CARMA is aimed at identifying prominent molecular configurations but cannot be used to determine transitions and average lifetimes of conformations
SM1136,CARMA,CARMA,,https://github.com/dose78/CARMA,,,https://github.com/dose78/CARMA,True,10.1002/jia2.25717,"Forty PHIV, who started ART within the first two years of life, were recruited cross ‐sectionally in CARMA (Child and Adolescent Reservoir Measurements on early suppressive ART)"
SM1136,CARMA,CARMA,,https://github.com/dose78/CARMA,,,https://github.com/dose78/CARMA,True,10.3390/v10080429,"Numerous tool programme and software packages such as ARB [33], Naïve Bayes Classification (NBC) [34,35], k-SLAM [36], CLARK [34,36] MEGAN [34], SILVAngs [26], MetaPhlAn [34], Kraken [34,36,37], CARMA [26], interpolated Markov models [36,38], to name just a few, have been used"
SM1141,phylip,phylip,,https://github.com/felsenst/phylip,,,https://github.com/felsenst/phylip,True,10.1186/s12864-018-5300-y,"ACES is file-format compatible with Saguaro [15], yet supports multiple matrix formats, including phylip [16] (for more details, see the documentation at https://grabherrgroup.github.io/ACES/)"
SM1141,phylip,phylip,,https://github.com/felsenst/phylip,,,https://github.com/felsenst/phylip,True,10.1371/journal.pcbi.1007731,"Thus, the importance given to phylip, especially in the abstract, is not understandable."
SM1141,phylip,phylip,,https://github.com/felsenst/phylip,,,https://github.com/felsenst/phylip,True,10.7717/peerj.5089,We then exported new output files containing unlinked SNPS and converted these files from phylip to genpop format using a custom python script (Data S3)
SM1141,phylip,phylip,,https://github.com/felsenst/phylip,,,https://github.com/felsenst/phylip,True,10.1186/1471-2164-14-862,The program dollop in the phylip package [92] was used to reconstruct the ancestral presence and absence of gene families along all branches of the phylogeny.
SM1141,phylip,phylip,,https://github.com/felsenst/phylip,,,https://github.com/felsenst/phylip,True,10.1371/journal.pcbi.1000172,"We show that our model generally improves inference power in both simulated and real data and that it is easily implemented in the framework of standard inference packages with little effect on computational efficiency (we extended dnaml , in Felsenstein's popular phylip package)."
SM1143,Statistix,Statistix,,https://github.com/piotrgrabowski2501/Statistix,,,https://github.com/piotrgrabowski2501/Statistix,True,10.1371/journal.pone.0000677,"After logarithmic transformation, most of obtained data were normally distributed as confirmed by Shapiro-Wilk normality test (using Statistix 7.0®, Analytical software, Tallahassee, FL, USA)"
SM1143,Statistix,Statistix,,https://github.com/piotrgrabowski2501/Statistix,,,https://github.com/piotrgrabowski2501/Statistix,True,10.3389/fpls.2018.00993,"A two-sample t-test was used to compare mean diameters among groups (survivor, general population, and beetle-killed) using Statistix 7 (Analytical Software, Tallahassee, FL, United States)."
SM1143,Statistix,Statistix,,https://github.com/piotrgrabowski2501/Statistix,,,https://github.com/piotrgrabowski2501/Statistix,True,10.3389/fpls.2018.01128,"The mean values of investigated traits described here were compared based on the least significant difference (LSD) test at a 5% probability level using the Statistix 9 software package (Analytical software, Tallahassee, FL, United States)"
SM1143,Statistix,Statistix,,https://github.com/piotrgrabowski2501/Statistix,,,https://github.com/piotrgrabowski2501/Statistix,True,10.1093/jxb/erv456,"Statistical analyses were carried out using MATLAB 2011 (MathWorks Inc, Natick, USA) and Statistix v8.0 (Statistical Analytical, Tallahassee, USA)"
SM1143,Statistix,Statistix,,https://github.com/piotrgrabowski2501/Statistix,,,https://github.com/piotrgrabowski2501/Statistix,True,10.1371/journal.pone.0164049,In vitro and in vivo embryo development endpoints were compared by Chi-square or non-parametric Fisher’s exact test using Statistix version 0.8 software
SM1162,GeneMapper,GeneMapper,,https://github.com/SkBlaz/GeneMapper,,,https://github.com/SkBlaz/GeneMapper,True,10.1186/1475-2875-8-78,Screenshot of electropherogram (GeneMapper
SM1162,GeneMapper,GeneMapper,,https://github.com/SkBlaz/GeneMapper,,,https://github.com/SkBlaz/GeneMapper,True,10.1186/s13071-020-04521-4,"The microsatellite data were processed with GeneMapper v.4.0 (Applied Biosystems, USA)"
SM1162,GeneMapper,GeneMapper,,https://github.com/SkBlaz/GeneMapper,,,https://github.com/SkBlaz/GeneMapper,True,10.1038/s41598-021-94958-z,"The SALSA P141/P142 NIPBL MLPA kit (MRC-Holland, Amsterdam, The Netherlands) was used following the manufacturer’s instructions, the reaction products were separated by capillary electrophoresis on Abi Prism 3130XL Analyzer (Applied Biosystems) and the results obtained were analysed using GeneMapper software (Thermo Fisher Scientific)"
SM1162,GeneMapper,GeneMapper,,https://github.com/SkBlaz/GeneMapper,,,https://github.com/SkBlaz/GeneMapper,True,10.1371/journal.pone.0167562,Genotypes were assigned with GeneMapper software (Applied Biosystems).
SM1162,GeneMapper,GeneMapper,,https://github.com/SkBlaz/GeneMapper,,,https://github.com/SkBlaz/GeneMapper,True,10.1371/journal.pone.0102917,"Amplification products were separated on an ABI3730 DNA Analyzer, and fragment sizes were analyzed by GeneMapper software (Applied Biosystems)."
SM1170,SignalP,SignalP,,https://github.com/ab39826/SignalP,,,https://github.com/ab39826/SignalP,True,10.7717/peerj.4599,"EF-hand motifs in analysed sequences were identified using the ScanProsite tool (Gattiker, Gasteiger & Bairoch, 2002) while signal peptides were predicted using the SignalP program 3.0 (Bendtsen et al., 2004)."
SM1170,SignalP,SignalP,,https://github.com/ab39826/SignalP,,,https://github.com/ab39826/SignalP,True,10.1186/1471-213X-13-3,"Version 4.0 of SignalP, MEMSAT-3/SVM and Phobius attempt to solve this problem"
SM1170,SignalP,SignalP,,https://github.com/ab39826/SignalP,,,https://github.com/ab39826/SignalP,True,10.1371/journal.pone.0067298,"All coding regions were ran through the functional annotation pipeline by running a BLAST of each region against the following databases: PFAM [137], TIGRFAM [138], KEGG [139], NCBI’s non-redundant protein database, TMHMM [140], and SignalP [141]."
SM1170,SignalP,SignalP,,https://github.com/ab39826/SignalP,,,https://github.com/ab39826/SignalP,True,10.1128/mBio.01464-19,"To authenticate MODELLER structure and functional residue predictions, TrpA domain architectures were determined using Conserved Domain (CD) (59), Protein family (Pfam) (60), Simple Modular Architecture Research Tool (SMART) (61), Transmembrane helix prediction (TMHMM) (62), and SignalP (63) tools"
SM1170,SignalP,SignalP,,https://github.com/ab39826/SignalP,,,https://github.com/ab39826/SignalP,True,10.3390/ijms21062113,SignalP-5.0 analysis showed that TmPGRP-SA contains a signal peptide at the N-terminal and with cleavage site predicted between the amino acid residues at position 19 and 20
SM1180,MOTIF,MOTIF,,https://github.com/boozallen/MOTIF,,,https://github.com/boozallen/MOTIF,True,10.1186/1471-2199-10-67,"As illustrated in Figure 5, although neither TATA-box nor CCAAT element were found in this intergenic region, several potential transcription factor binding sites were recognized in silico by MatInspector and MOTIF softwares"
SM1180,MOTIF,MOTIF,,https://github.com/boozallen/MOTIF,,,https://github.com/boozallen/MOTIF,True,10.1371/journal.pone.0209980,MOTIF search (http://www.genome.jp/tools/motif/) tools were used to check the reliability of conserved domains
SM1180,MOTIF,MOTIF,,https://github.com/boozallen/MOTIF,,,https://github.com/boozallen/MOTIF,True,10.1038/s41380-020-00991-1,"To determine whether Homer1-binding proteins are enriched in the PSD, we retrieved all PPXXF-containing proteins identified in UniProt (n = 1995) with the aid of the MOTIF search and performed a gene set analysis with genes encoded by PSD proteins [35, 36]"
SM1180,MOTIF,MOTIF,,https://github.com/boozallen/MOTIF,,,https://github.com/boozallen/MOTIF,True,10.1128/mBio.02818-18,"To generate the Cdk8KD (kinase-dead) strain, we first identified the serine-threonine kinase domain in the Cdk8 primary structure using the MOTIF search service coupled with the PROSITE and Pfam databases; this indicated that the active motif was PROSITE entry PS00108 and the active aspartic acid residue was D225 (45)"
SM1180,MOTIF,MOTIF,,https://github.com/boozallen/MOTIF,,,https://github.com/boozallen/MOTIF,True,10.18632/oncotarget.16486,"By using the MOTIF search of the GenomeNet database (www.genome.jp), we have found that about 99 human PTKs and serine/threonine kinases possess this Mx(2)CWx(6)R consensus sequence (Figure 1)"
SM1195,DALI,DALI,,https://github.com/NVIDIA/DALI,,,https://github.com/NVIDIA/DALI,True,10.1038/srep26010,DALI Z-score/RMSD of 6.2/2.3 with a region of the Saccharomyces cerevisae proteosome β1 subunit13; 5.6/3.2 for a glycosylhydrolase inhibitor protein from Streptococcus pyogenes14 if the helix abutting the CTD is included (residues 109–126))
SM1195,DALI,DALI,,https://github.com/NVIDIA/DALI,,,https://github.com/NVIDIA/DALI,True,10.3390/v11040362,"The structural similarity is higher and ranges from the value anticipated from the eight-stranded β-barrel core and αA helix at 20% to ~70% (calculated by DALI pairwise alignments [160]) between the PstDV and GmDV from different genera, and GmDV and AdDV from the same genus, respectively (Table 6)"
SM1195,DALI,DALI,,https://github.com/NVIDIA/DALI,,,https://github.com/NVIDIA/DALI,True,10.1371/journal.pone.0099349,The DALI server [24] was used to identify proteins with folds similar to that of Azorhizobium CAH
SM1195,DALI,DALI,,https://github.com/NVIDIA/DALI,,,https://github.com/NVIDIA/DALI,True,10.1186/1472-6807-13-10,"A DALI [23] search revealed that although MJ0391 shares less sequence similarity with MT0146/CbiT from Methanobacterium thermoautotrophicum (33% identity; Z-score: 27.3), the precorrin-6Y C5, C15 – methyltransferase from Geobacter metallireducens GS-15 (Q39YF0; 32% identity; Z-score: 26.0), and the putative precorrin-6Y C5, C15 – methyltransferase from Corynebacterium diphtheriae (Q6NHA4; 17% identity; Z-score: 17.9) (Figure 3a), the overall tertiary structures and the quaternary structure arrangements are "
SM1195,DALI,DALI,,https://github.com/NVIDIA/DALI,,,https://github.com/NVIDIA/DALI,True,10.1038/srep23123,Structure similarities were determined with the DALI program64
SM1198,Firestar,Firestar,,https://github.com/amourfrei/Firestar,,,https://github.com/amourfrei/Firestar,True,10.1186/s12955-016-0475-x,CAT simulations to evaluate measurement precision were done using Firestar and were based on the collected data (N = 1023)
SM1198,Firestar,Firestar,,https://github.com/amourfrei/Firestar,,,https://github.com/amourfrei/Firestar,True,10.1002/cre2.259,"In our CAT simulation, we used Firestar to generate “virtual” respondents with predefined oral health scores, equally distributed on the latent oral health measurement continuum, which attenuated this problem"
SM1198,Firestar,Firestar,,https://github.com/amourfrei/Firestar,,,https://github.com/amourfrei/Firestar,True,10.1179/2045772315Y.0000000034,Bivariate correlations between Firestar-simulated CAT scores and SF scores on each domain can be found in Table 8
SM1198,Firestar,Firestar,,https://github.com/amourfrei/Firestar,,,https://github.com/amourfrei/Firestar,True,10.1007/s13205-014-0231-z,We also detected an AMP-binding site in P44717 structure at Val227 using Firestar server analysis (Figure S2 C)
SM1198,Firestar,Firestar,,https://github.com/amourfrei/Firestar,,,https://github.com/amourfrei/Firestar,True,10.2196/jmir.6053,We used the R-based CAT simulation engine Firestar [50] to simulate CATs in this study
SM1212,Comparison,Comparison,,https://github.com/JudasDie/Comparison,,,https://github.com/JudasDie/Comparison,True,10.1371/journal.pgen.1002274,"When available, we included reference sequences from GenBank and aligned the sequence datasets online using Multiple Sequence Comparison by Log-Expectation program (MUSCLE; http://www.ebi.ac.uk/Tools/muscle/index.html)"
SM1212,Comparison,Comparison,,https://github.com/JudasDie/Comparison,,,https://github.com/JudasDie/Comparison,True,10.1186/1471-2164-13-395,PPO multiple sequence alignments were generated using MUSCLE (Multiple Sequence Comparison by Log Expectation) [63] with default parameters ( http://www.ebi.ac.uk/Tools/muscle/index.html)
SM1212,Comparison,Comparison,,https://github.com/JudasDie/Comparison,,,https://github.com/JudasDie/Comparison,True,10.1120/jacmp.v16i4.5321,"In low‐dose regions, the dose comparison () will be more sensitive to the planned dose than Van Dyk Comparison does, which calculates the difference against the planned dose at the normalization point, usually at the maximum dose in the plan (see the user manual of SNC Patient for more detail)"
SM1212,Comparison,Comparison,,https://github.com/JudasDie/Comparison,,,https://github.com/JudasDie/Comparison,True,10.1038/s41598-017-15354-0,"The percentage of IFN-γ, IL-2 or TNF positive CD4+ and CD8+ splenocyte populations was calculated by subtracting background values of mock-stimulated cells from the antigen-specific re-stimulated sample using Overton subtraction in the FlowJo Population Comparison tool (FlowJo software version 9.1 Treestar Inc.)."
SM1212,Comparison,Comparison,,https://github.com/JudasDie/Comparison,,,https://github.com/JudasDie/Comparison,True,10.1186/s42269-021-00561-7,"Using Multiple Sequence Comparison by Log Expectation (MUSCLE), highly related sequences with 96 to 100 percent identity are compared with endophyte sequences isolated"
SM1262,Velvet,Velvet,,https://github.com/bitswift/Velvet,,,https://github.com/bitswift/Velvet,True,10.1371/journal.pone.0216679,Velvet ([77]; https://www.ebi.ac.uk/~zerbino/velvet/)
SM1262,Velvet,Velvet,,https://github.com/bitswift/Velvet,,,https://github.com/bitswift/Velvet,True,10.1128/genomeA.00342-16,"The data generated was assembled using Velvet (v1.2.10.) (8), resulting in 81 contigs, a total of 4,513,937 bp, and a N50 contig size of 233,632 bp"
SM1262,Velvet,Velvet,,https://github.com/bitswift/Velvet,,,https://github.com/bitswift/Velvet,True,10.1186/1471-2164-13-3,"The variable paired end sequences for each common SE were extracted using the filtered sequence set and compiled for the LongRead® contig construction, using a modified version of the Velvet sequence assembler (v"
SM1262,Velvet,Velvet,,https://github.com/bitswift/Velvet,,,https://github.com/bitswift/Velvet,True,10.1371/journal.pone.0143472," De novo assembly was performed on the unmapped reads following assembly with bowtie2, as well as the entire read set, using Velvet [33] in conjunction with the VelvetOptimiser (http://bioinformatics.net.au/software.velvetoptimiser.shtml)"
SM1262,Velvet,Velvet,,https://github.com/bitswift/Velvet,,,https://github.com/bitswift/Velvet,True,10.3389/fmicb.2017.02619,For genomic assembler it is used the Velvet algorithm package
SM1268,Tophat2,Tophat2,,https://github.com/petadimensionlab/Tophat2,,,https://github.com/petadimensionlab/Tophat2,True,10.24272/j.issn.2095-8137.2018.068,"The RNA-seq clean reads were mapped onto the Sus scrofa 10.2 genome using Tophat2 (Kim et al., 2013)"
SM1268,Tophat2,Tophat2,,https://github.com/petadimensionlab/Tophat2,,,https://github.com/petadimensionlab/Tophat2,True,10.1038/s41408-020-00344-9,Tophat2 was re-run using corrected mean value and Cufflinks tool was to assemble the reads into transcripts.
SM1268,Tophat2,Tophat2,,https://github.com/petadimensionlab/Tophat2,,,https://github.com/petadimensionlab/Tophat2,True,10.1186/s12864-021-07577-3,"To construct a genetic map for eQTL mapping, we used samtools-1.3.1 mpileup to collect nucleotide information from the bam files produced by aligning B73, Mo17 and RIL reads to the B73 reference with Tophat2 default criteria"
SM1268,Tophat2,Tophat2,,https://github.com/petadimensionlab/Tophat2,,,https://github.com/petadimensionlab/Tophat2,True,10.1186/s12864-017-3726-2,Htseq counts were also used to count the reads that mapped to each of the bovine genes using the Tophat2 output [27]
SM1268,Tophat2,Tophat2,,https://github.com/petadimensionlab/Tophat2,,,https://github.com/petadimensionlab/Tophat2,True,10.1002/cam4.3948,DNA translocation analysis was performed using both Tophat2 and Factera 1.4.3
