ID,software_mention,mapped_to,package_url,homepage_url,other_urls,github_repo,exact_match,doi,paragraph
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.3390/s20247188,"Subsequent analyses were done in R (version 3.5.0) [35] and RStudio (version 1.1.463) [36], with several packages for data handling (tidyr, eeptools, reshape, dplyr, lubridate, phyloseq, VIM, margrittr, chron, kableExtra, knitr, and qwraps2) and plotting (corrplot, ggplot2, lattice, ggfortify, sjPlot, and cowplot) [37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]"
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.3389/fneur.2021.651869,"The lubridate package in R was used to parse information on time, enabling analysis of weekday vs"
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.1007/s00228-020-03052-2,"R-studio (version 1.2.1335) with the packages dplyr, readr, lubridate, stringr, openxlsx, comorbidity, table 1, geepack, ggplot2, grid, and gridExtra was used for the data scripts, analysis, and visualization."
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.3390/ijerph17093208,"The R packages tidyverse [37] and lubridate [38] were used for data management, and patchwork [39] was used for some plots"
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.7554/eLife.70086,"We modified the wayback code using the downloader v.0.4 (Chang, 2015), httr v.1.4.2 Wickham, 2018, jsonlite v.1.7.0 (Ooms, 2014), lubridate v.1.7.9 (Grolemund and Wickham, 2011), and tibble v.3.0.3 packages (Müller and Wickham, 2019)."
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.1371/journal.pone.0247002,"They have dependencies on the shiny, shinythemes, plotly, ggplot2, epicontacts, tibble, dplyr, shinycssloaders, lubridate, data.table, magrittr, igraph, DT, network, GGally, sna, intergraph and htmlwidgets packages [1, 3–19]"
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.12688/gatesopenres.12929.1,"The following open source R packages were used to perform data evaluation from initially accessing data to producing the final manuscript: bookdown v0.9, DBI v1.0.0 , dbplyr v1.2.2, here v0.1, hms v0.4.2, lubridate v1.7.4, networkD3 v0.4, purrr v0.3.0, RMySQL v0.10.15, rstudioapi v0.8, snakecase v0.9.2, stringr v1.4.0, tidyverse v1.2.1 ( Allaire ; Allaire ; Grosser, 2018; Grolemund & Wickham, 2011; Henry & Wickham, 2019; Müller, 2017; Müller, 2018; Ooms ; R Special Interest Group on Databases (R-SIG-DB) ; W"
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.1038/s41598-021-87837-0,"""All the analyses described above were performed using R and its packages, including the following: """"tidyverse"""" (for data wrangling and visualization), """"igraph"""" (for network analysis), """"lubridate"""" (for handling date), """"ggraph"""" (for visualization), """"slam"""" (for data wrangling), and """"poweRlaw"""" (for analyzing power law distribution)."""
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.1186/s12889-018-5897-4,"Several packages were loaded into R for use with the analyses, including “psych”, “effsize”, “lubridate”, “rms”, and “pscl”"
SM14764,lubridate,lubridate,https://cran.r-project.org/web/packages/lubridate/index.html,"['https://lubridate.tidyverse.org', 'https://github.com/tidyverse/lubridate']",,https://github.com/tidyverse/lubridate,True,10.3389/fmicb.2020.594928,"All the statistical analysis and plots were generated in R (3.6.1) statistical programming language using ggplot2, dplyr, reshape2, lubridate, ggsci, and ggpubr package available from CRAN and Bioconductor repository."
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1080/17453674.2019.1624339,"5.1-3) for survival modelling, knitr (v"
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1037/xge0000739,The Method and Results sections of this article were generated from R code using the literate programming tool knitr
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.3390/jintelligence6030041,"All analyses were conducted in R [71] using RStudio [72] and the packages psych [73], lm.beta [74], knitr [75], apaTables [76], caret [77], tidyverse [78], and readr [79]"
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1186/s12859-016-1125-3,"At the end of the pipeline, a full report of all results could be produced using “literate programming” tools such as knitr [41] or sweave [42]."
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1136/bmjopen-2019-031251,"All analyses were performed using the R statistical language (R Foundation for Statistical Computing, Vienna, Austria, V.3.5.3 with packages knitr, Gmisc, ggplot2, tidyverse, intubate)."
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1038/s41598-018-30701-5,"report generation: pacman v0.4.6, knitr v1.20, here v0.1."
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1007/s00277-020-04362-2,"Survival times calculations were done using GraphPad Prism software (release 5.2; San Diego, CA, USA), IBM SPPS Statistics (release 24.0; Armonk, NY, USA), and the statistical software environment R (release 3.3.2; Vienna, Austria), together with the R packages ‘maxstat’ (release 0.7-25), ‘knitr’ (release 1.20), ‘survplot’ (release 0.0.7), ‘rms’ (release 5.1-2), ‘cmprsk’ (release 2.2–7), and ‘survival’ (release 2.42-6)"
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.12688/f1000research.13049.2,"The framework outputs a file collection that includes a dynamically generated PDF report using R, knitr, and LaTeX, as well as publication-ready table and figure files"
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1186/s12859-021-03970-7,"[32], zoo version 1.8-7 [33], sm version 2.2-5.6 [34], cowplot version 1.0.0 [35], ggplot2 version 3.2.1 [36], knitr version 1.27 [37], microbenchmark version 1.4-7 [38], and RcolorBrewer version 1.1-2 [39]"
SM18573,knitr,knitr,https://cran.r-project.org/web/packages/knitr/index.html,['https://yihui.org/knitr/'],,,True,10.1038/s41598-020-76843-3,"For convenience of the workflow we further used RStudio 1.1.463 and the following R-packages: dplyr 0.8.0.1, forcats 0.3.0, ggplot2 3.1.0, purrr 0.3.1, readr 1.3.1, stringr 1.4.0, tibble 2.0.1, tidyr 0.8.3, skimr 1.0.5, rstudioapi 0.7, rmarkdown 1.10, knitr 1.20 and hues 0.1."
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.3389/fgene.2020.564301,"The DE matrix was input to ggplot (Wickham, 2006), ggrepel (Slowikowski, 2017), and dplyr (Wickham et al., 2017) to generate volcano plots to visualize DE patterns"
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.3389/fneur.2017.00178,"All statistical calculations were performed using Rstudio (Rstudio, Boston, MA, USA) applying standard packages and packages “dplyr,” “BlandAltmanLeh,” “Stats,” and “ICC.”"
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.1002/ece3.3242,"All data analyses were performed in R using code written by GMM and the packages vegan (Oksanen et al., 2015), rioja (Juggins, 2015), ggplot2 (Wickham, Chang, & Wickham, 2013), dplyr (Wickham & Francois, 2016), maptools (Bivand & Lewin‐Koh, 2016), and rgdal (Bivand, Keitt, & Rowlingson, 2016)."
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.1186/s40168-017-0387-y,"Descriptive statistics were performed using the dplyr [42], tidyr [43], and ggplot2 [44] packages of R [38]."
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.3390/pathogens9100841,"Data manipulation and analysis was done in R [44] using the packages dplyr [45], tidyverse [46] and forcats [47] for manipulation, epiR [48] for analysis and packages ggplot2 [49], rgdal [50], gridExtra [51], png [52], ggsn [53], maps [54] and maptools packages [55] for graphs and maps"
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.18632/aging.202739,"Data representation was performed with softwares R v3.6 and Rstudio v1.2.1335 using tidyverse, dplyr, ggplot2, ggpubr, complexheatmap and corrplot packages."
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.3390/molecules26123564,"The general handling of the imported data was using packages from the tidyverse set of packages [65], specifically the packages tidyr [66], dplyr [67], purrr [68], and tibble [69]."
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.3390/ijerph18168514,"Statistical analysis was performed with R software (version 3.6.0, 2018, R Core Team, Vienna; Austria) within R Studio interface using rio, tidyverse, dplyr, questionr, ggplot2, and ggpubr packages."
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.1038/s41597-020-00660-6,We used various C++  based R packages (dplyr and sf ) for data handling and geospatial analysis
SM2003,dplyr,dplyr,https://cran.r-project.org/web/packages/dplyr/index.html,"['https://dplyr.tidyverse.org', 'https://github.com/tidyverse/dplyr']",,https://github.com/tidyverse/dplyr,True,10.3389/fphys.2020.00862,"The analysis was performed using R version 3.5.3 and tidyr (0.8.3), dplyr (0.8.1) and igraph (1.2.4.1)."
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1371/journal.pbio.3001296,"Other R packages used in the analyses and data visualisation were the following: data.table [52], dplyr [53], gridExtra [54], mapdata [55], mcmcplots [56], MCMCvis [57], plyr [58], RColorBrewer [59], rgdal [60], readxl [61], tidyverse [62], viridis [63], and writexl [64]."
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1371/journal.pone.0132783,"To facilitate effortless analysis and visualization of the amplicon data, we build the R package ampvis v.1.9.2 (https://github.com/MadsAlbertsen/ampvis) which builds on the R packages phyloseq [36], ggplot2 [37], reshape2 [38], dplyr [39], vegan [40], knitr [41], Biostrings [42], data.table [43], DESeq2 [44], ggdendro [45] and stringr [46]."
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1371/journal.pone.0239197,"In writing these scripts, we used the following packages: readr [76], dplyr [77], ggplot2 [78], tidyr [79], reshape2 [80], ggrepel [81], cowplot [82], data.table [83], UpSetR [84], BSgenome.Hsapiens.UCSC.hg38 [85, 86], and Rtsne [87]."
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.3390/microorganisms7110547,"Other R packages used for data management and visualization included BiocManager [61], biomformat [62], dplyr [63], data.table [64], extrafont [65], gdata [66], ggplot2 [67], plyr [68], prodlim [69] and vegan [70]."
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1186/s12911-019-0837-5,The ETL processes were built using R (version 3.4.4) and the data.table package (version 1.11.6) [21]
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1186/s12864-015-2140-x,"This package requires R > = 3.0.1 and depends on several R/Bioconductor packages including Rsamtools, GenomicRanges, data.table, stringr, rtracklayer, ggplot2, gridExtra, igraph and Gviz."
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1186/s40575-021-00100-7,"Following internal validity checking and data cleaning in Excel (Microsoft Office Excel 2013, Microsoft Corp.), data were cleaned in Rstudio™ using the following packages: plyr, dplyr, data.table, tidyR, and stringr [81–84]"
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1093/eurheartj/ehaa756,"All data management and analyses were performed using R version 4.0.0 using the data.table package version 1.12.8, the magrittr package version 1.5, and the lme4 package version 1.1-21"
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1186/s13071-020-04319-4,"Data analysis was done with the tidyverse and multiple helper functions within the following packages: data.table [21], magrittr [22], here [23], Hmisc [24], ggplot2 [25], gridExtra [26], ggpubr [27] and extrafont [28]"
SM26078,data.table,data.table,https://cran.r-project.org/web/packages/data.table/index.html,"['https://r-datatable.com', 'https://Rdatatable.gitlab.io/data.table', 'https://github.com/Rdatatable/data.table']",,https://github.com/Rdatatable/data.table,True,10.1371/journal.pone.0246663,"The script is written in R programming language with the shiny [6], data.table [7], and ggplot2 [8] packages with customizations added in HTML, JavaScript and CSS languages"
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.3390/molecules25204747,This analysis used R-base packages and the specialized R packages bibliometrix [39] and stringr [40].
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.1093/eurheartj/ehaa756,"In addition, stringr version 1.4.0 and fst 0.9.0 packages were used for data management"
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.3390/antiox10060864,"Data visualization and statistical analysis were performed with Microsoft Excel and R [13] (v4.0.2, packages plyr, stringr, readxl, ggplot2, dendsort, pheatmap, cellWise, Metaboanalyst R) [14,15]"
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.3389/fpls.2017.00623,"For data manipulation and visualization: tidyr (Wickham, 2016c), dplyr (Wickham and Francois, 2016), ggplot2 (Wickham, 2009), modelr (Wickham, 2016a) and stringr (Wickham, 2016b) [these and other helpful packages are part of the tidyverse (Wickham, 2016d)]."
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.1038/s41598-017-09303-0,"0.1–20), and stringr (v"
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.3390/v12010107,"Data cleaning, stratification, analysis, and visualization was performed using R packages [33] (dplyr [34], ggplot2 [35], reshape2 [36], and stringr [37])"
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.3389/fphar.2020.563751,"The main libraries and associated dependencies used were 1) readr, dplyr, tidyverse, stringr, and splitstackshape for data cleaning and analysis, 2) raster and sp for graphs, and 3) maptools, geosphere, GADMTools, and geoname for maps."
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.1128/mBio.01557-20,"AutoTax combines several software tools (GNU parallel v.20161222 [48], USEARCH v.11.0.667 [49], SINA v.1.6.0 [50], and R v.3.5.0 with the following packages: biostrings [51], doParallel [52], stringr [53], data.table [54], tidyr [55], and dplyr [56]) into a single BASH script that otherwise requires only a single FASTA file with the user-provided full-length 16S rRNA gene sequences and the FASTA-formatted SILVA_138_SSURef_NR99_tax_silva reference database as input"
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.1093/bioinformatics/bty088,"It also depends on several R packages: Biostrings, dplyr, parallel, reardr, tibble, stringr and biomartr package (Drost and Paszkowski, 2017) for automated retrieval of proteomes"
SM29943,stringr,stringr,https://cran.r-project.org/web/packages/stringr/index.html,"['http://stringr.tidyverse.org', 'https://github.com/tidyverse/stringr']",,https://github.com/tidyverse/stringr,True,10.2196/27163,"The following statistical packages were used: (1) dplyr [36] and tidyr [37] for data preparation; (2) lubridate [38] and stringr [39] for handling time and date; and (3) ggplot2 [40], patchwork [41], and scales [42] for plotting."
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.1186/s12943-021-01405-8,The R shiny app was developed in R using the shiny (version 1.5.0) and visNetwork (version 2.0.9) packages.
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.1038/s41598-020-76603-3,"To run the app, several freely available packages are required: shiny, ggplot2, magrittr, dplyr, ggrepel, shinycssloaders, DT, RCurl and readxl"
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.1186/s12885-020-06756-x,"Interactive application was developed using R, a language and environment for statistical computing and the package “shiny” (R Foundation for Statistical Computing, Vienna, Austria)."
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.1002/cam4.3350,"The “rms,” “survival,” “shiny,” “foreign,” “nricens,” and “time‐ROC” packages were used"
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.3389/fnhum.2020.584236,"Additionally, we used the “shiny” and “DynNom” packages in R software to generate a web-based calculator (using training queues) to dynamically predict the WMD risk."
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.1093/gigascience/gix119,"Other requirements: tested with R packages shiny (1.0.5), shinythemes (1.1.1), shinyBS (0.61), RCurl (1.95.4.8), XML (3.98.1.9), stringr (1.2.0), plyr (1.8.4)"
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.3389/fped.2020.623184,"Statistical analyses, graphs, design of the research and the online tool were performed in R software 3.6.122 with the following R packages: effsize (26), ggplot2 (27), ggsci (28), ggpubr (29), ComplexHeatmap (30), and shiny (31)"
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.1186/s13071-020-04114-1,"In order to map the specific diversity of the Obsoletus Group, the R software version 3.6.0 was used with the Leaflet version 2.0.2 and shiny packages version 1.4.0."
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.12688/f1000research.4680.2,"Our solution is shinyMethyl, an interactive visualization package for 450k arrays, based on the packages minfi and shiny "
SM30802,shiny,shiny,https://cran.r-project.org/web/packages/shiny/index.html,['https://shiny.rstudio.com/'],,,True,10.1002/ece3.5412,"(Currently, this server is http://shinyapps.io via a subscription service paid by me.) Alternatively, for users with R, shiny, and learnPopGen installed locally, it is also possible to control the same functions via a web browser (but not over the Internet) by simply downloading the source code of the web applications from their GitHub page (http://github.com/liamrevell/PopGen.apps), and then executing the application source within Rstudio (Rstudio Team, 2015) or by using the shiny function runApp"
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.1155/2020/8841859,"The R package used for this operation includes “clusterProfiler” [11], “org.Hs.eg.db,” “enrichplot,” “DOSE,” “ggplot2,” “stringi,” “colorspace,” “digest,” and “GOplot.”"
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.1038/s41598-018-28116-3,aureus that produced or did not produce TSST-1) were compared in between-class analysis (BCA) with the ADE4 and ggplot2 packages for R
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.1007/s00436-020-06666-8,"For all statistical analyses, we used the R statistical software (RCore 2015) with the packages ggplot2 (Wickham 2016), glmmTMB (Brooks et al"
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.7717/peerj.10237,"To estimate the microbial community coverage, OTU tables and rarefaction data files were analyzed using the entropart (v 1.5-3; Marcon, 2018), ggplot2 (v 3.0.0; Wickham, 2016) and vegan (v 2.5.2; Oksanen et al., 2018) packages of the R statistical software (R Core Team, 2017)"
