ID,software_mention,package_url,homepage_url,github_repo,exact_match,doi,paragraph,authors_oa,authors,field/topic/keywords
SM109861,linprog,"https://cran.r-project.org/package=linprog,http://linprog.r-forge.r-project.org/",,,False,10.1186/1475-2859-12-114,"The mathematical optimization was then solved by linear optimization solver “linprog” in MATLAB (MathWorks, USA):","https://openalex.org/A5101929118,https://openalex.org/A5014465828","Xueyang Feng,Huimin Zhao","Xylose,Xylose metabolism,Biochemistry,Metabolic engineering,Cofactor,Metabolic pathway,Saccharomyces cerevisiae,Metabolic flux analysis"
SM109861,linprog,"https://cran.r-project.org/package=linprog,http://linprog.r-forge.r-project.org/",,,False,10.1155/2011/674318,"Setting t = 3642, we have an LP problem with 16000 unknowns and 47 constraints which is solved by the linprog code of the optimization toolbox in MATLAB","https://openalex.org/A5004820323,https://openalex.org/A5037127708,https://openalex.org/A5066616873","Hassan Zarei,Ali Vahidian Kamyad,Mohammad Hadi Farahi","Embedding,Optimal control,Mathematical optimization,Mathematics,Measure (data warehouse),Dynamic programming"
SM109861,linprog,https://www.mathworks.com/help/optim/ug/linprog.html,,,True,10.1371/journal.pcbi.1000489,"Since the linear programming tool linprog in matlab minimizes cTv, the coefficients of c were chosen to be negative so that the optimization maximizes (−cTv), namely the weighted flux creating mycolic acids","https://openalex.org/A5091754800,https://openalex.org/A5031335981,https://openalex.org/A5015978856,https://openalex.org/A5023722931,https://openalex.org/A5034798965,https://openalex.org/A5056381174,https://openalex.org/A5051574993,https://openalex.org/A5017527950,https://openalex.org/A5016585931,https://openalex.org/A5056863747","Caroline Colijn,Aaron Brandes,Jeremy Zucker,Desmond S. Lun,Brian Weiner,Maha Farhat,Tan‐Yun Cheng,D. Branch Moody,Megan Murray,James E. Galagan","Mycolic acid,Flux balance analysis,Flux (metallurgy),Mycobacterium tuberculosis,Compendium"
SM109861,linprog,https://www.mathworks.com/help/optim/ug/linprog.html,,,True,10.1007/s10100-017-0499-2,The MatLab solvers linprog and quadprog were used,https://openalex.org/A5023776719,Immanuel M. Bomze,"Factorization,Mathematics,Embedding,Dimension (graph theory),Matrix decomposition,Matrix (chemical analysis),Combinatorics"
SM109861,linprog,https://www.mathworks.com/help/optim/ug/linprog.html,,,True,10.1186/1752-0509-7-129,"Users can specify the stoichiometric matrix, the objective function, and the desired bounds in generic linear optimization programs such as GNU Linear Programming Kit (GLPK) and linprog (a linear optimization toolbox within MATLAB), or with a tool such as the COBRA Toolbox [23]","https://openalex.org/A5004830914,https://openalex.org/A5089902375,https://openalex.org/A5004110849,https://openalex.org/A5048817284","Mona Yousofshahi,Ehsan Ullah,Russell Stern,Soha Hassoun","Computer science,Consistency (knowledge bases),SBML,Constraint (computer-aided design)"
SM109861,linprog,https://www.mathworks.com/help/optim/ug/linprog.html,,,True,10.1186/1475-2859-12-114,"The mathematical optimization was then solved by linear optimization solver “linprog” in MATLAB (MathWorks, USA):","https://openalex.org/A5101929118,https://openalex.org/A5014465828","Xueyang Feng,Huimin Zhao","Xylose,Xylose metabolism,Biochemistry,Metabolic engineering,Cofactor,Metabolic pathway,Saccharomyces cerevisiae,Metabolic flux analysis"
SM109861,linprog,https://www.mathworks.com/help/optim/ug/linprog.html,,,True,10.1155/2011/674318,"Setting t = 3642, we have an LP problem with 16000 unknowns and 47 constraints which is solved by the linprog code of the optimization toolbox in MATLAB","https://openalex.org/A5004820323,https://openalex.org/A5037127708,https://openalex.org/A5066616873","Hassan Zarei,Ali Vahidian Kamyad,Mohammad Hadi Farahi","Embedding,Optimal control,Mathematical optimization,Mathematics,Measure (data warehouse),Dynamic programming"
SM115217,GillespieSSA,"https://cran.r-project.org/package=GillespieSSA,https://github.com/rcannood/GillespieSSA",,,True,10.1186/s12859-019-2843-0,"On the other hand, individual libraries targeting epidemiological modelling, such as Epipy - a visualisation data tool for epidemiology written in Python [44], or GillespieSSA - an R package for generating stochastic simulation using Gillespie’s algorithms [45], cover only specific epidemiological needs.","https://openalex.org/A5078764319,https://openalex.org/A5028331572,https://openalex.org/A5016327387,https://openalex.org/A5110498884,https://openalex.org/A5005939563","Mai Anh BUI T.,Nick Papoulias,Serge Stinckwich,Mikal Ziane,Benjamín Roche",Computer science
SM115217,GillespieSSA,"https://cran.r-project.org/package=GillespieSSA,https://github.com/rcannood/GillespieSSA",,,True,10.3390/v7031189,"To simulate our system stochastically, we used the Gillespie algorithm [59], implemented with the GillespieSSA package in R (www.r-project.org)","https://openalex.org/A5064442372,https://openalex.org/A5009124762,https://openalex.org/A5044417986,https://openalex.org/A5102600705,https://openalex.org/A5058977941,https://openalex.org/A5009256033","Cecilia Noecker,K. Aleks Schaefer,Kelly Zaccheo,Yiding Yang,Judy Day,Vitaly V. Ganusov","Simian immunodeficiency virus,Virus,Virology,Biology,Bursting,Viral replication"
SM115217,GillespieSSA,"https://cran.r-project.org/package=GillespieSSA,https://github.com/rcannood/GillespieSSA",,,True,10.1371/journal.pbio.1001793,"Because the simulation function depends on the R-package GillespieSSA, install this package first by executing ‘install.packages(“GillespieSSA”)’ in R","https://openalex.org/A5049687372,https://openalex.org/A5009994638,https://openalex.org/A5043094340,https://openalex.org/A5008410385,https://openalex.org/A5043775124,https://openalex.org/A5064708056,https://openalex.org/A5020114412,https://openalex.org/A5041512711,https://openalex.org/A5010604441","Patrick Kaiser,Roland R. Regoes,Tamas Dolowschiak,Sandra Y. Wotzka,Jette Lengefeld,Emma Slack,Andrew J. Grant,Martin Ackermann,Wolf‐Dietrich Hardt","Biology,Microbiology,Antibiotics,Multidrug tolerance,Bacteria,Ex vivo,In vivo,Ciprofloxacin"
SM115217,GillespieSSA,"https://cran.r-project.org/package=GillespieSSA,https://github.com/rcannood/GillespieSSA",,,True,10.1371/journal.pone.0079345,"In an extensive search for available stochastic simulators, CAIN, COPASI, Facile-EasyStoch, GillespieSSA, and StochKit2 were identified as those with the closest functionality to StochPy","https://openalex.org/A5064854942,https://openalex.org/A5050779826,https://openalex.org/A5047855050","Timo Maarleveld,Brett G. Olivier,Frank J. Bruggeman","SBML,Python (programming language),Stochastic simulation,Stochastic modelling,Computer science,Stochastic process,Software"
SM115217,GillespieSSA,"https://cran.r-project.org/package=GillespieSSA,https://github.com/rcannood/GillespieSSA",,,True,10.1038/srep36301,Simulation were undertaken with the ssa() function of the GillespieSSA package14 using R software ( http://www.R-project.org/).,"https://openalex.org/A5009327777,https://openalex.org/A5038001179,https://openalex.org/A5069690901,https://openalex.org/A5020847660","Philippe Vanhems,Rosette von Raesfeldt,René Écochard,Nicolas Voirin","Ebola virus,Outbreak,Medicine,Contact tracing,Asymptomatic,Emergency medicine,Disease"
SM118529,cgraph,https://github.com/brunokim/cgraph,,,True,10.1186/s12859-019-2615-x,"The software uses cgraph (the C library behind Graphviz) for making metabolic network layouts, and the Allegro 5.2 gaming library for graphics","https://openalex.org/A5012457997,https://openalex.org/A5003678652","Nikolay Martyushenko,Eivind Almaas","Computer science,Metabolic network,Software,Consistency (knowledge bases),Identification (biology),Constraint (computer-aided design),Flux balance analysis"
SM128616,MGDrivE,"https://cran.r-project.org/package=MGDrivE,https://marshalllab.github.io/MGDrivE/,https://www.marshalllab.com/,https://github.com/MarshallLab/MGDrivE",,,True,10.1186/s12915-020-0759-9,"Applying the MGDrivE modeling framework to our research questions, we incorporate the inheritance patterns of reciprocal chromosomal translocations and UDMEL into the inheritance module of the model (Fig. 1a, b, Additional file 2: Fig","https://openalex.org/A5052650113,https://openalex.org/A5058249892,https://openalex.org/A5001090659,https://openalex.org/A5066933109,https://openalex.org/A5037711069,https://openalex.org/A5063129753","Héctor M. Sánchez C.,Jared B. Bennett,Sean L. Wu,Gordana Rašić,Omar S. Akbari,John M. Marshall","Biology,Gene drive,Aedes aegypti"
SM128616,MGDrivE,"https://cran.r-project.org/package=MGDrivE,https://marshalllab.github.io/MGDrivE/,https://www.marshalllab.com/,https://github.com/MarshallLab/MGDrivE",,,True,10.1371/journal.pgen.1009385,"This approach is similar to that of MGDrivE [86], however our model is strictly deterministic, not species-specific, considers space differently (we assume large, 1–3 panmictic populations compared to MGDrivE’s more spatially explicit dynamics), we track haplotypes rather than just genotypes, and can adjust recombination distance between loci","https://openalex.org/A5022398213,https://openalex.org/A5043087925,https://openalex.org/A5091827717","Georg Oberhofer,Tobin Ivy,Bruce A. Hay","Gene drive,Biology,Genetics,CRISPR,Cas9,Gene,Limiting"
SM128616,MGDrivE,"https://cran.r-project.org/package=MGDrivE,https://marshalllab.github.io/MGDrivE/,https://www.marshalllab.com/,https://github.com/MarshallLab/MGDrivE",,,True,10.7554/eLife.65939,"To determine the number of releases required to introgress effector genes into 95% of the female portion of a population, and ascertain how long that introgression could be effective (up to 4 years; Figure 4), we performed simulations using the full version of MGDrivE (Sanchez et al., 2019), implementing overlapping generations and density-dependent growth effects on aquatic stages","https://openalex.org/A5036252424,https://openalex.org/A5018929923,https://openalex.org/A5058249892,https://openalex.org/A5063129753,https://openalex.org/A5037711069","Nikolay P. Kandul,Junru Liu,Jared B. Bennett,John M. Marshall,Omar S. Akbari","Gene drive,CRISPR,Biology,Cas9,Population,Genetics"
SM128616,MGDrivE,"https://cran.r-project.org/package=MGDrivE,https://marshalllab.github.io/MGDrivE/,https://www.marshalllab.com/,https://github.com/MarshallLab/MGDrivE",,,True,10.3390/insects11010052,"Various gene drive model platforms exist, including SkeeterBuster, SLiM 2/3, and MGDrivE, although they vary in flexibility [85,86,87,88].","https://openalex.org/A5053496690,https://openalex.org/A5031360113,https://openalex.org/A5051010453,https://openalex.org/A5001187821","Adeline E. Williams,Alexander W. E. Franz,William Reid,Ken E. Olson","Biology,Aedes aegypti,Arbovirus,Gene drive,Population,Vector (molecular biology),Effector,Dengue fever"
SM128616,MGDrivE,"https://cran.r-project.org/package=MGDrivE,https://marshalllab.github.io/MGDrivE/,https://www.marshalllab.com/,https://github.com/MarshallLab/MGDrivE",,,True,10.1371/journal.pcbi.1009030,"In this paper, we describe the key developments implemented in MGDrivE 2","https://openalex.org/A5001090659,https://openalex.org/A5058249892,https://openalex.org/A5052650113,https://openalex.org/A5057259657,https://openalex.org/A5029718103,https://openalex.org/A5063129753","Sean L. Wu,Jared B. Bennett,Héctor M. Sánchez C.,Andrew J. Dolgert,Tomás M. León,John M. Marshall",Population
SM130420,sfsmisc,"https://cran.r-project.org/package=sfsmisc,https://github.com/mmaechler/sfsmisc",,,True,10.3389/fnbeh.2019.00120,"To test for associations between peer victimization and depression symptoms and brain and behavioral responses, robust linear regressions were fit using an M estimator from the MASS package (Venables and Ripley, 2002), and a robust f-test (Wald test) computed using the sfsmisc package (Maechler, 2018)","https://openalex.org/A5083085234,https://openalex.org/A5039027658,https://openalex.org/A5049002787,https://openalex.org/A5054645406,https://openalex.org/A5060039086,https://openalex.org/A5009102481,https://openalex.org/A5014800788,https://openalex.org/A5026517414","Brent I. Rappaport,Laura Hennefield,Autumn Kujawa,Kodi B. Arfer,Danielle Kelly,Emily S. Kappenman,Joan L. Luby,Deanna M. Barch","Prosocial behavior,Psychology,Dysfunctional family"
SM130420,sfsmisc,"https://cran.r-project.org/package=sfsmisc,https://github.com/mmaechler/sfsmisc",,,True,10.1002/ece3.7054,"All the analyses were performed in the R programming software; version 3.4.4 (R Development Core Team, 2015) using the following packages: vegan 2.5.4 for computing species richness, diversity indices, taxonomic rarefaction curves, and environmental variables PCA scores (Oksanen et al., 2007); evolqg 0.2.6 for functional rarefaction curves (Melo et al., 2015); FD 1.0.12 for CWM analysis (Laliberté et al., 2014); sfsmisc 1.1‐3 for the trait kernel density analysis (Maechler et al., 2019); and cati 0.99.2 (Ta","https://openalex.org/A5050182955,https://openalex.org/A5085609464","Mansi Mungee,R. Athreya","Trait,Intraspecific competition,Ecology,Biology,Niche,Environmental gradient"
SM130420,sfsmisc,"https://cran.r-project.org/package=sfsmisc,https://github.com/mmaechler/sfsmisc",,,True,10.7554/eLife.49458,"For each of the interaction effect clusters within the left medial temporal lobe for both PMN-targeted and PFC-targeted stimulation conditions, a robust linear model was built regressing the interaction effect for that cluster (retrieval task stimulation effect minus resting-state stimulation effect) and tSNR onto the stimulation effect on memory performance (post-stimulation minus post-sham) (R packages MASS and sfsmisc, RStudio 1.1.453).","https://openalex.org/A5084285919,https://openalex.org/A5080253563,https://openalex.org/A5045112201,https://openalex.org/A5046631225","Kristen Warren,Molly S. Hermiller,Aneesha S. Nilakantan,Joel L. Voss","Hippocampal formation,Neuroscience,Episodic memory,Temporal lobe,Stimulation"
SM130420,sfsmisc,"https://cran.r-project.org/package=sfsmisc,https://github.com/mmaechler/sfsmisc",,,True,10.1371/journal.pone.0063274,"We performed all statistical analyses with the statistical software R version 2.14 using the car [54], lme4 [55], plspm [56], sfsmisc [57], and vegan [51] packages","https://openalex.org/A5072130611,https://openalex.org/A5058623690","Eric K. Moody,John L. Sabo","Biology,Crayfish,Ecology,Riparian zone,Ecosystem"
SM130420,sfsmisc,"https://cran.r-project.org/package=sfsmisc,https://github.com/mmaechler/sfsmisc",,,True,10.1002/ece3.4406,"The f.robtest function in the sfsmisc package was used to compute robust F‐test and get p‐values (Maechler, 2017)","https://openalex.org/A5055185462,https://openalex.org/A5039777381,https://openalex.org/A5069023376","Mikhail Gopko,M. CHOWDHURY,Jouni Taskinen","Salmo,Brown trout,Biology"
SM14004,psych,"https://cran.r-project.org/package=psych,https://personality-project.org/r/psych/,https://github.com/cran/psych",,,True,10.1111/bjep.12339,"The package ‘psych’ was used to perform regressions (Revelle, 2017) and the package ‘VennDiagram’ for producing Venn diagrams (Chen, 2018)","https://openalex.org/A5050302255,https://openalex.org/A5077481172,https://openalex.org/A5060771447,https://openalex.org/A5103147710","K.N. Allen,David Giofrè,Steve Higgins,John W. Adams","Psychology,Working memory,Developmental psychology,Spatial ability"
SM14004,psych,"https://cran.r-project.org/package=psych,https://personality-project.org/r/psych/,https://github.com/cran/psych",,,True,10.1534/g3.117.300415,"Correlations were calculated in R using the cor, cor.test, or corr.test (from the “psych” package) functions","https://openalex.org/A5046872126,https://openalex.org/A5101768117,https://openalex.org/A5103091363,https://openalex.org/A5100461872,https://openalex.org/A5046527896,https://openalex.org/A5040793693","Jason E. Miller,Liye Zhang,Haoyang Jiang,Yunfei Li,B. Franklin Pugh,Joseph C. Reese","Biology,P-bodies,Messenger RNA,Saccharomyces cerevisiae"
SM14004,psych,"https://cran.r-project.org/package=psych,https://personality-project.org/r/psych/,https://github.com/cran/psych",,,True,10.1186/s12998-018-0212-0,Data were exported to R [25] for the calculation of the reliability estimations (internal consistency) using the psych package [26],"https://openalex.org/A5025388379,https://openalex.org/A5043373683,https://openalex.org/A5051024317,https://openalex.org/A5049543019,https://openalex.org/A5003739097,https://openalex.org/A5000193444","Kylie Fitzgerald,Michael Fleischmann,Brett Vaughan,Kevin de Waal,Sarah L. Slater,John Harbis","Osteopathy,Medicine,Biopsychosocial model,Physical therapy,Chronic pain"
SM14004,psych,"https://cran.r-project.org/package=psych,https://personality-project.org/r/psych/,https://github.com/cran/psych",,,True,10.3389/fpsyt.2021.498614,"Means, standard deviations, and Cronbach's alphas of each scale, and their correlations were analyzed using the psych package [ver","https://openalex.org/A5026418891,https://openalex.org/A5034951350,https://openalex.org/A5019604678,https://openalex.org/A5030982735,https://openalex.org/A5000418168,https://openalex.org/A5074728200,https://openalex.org/A5072834548","Toshiyuki Himichi,Hidekazu Osanai,Takayuki Goto,Hiroyo Fujita,Yuta Kawamura,Adam Smith,Michio Nomura","Empathy,Trait,Mindfulness,Psychology,Empathic concern,Association (psychology),Mediation"
SM14004,psych,"https://cran.r-project.org/package=psych,https://personality-project.org/r/psych/,https://github.com/cran/psych",,,True,10.1186/s13068-015-0396-7,"The ade4, stat and psych packages of the R software (R version 2.13.2, http://www.r-project.org/) were used, respectively, for a principal component analysis (PCA; dudi.pca function), representation of the heatmap (heatmap function) and Pearson coefficient calculation (corr.test function).","https://openalex.org/A5091786200,https://openalex.org/A5003376261,https://openalex.org/A5083032007,https://openalex.org/A5002212529,https://openalex.org/A5106819880,https://openalex.org/A5034152101,https://openalex.org/A5016515300,https://openalex.org/A5016604523","Stephen Andersen,Pieter Candry,Thais Basadre,Way Cern Khor,Hugo Roume,Emma Hernandez‐Sanabria,Marta Coma,Korneel Rabaey","Stillage,Acidogenesis,Fermentation,Chemistry,Lactic acid,Extraction (chemistry)"
SM144719,spacesXYZ,"https://cran.r-project.org/package=spacesXYZ,https://github.com/cran/spacesXYZ",,,True,10.1186/s12862-021-01883-w,The DeltaE function in the ‘spacesXYZ’ package [79] was used to calculate ∆E (CIEDE2000).,"https://openalex.org/A5052181432,https://openalex.org/A5108757985,https://openalex.org/A5029861214,https://openalex.org/A5029021035,https://openalex.org/A5063879894","Emmanuelle S. Briolat,Lina María Arenas,Anna E. Hughes,Eric Liggins,Martin Stevens","Camouflage,Crypsis,Generalist and specialist species,Matching (statistics),Set (abstract data type),Computer science,Artificial intelligence,Natural (archaeology)"
SM159597,intePareto,"https://cran.r-project.org/package=intePareto,html,https://github.com/yingstat/intePareto",,,True,10.1186/s12864-020-07256-9,"[9] introduced an R package, intePareto, for the integrative analysis of RNA-seq and ChIP-seq data for different histone modifications","https://openalex.org/A5100441789,https://openalex.org/A5006688612,https://openalex.org/A5100437036,https://openalex.org/A5100333320,https://openalex.org/A5103054154","Wei Zhang,Zhongming Zhao,Kai Wang,Li Shen,Xinghua Shi","Genomics,Computational biology,Proteomics"
SM159597,intePareto,"https://cran.r-project.org/package=intePareto,html,https://github.com/yingstat/intePareto",,,True,10.1186/s12864-020-07205-6,Conclusion intePareto facilitates comprehensive understanding of high dimensional transcriptomic and epigenomic data,"https://openalex.org/A5035344575,https://openalex.org/A5057689659,https://openalex.org/A5074555350","Yingying Cao,Simo Kitanovski,Daniel Hoffmann","RNA-Seq,Computational biology,Epigenomics,Biology,DNA microarray"
SM159597,intePareto,"https://cran.r-project.org/package=intePareto,html,https://github.com/yingstat/intePareto",,,True,10.1186/s12864-020-07205-6,"intePareto determines the Z scores for each gene g and each histone modification type h, defined as: ","https://openalex.org/A5035344575,https://openalex.org/A5057689659,https://openalex.org/A5074555350","Yingying Cao,Simo Kitanovski,Daniel Hoffmann","RNA-Seq,Computational biology,Epigenomics,Biology,DNA microarray"
SM159597,intePareto,"https://cran.r-project.org/package=intePareto,html,https://github.com/yingstat/intePareto",,,True,10.1186/s12864-020-07205-6,intePareto is implemented as an R package that provides an easy-to-use workflow to quantitatively integrate RNA-Seq and ChIP-Seq data of one or more different histone modifications,"https://openalex.org/A5035344575,https://openalex.org/A5057689659,https://openalex.org/A5074555350","Yingying Cao,Simo Kitanovski,Daniel Hoffmann","RNA-Seq,Computational biology,Epigenomics,Biology,DNA microarray"
SM159597,intePareto,"https://cran.r-project.org/package=intePareto,html,https://github.com/yingstat/intePareto",,,True,10.1186/s12864-020-07205-6,a The general pipeline of intePareto,"https://openalex.org/A5035344575,https://openalex.org/A5057689659,https://openalex.org/A5074555350","Yingying Cao,Simo Kitanovski,Daniel Hoffmann","RNA-Seq,Computational biology,Epigenomics,Biology,DNA microarray"
SM164348,cellranger,"https://cran.r-project.org/package=cellranger,https://github.com/rsheets/cellranger",,,True,10.21203/rs.3.rs-664507/v1,We used R package Seurat 3 for downstream analysis of count matrixes that we got as output from cellranger count,"https://openalex.org/A5052163055,https://openalex.org/A5019827946,https://openalex.org/A5028351897,https://openalex.org/A5084335613,https://openalex.org/A5066450810,https://openalex.org/A5084203836,https://openalex.org/A5079034588,https://openalex.org/A5034190428,https://openalex.org/A5041209759,https://openalex.org/A5064494874,https://openalex.org/A5003839986,https://openalex.org/A5086311928,https://openalex.org/A5083188118,https://openalex.org/A5025375015","Dhiraj Kumar Singh,Ekaterina Aladyeva,Shibali Das,Bindu Singh,Ekaterina Esaulova,Amanda Swain,Mushtaq Ahmed,Journey Cole,Chivonne Moodley,Smriti Mehra,Larry S. Schlesinger,Maxim N. Artyomov,Shabaana A. Khader,Deepak Kaushal","Biology,Immunology,Immune system,Interferon,Population"
