name,candidate_urls,doi,paragraph,synonyms,language,authors
FAST,"https://cran.r-project.org/package=FAST.R,https://github.com/cran/bfast,https://github.com/cran/ace2fastq,https://pypi.org/project/fast/,https://github.com/bfast2/bfast,https://github.com/cran/colorfast,https://github.com/fastapi/fastapi,https://cran.r-project.org/package=ace2fastq,https://cran.r-project.org/package=colorfast,https://github.com/f-neri/FAST.R,https://github.com/cran/FAST.R,https://github.com/fastapi/full-stack-fastapi-template,https://github.com/coolbutuseless/colorfast,https://github.com/fastlane/fastlane,https://cran.r-project.org/package=breakfast,https://github.com/fastify/fastify,https://github.com/smistad/FAST,https://github.com/c5sire/ace2fastq,https://github.com/lm-sys/FastChat,https://cran.r-project.org/package=bfast,https://github.com/cran/breakfast,https://github.com/danijar/fast",10.1186/s12883-018-1044-1,Baseline step activity data for subjects in the FAST+SAM and SAM groups is used to categorize and assign step activity goals,"FASTUS,Fastai,FastFT,FastMM,FastQС,FAAST,fasta2,FASTq,FastQS,jFAST,FastGC,FASTA,fastP,Fasta,mfast,FASTKs,fast5,Fast-Z,rfast,FASTP,FASTQX,FastaX,Fast.q,Fastqc,FASTX,fastap,QFAST,fastQc,AFAST,dFAST,(FAST,fast-q,FASST,fastx,Fast K,FastSG,FasTQC,FAST24,Fast*,FAST−M,fastQC,fastA,fastv,Fastr,FASTEC,fastep,FastHN,Fastec,FAST-3,eFAST,FasTag,FASTQZ,Fast-D,FastSP,FastQc,FASTSS,fastqz,FASTAs,FASTG,fastlm,bfast,FastCC,fasty,FASTmC,FAST®,FastAi,fast-S,FASTx,Fastq,fastme,FastDP,FASTM,FastGA,FASTRT,FAST),Dfast,Fastax,fastDM,Fastp,FASTLO,FAST4,fastq,pFAST,FastNJ,BFAST,Fastqx,FastQ,FASTY,Fast−M,FastOC,FastQs,fast p,fastlo,FASTME,FAST17,FASTER,FASTED,FastR,fastas,fastaA,mFAST,FAST-m,FastqQ,EFAST,FastaQ,FastRR,FastSE,FAST5,FastAP,FASTAT,FASTEN,FastAI,FastaA,FASTTM,dfast,fastME,FastHC,XFAST,FAST-J,FAST58,FASTAQ,fastau,FASTSP,HFaST,fasta3,fastLA,FAST-R,RFAST,Fastme,FASTQS,iFAST,FASTCC,fastCN,Fasta3,FastMe,FastQC,Fasta-,FASTDP,FASTQ+,FASTEX,faster,FASTa,FastP,FastqC,FastFS,IFAST,FASTpp,FAST1,FastPD,DFAST,FastGT,fastJT,pfast,FASTS,FASTMM,aFAST,FAST-M,Rfast,fastr,oFAST,FastCF,FastKs,FAST2,Fastaq,fastqc,fastp5,Fast5,Fastx,fastBM,FastD,fastSW,fastqs,FAstQC,fastaq,FastX,FASTR,FAS,Kfast,Fastv,FastWV,FAST-s,Fast‐J,fastQ,Fast R,FASTC,Fastem,FASTQ,Fastqz,Fast-R,eFast,fastml,FASTQc,FastMG,FASTH,fastq_,Fast1,FASTer,PFAST,FaSTMM,Fastqs,FASTA3,FastM,fastx_,FFAST,fastp,FAST-X,BFast,FastML,Fast96,FastG,FASTA2,FastCo,Fastl,FastKL,FASTO,FASTIC,fas,FastME,fastAI,FASTAR,FASTQs,fastq2,FASTMG,FastA,FASTv4,FAST-Q,SFAST,FASTQC,fastER,fastX,Faster,FASTF,FASTA8,fastdp,Fast0,fastai,FAST21,Fastlo,MFAST,DFast,Bfast,fastg,FastER,TFAST,fastaQ,FAST11,FAST-O,FASTqc,FAST32,fastGC,iFast,FASTML,fastcc,FaSTER,FAST53,fasta,fastdm",,"Henry Wright,Tamara Wright,Ryan T. Pohlig,Scott E. Kasner,Jonathan Raser-Schramm,Darcy S. Reisman"
FAST,"https://cran.r-project.org/package=FAST.R,https://github.com/cran/bfast,https://github.com/cran/ace2fastq,https://pypi.org/project/fast/,https://github.com/bfast2/bfast,https://github.com/cran/colorfast,https://github.com/fastapi/fastapi,https://cran.r-project.org/package=ace2fastq,https://cran.r-project.org/package=colorfast,https://github.com/f-neri/FAST.R,https://github.com/cran/FAST.R,https://github.com/fastapi/full-stack-fastapi-template,https://github.com/coolbutuseless/colorfast,https://github.com/fastlane/fastlane,https://cran.r-project.org/package=breakfast,https://github.com/fastify/fastify,https://github.com/smistad/FAST,https://github.com/c5sire/ace2fastq,https://github.com/lm-sys/FastChat,https://cran.r-project.org/package=bfast,https://github.com/cran/breakfast,https://github.com/danijar/fast",10.1155/2015/450341,"Bayesian classifiers are used in the expectation-maximization (EM) segmentation methods which have been successfully implemented in several software packages used in the medical imaging community: SPM [2], FAST [3], FreeSurfer [21], and 3DSlicer [71]","FASTUS,Fastai,FastFT,FastMM,FastQС,FAAST,fasta2,FASTq,FastQS,jFAST,FastGC,FASTA,fastP,Fasta,mfast,FASTKs,fast5,Fast-Z,rfast,FASTP,FASTQX,FastaX,Fast.q,Fastqc,FASTX,fastap,QFAST,fastQc,AFAST,dFAST,(FAST,fast-q,FASST,fastx,Fast K,FastSG,FasTQC,FAST24,Fast*,FAST−M,fastQC,fastA,fastv,Fastr,FASTEC,fastep,FastHN,Fastec,FAST-3,eFAST,FasTag,FASTQZ,Fast-D,FastSP,FastQc,FASTSS,fastqz,FASTAs,FASTG,fastlm,bfast,FastCC,fasty,FASTmC,FAST®,FastAi,fast-S,FASTx,Fastq,fastme,FastDP,FASTM,FastGA,FASTRT,FAST),Dfast,Fastax,fastDM,Fastp,FASTLO,FAST4,fastq,pFAST,FastNJ,BFAST,Fastqx,FastQ,FASTY,Fast−M,FastOC,FastQs,fast p,fastlo,FASTME,FAST17,FASTER,FASTED,FastR,fastas,fastaA,mFAST,FAST-m,FastqQ,EFAST,FastaQ,FastRR,FastSE,FAST5,FastAP,FASTAT,FASTEN,FastAI,FastaA,FASTTM,dfast,fastME,FastHC,XFAST,FAST-J,FAST58,FASTAQ,fastau,FASTSP,HFaST,fasta3,fastLA,FAST-R,RFAST,Fastme,FASTQS,iFAST,FASTCC,fastCN,Fasta3,FastMe,FastQC,Fasta-,FASTDP,FASTQ+,FASTEX,faster,FASTa,FastP,FastqC,FastFS,IFAST,FASTpp,FAST1,FastPD,DFAST,FastGT,fastJT,pfast,FASTS,FASTMM,aFAST,FAST-M,Rfast,fastr,oFAST,FastCF,FastKs,FAST2,Fastaq,fastqc,fastp5,Fast5,Fastx,fastBM,FastD,fastSW,fastqs,FAstQC,fastaq,FastX,FASTR,FAS,Kfast,Fastv,FastWV,FAST-s,Fast‐J,fastQ,Fast R,FASTC,Fastem,FASTQ,Fastqz,Fast-R,eFast,fastml,FASTQc,FastMG,FASTH,fastq_,Fast1,FASTer,PFAST,FaSTMM,Fastqs,FASTA3,FastM,fastx_,FFAST,fastp,FAST-X,BFast,FastML,Fast96,FastG,FASTA2,FastCo,Fastl,FastKL,FASTO,FASTIC,fas,FastME,fastAI,FASTAR,FASTQs,fastq2,FASTMG,FastA,FASTv4,FAST-Q,SFAST,FASTQC,fastER,fastX,Faster,FASTF,FASTA8,fastdp,Fast0,fastai,FAST21,Fastlo,MFAST,DFast,Bfast,fastg,FastER,TFAST,fastaQ,FAST11,FAST-O,FASTqc,FAST32,fastGC,iFast,FASTML,fastcc,FaSTER,FAST53,fasta,fastdm",,"Ivana Despotović,Bart Goossens,Wilfried Philips"
pROC,"https://cran.r-project.org/package=ApacheLogProcessor,https://github.com/dalance/procs,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing,https://github.com/xrobin/pROC,https://pypi.org/project/proc/,https://github.com/cran/antaresProcessing,https://github.com/learnbyexample/Command-line-text-processing,https://github.com/cran/ApacheLogProcessor,https://cran.r-project.org/package=antaresProcessing,https://github.com/diogosmendonca/ApacheLogProcessor,https://cran.r-project.org/package=adproclus,https://github.com/cran/branchingprocess,https://github.com/symfony/process,https://github.com/cran/pROC,https://github.com/rte-antares-rpackage/antaresProcessing,https://github.com/EpiForeSITE/branchingprocess,https://cran.r-project.org/package=pROC,https://github.com/henry-heppe/adproclus,https://cran.r-project.org/package=branchingprocess,https://github.com/processing/processing,https://github.com/cran/adproclus",10.1371/journal.pone.0052021,Confidence intervals of the AUC were calculated by with library pROC [22].,"pROC R-package,Procto,PROCAP,R language pROC,R-package “pROC,Procs,ProcD,R ‘pROC,pROC r-package,pROC28,ProCCA,R package: pROC,Procam,ProCAD,pROC’,PROCOV,ProCEA,proc2d,PROCOM,procno,package “pROC,UProC,PROCSS,ProcB,ProCMF,Procee,ProCR,R function pROC,ProCOR,ProCEM,ProCAS,PROCR,ProCaM,ProCID,Procol,pROCR,ProcEx,PRROC,R packages pROC,ProCyc,PRO,R package ‘pROC’,ProCRC,PROCHO,PROCHE,R-package ‘pROC’,R pROC,R package (pROC),R package 'pROC',pro,R package ""pROC"",proc3d,IProc,Uproc,pROC package (Robin ),R “pROC,PROCOP,Proceq,R-Package pROC,ProcM,proc2p,r-package “pROC,BProc,pROC R,iProc,Proche,ProCon,ProCY,R package pROC,Procap,R package, pROC,ProCCT,PROCOS,PROCáN,proc2,ProCHO,JPROC,R ‘pROC’,R package of pROC,ProCan,R package pROC (R,Procom,ProCMD,R-package “pROC”,pROC36,PROCON,pROC package,R package “pROC,PPROC,nproc,SPROC,fproc,ProcA,R packages “pROC”,Proc2D,ProCT,R library pROC,R package (pROC,R-package pROC,pROC27,PROCAN,procfs,ProCor,ProCom,Procko,ProCAT,PROCIN,ProCam,UProc,Proc B,pROC R-package package,package pROC,pROC package of R,pROC59,Proc3,ProCt,Proc2d,R-package (pROC,R pROC package,pROC package for S+,R package “pROC”,ProCS,pROC23,ProCVT,R-package ‘pROC,Proc2,Proca,ProCF,pROC R package,R package of “pROC”,PROCAM,Pro,Procov,PROCSE,Bioconductor package pROC,ProCAP,Package pROC,pROC” R,pROC package for R i386,Sproc,PROCHe,Procel,r package ‘pROC,R package ‘pROC,pROC”,PROCAS,pRoc R,pROC3,pROCK,ProCo,R package pROC)",,"Shin Lin,Jeanna Kim,Mi‐Joung Lee,Leslie Roche,Nancy L. Yang,Philip S. Tsao,Stanley G. Rockson"
pROC,"https://cran.r-project.org/package=ApacheLogProcessor,https://github.com/dalance/procs,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing,https://github.com/xrobin/pROC,https://pypi.org/project/proc/,https://github.com/cran/antaresProcessing,https://github.com/learnbyexample/Command-line-text-processing,https://github.com/cran/ApacheLogProcessor,https://cran.r-project.org/package=antaresProcessing,https://github.com/diogosmendonca/ApacheLogProcessor,https://cran.r-project.org/package=adproclus,https://github.com/cran/branchingprocess,https://github.com/symfony/process,https://github.com/cran/pROC,https://github.com/rte-antares-rpackage/antaresProcessing,https://github.com/EpiForeSITE/branchingprocess,https://cran.r-project.org/package=pROC,https://github.com/henry-heppe/adproclus,https://cran.r-project.org/package=branchingprocess,https://github.com/processing/processing,https://github.com/cran/adproclus",10.3389/fgene.2021.656114,"R packages were used as follows: “pROC,” “TimeROC,” “survival,” “clusterProfiler’,” and “randomForestSRC.” The P values of the above analyses were all <0.05 as statistically significant.","pROC R-package,Procto,PROCAP,R language pROC,R-package “pROC,Procs,ProcD,R ‘pROC,pROC r-package,pROC28,ProCCA,R package: pROC,Procam,ProCAD,pROC’,PROCOV,ProCEA,proc2d,PROCOM,procno,package “pROC,UProC,PROCSS,ProcB,ProCMF,Procee,ProCR,R function pROC,ProCOR,ProCEM,ProCAS,PROCR,ProCaM,ProCID,Procol,pROCR,ProcEx,PRROC,R packages pROC,ProCyc,PRO,R package ‘pROC’,ProCRC,PROCHO,PROCHE,R-package ‘pROC’,R pROC,R package (pROC),R package 'pROC',pro,R package ""pROC"",proc3d,IProc,Uproc,pROC package (Robin ),R “pROC,PROCOP,Proceq,R-Package pROC,ProcM,proc2p,r-package “pROC,BProc,pROC R,iProc,Proche,ProCon,ProCY,R package pROC,Procap,R package, pROC,ProCCT,PROCOS,PROCáN,proc2,ProCHO,JPROC,R ‘pROC’,R package of pROC,ProCan,R package pROC (R,Procom,ProCMD,R-package “pROC”,pROC36,PROCON,pROC package,R package “pROC,PPROC,nproc,SPROC,fproc,ProcA,R packages “pROC”,Proc2D,ProCT,R library pROC,R package (pROC,R-package pROC,pROC27,PROCAN,procfs,ProCor,ProCom,Procko,ProCAT,PROCIN,ProCam,UProc,Proc B,pROC R-package package,package pROC,pROC package of R,pROC59,Proc3,ProCt,Proc2d,R-package (pROC,R pROC package,pROC package for S+,R package “pROC”,ProCS,pROC23,ProCVT,R-package ‘pROC,Proc2,Proca,ProCF,pROC R package,R package of “pROC”,PROCAM,Pro,Procov,PROCSE,Bioconductor package pROC,ProCAP,Package pROC,pROC” R,pROC package for R i386,Sproc,PROCHe,Procel,r package ‘pROC,R package ‘pROC,pROC”,PROCAS,pRoc R,pROC3,pROCK,ProCo,R package pROC)",R,"Bingzhou Guo,Hongliang Zhang,Jinliang Wang,Rilige Wu,Junyan Zhang,Qiqin Zhang,Lu Xu,Ming Shen,Zhibo Zhang,Fangyan Gu,Weiliang Zeng,Xiaodong Jia,Chengliang Yin"
pROC,"https://cran.r-project.org/package=ApacheLogProcessor,https://github.com/dalance/procs,https://github.com/WZMIAOMIAO/deep-learning-for-image-processing,https://github.com/xrobin/pROC,https://pypi.org/project/proc/,https://github.com/cran/antaresProcessing,https://github.com/learnbyexample/Command-line-text-processing,https://github.com/cran/ApacheLogProcessor,https://cran.r-project.org/package=antaresProcessing,https://github.com/diogosmendonca/ApacheLogProcessor,https://cran.r-project.org/package=adproclus,https://github.com/cran/branchingprocess,https://github.com/symfony/process,https://github.com/cran/pROC,https://github.com/rte-antares-rpackage/antaresProcessing,https://github.com/EpiForeSITE/branchingprocess,https://cran.r-project.org/package=pROC,https://github.com/henry-heppe/adproclus,https://cran.r-project.org/package=branchingprocess,https://github.com/processing/processing,https://github.com/cran/adproclus",10.1111/cns.13382,"Several R packages including ggplot2, survival, pheatmap, pROC, circlize, and corrgram were used for pictures drawing and statistical analysis in R software 3.4.3","pROC R-package,Procto,PROCAP,R language pROC,R-package “pROC,Procs,ProcD,R ‘pROC,pROC r-package,pROC28,ProCCA,R package: pROC,Procam,ProCAD,pROC’,PROCOV,ProCEA,proc2d,PROCOM,procno,package “pROC,UProC,PROCSS,ProcB,ProCMF,Procee,ProCR,R function pROC,ProCOR,ProCEM,ProCAS,PROCR,ProCaM,ProCID,Procol,pROCR,ProcEx,PRROC,R packages pROC,ProCyc,PRO,R package ‘pROC’,ProCRC,PROCHO,PROCHE,R-package ‘pROC’,R pROC,R package (pROC),R package 'pROC',pro,R package ""pROC"",proc3d,IProc,Uproc,pROC package (Robin ),R “pROC,PROCOP,Proceq,R-Package pROC,ProcM,proc2p,r-package “pROC,BProc,pROC R,iProc,Proche,ProCon,ProCY,R package pROC,Procap,R package, pROC,ProCCT,PROCOS,PROCáN,proc2,ProCHO,JPROC,R ‘pROC’,R package of pROC,ProCan,R package pROC (R,Procom,ProCMD,R-package “pROC”,pROC36,PROCON,pROC package,R package “pROC,PPROC,nproc,SPROC,fproc,ProcA,R packages “pROC”,Proc2D,ProCT,R library pROC,R package (pROC,R-package pROC,pROC27,PROCAN,procfs,ProCor,ProCom,Procko,ProCAT,PROCIN,ProCam,UProc,Proc B,pROC R-package package,package pROC,pROC package of R,pROC59,Proc3,ProCt,Proc2d,R-package (pROC,R pROC package,pROC package for S+,R package “pROC”,ProCS,pROC23,ProCVT,R-package ‘pROC,Proc2,Proca,ProCF,pROC R package,R package of “pROC”,PROCAM,Pro,Procov,PROCSE,Bioconductor package pROC,ProCAP,Package pROC,pROC” R,pROC package for R i386,Sproc,PROCHe,Procel,r package ‘pROC,R package ‘pROC,pROC”,PROCAS,pRoc R,pROC3,pROCK,ProCo,R package pROC)",R,"Ruoyu Huang,Guanzhang Li,Zheng Zhao,Fan Zeng,Kenan Zhang,Yanwei Liu,Kuanyu Wang,Huimin Hu"
Phoenix,"https://cran.r-project.org/package=phoenix,https://github.com/kasper/phoenix,https://github.com/phoenixframework/phoenix_live_view,https://github.com/cran/phoenics,https://cran.r-project.org/package=phoenics,https://cran.r-project.org/package=phenex,https://github.com/Arize-ai/phoenix,https://github.com/Yalantis/Phoenix,https://cran.r-project.org/package=phenopix,https://github.com/cran/phenopix,https://github.com/phoenixframework/phoenix,https://github.com/cran/phoenix,https://github.com/cran/phenex,https://github.com/CU-DBMI-Peds/phoenix",10.1002/psp4.12674,"Observed PK parameters were reported previously by Jobe et al., 2020 or estimated from the digitized mean concentration‐time profiles using noncompartmental analysis using Phoenix 8.1 (linear trapezoid method was employed)","Phoenix system,Phoenix datos,PHOENIKS,phoenix datos,Phoenix NLME,Phoenix-Spark,Phoenix® NLME,Phoenix Datos,phoenix helper,Phoenix,Phoenix®,phoenix,PHOENIx,Phoenics,Phoenix Tool),PHOENICS,Phoenix CGM,Phoenix),PhoeniX,Phoenix©,PHOENIX,PhoenixCare,PhoenixTM,Phoenix IVIVC,Phoenix NMLE®,Phoenix helper,phoenix system,Phoenix dato,Phoenix X,Phoenix eLBOW,Phoenix [UNK],Phoenix PK,Phoenix Tool,phoenix Elbow,Phoenix ICON,Phoenix64,Phoenix CTMS,Phoenix2,Phoenix 64",,"Olena Anoshchenko,Mark A. Milad,Jashvant D. Unadkat"
Phoenix,"https://cran.r-project.org/package=phoenix,https://github.com/kasper/phoenix,https://github.com/phoenixframework/phoenix_live_view,https://github.com/cran/phoenics,https://cran.r-project.org/package=phoenics,https://cran.r-project.org/package=phenex,https://github.com/Arize-ai/phoenix,https://github.com/Yalantis/Phoenix,https://cran.r-project.org/package=phenopix,https://github.com/cran/phenopix,https://github.com/phoenixframework/phoenix,https://github.com/cran/phoenix,https://github.com/cran/phenex,https://github.com/CU-DBMI-Peds/phoenix",10.1038/s41598-018-21125-2,"The pharmacokinetic (PK) parameters were calculated from the concentration-time data using the non-compartmental analysis tool of Phoenix software (version 6.3, Certara, USA)","Phoenix system,Phoenix datos,PHOENIKS,phoenix datos,Phoenix NLME,Phoenix-Spark,Phoenix® NLME,Phoenix Datos,phoenix helper,Phoenix,Phoenix®,phoenix,PHOENIx,Phoenics,Phoenix Tool),PHOENICS,Phoenix CGM,Phoenix),PhoeniX,Phoenix©,PHOENIX,PhoenixCare,PhoenixTM,Phoenix IVIVC,Phoenix NMLE®,Phoenix helper,phoenix system,Phoenix dato,Phoenix X,Phoenix eLBOW,Phoenix [UNK],Phoenix PK,Phoenix Tool,phoenix Elbow,Phoenix ICON,Phoenix64,Phoenix CTMS,Phoenix2,Phoenix 64",,"Rao Mukkavilli,Chunhua Yang,Reenu Singh Tanwar,Roopali Saxena,Sushma R. Gundala,Yingyi Zhang,Ahmed Ghareeb,Stephan D. Floyd,Vangala Subrahmanyam,Wei‐Wen Kuo,Padmashree C.G. Rida,Ritu Aneja"
Phoenix,"https://cran.r-project.org/package=phoenix,https://github.com/kasper/phoenix,https://github.com/phoenixframework/phoenix_live_view,https://github.com/cran/phoenics,https://cran.r-project.org/package=phoenics,https://cran.r-project.org/package=phenex,https://github.com/Arize-ai/phoenix,https://github.com/Yalantis/Phoenix,https://cran.r-project.org/package=phenopix,https://github.com/cran/phenopix,https://github.com/phoenixframework/phoenix,https://github.com/cran/phoenix,https://github.com/cran/phenex,https://github.com/CU-DBMI-Peds/phoenix",10.1186/s40425-018-0422-y,Noncompartmental PK analysis and PK/PD modeling were conducted with Phoenix and NONMEM programs,"Phoenix system,Phoenix datos,PHOENIKS,phoenix datos,Phoenix NLME,Phoenix-Spark,Phoenix® NLME,Phoenix Datos,phoenix helper,Phoenix,Phoenix®,phoenix,PHOENIx,Phoenics,Phoenix Tool),PHOENICS,Phoenix CGM,Phoenix),PhoeniX,Phoenix©,PHOENIX,PhoenixCare,PhoenixTM,Phoenix IVIVC,Phoenix NMLE®,Phoenix helper,phoenix system,Phoenix dato,Phoenix X,Phoenix eLBOW,Phoenix [UNK],Phoenix PK,Phoenix Tool,phoenix Elbow,Phoenix ICON,Phoenix64,Phoenix CTMS,Phoenix2,Phoenix 64",,
PharmPow,"https://github.com/immunogenomics/harmony,https://github.com/cran/arrow,https://github.com/apache/arrow,https://github.com/cran/harmony,https://github.com/cran/PharmPow,https://cran.r-project.org/package=harmony,https://cran.r-project.org/package=arrow",10.1208/s12248-014-9641-4,"An R-package was developed (PharmPow, available on the Comprehensive R Archive Network (CRAN), http://cran.r-project.org/web/packages/PharmPow/PharmPow.pdf) and used for these calculations",Pharm,R,"Frank Kloprogge,J. A. Simpson,Nicholas P. J. Day,Nicholas J. White,Joel Tärning"
SAINT,"https://github.com/cran/SiFINeT,https://cran.r-project.org/package=SiFINeT,https://pypi.org/project/saint/,https://github.com/i-saint/Unity5Effects,https://github.com/canyi-chen/SIT,https://github.com/cran/SKAT,https://cran.r-project.org/package=SKAT,https://github.com/SAINTProtein/SAINT,https://cran.r-project.org/package=hySAINT,https://github.com/cran/hySAINT,https://github.com/saint-13/Linux_Dynamic_Wallpapers,https://github.com/tiagorlampert/sAINT,https://github.com/deletescape/SAINT,https://github.com/cran/SIT,https://github.com/GraphSAINT/GraphSAINT,https://github.com/TylerTemp/SaintsField,https://cran.r-project.org/package=SIT",10.1107/S1600536811018654,"Data collection: APEX2 (Bruker, 2009 ▶); cell refinement: SAINT (Bruker, 2009 ▶); data reduction: SAINT; program(s) used to solve structure: SHELXS97 (Sheldrick, 2008 ▶); program(s) used to refine structure: SHELXL97 (Sheldrick, 2008 ▶); molecular graphics: ORTEP-3 (Farrugia, 1997 ▶) and DIAMOND (Brandenburg, 1998 ▶); software used to prepare material for publication: SHELXL97.","SAINT+,SAINT48,ASAINT,SAINT-NT,SAINT49,SAINTplus,SaintPhd,SAINTEX,SAINT-PhD,SAINT-MS1,SaintPlus,SAINTv8,SAINT +,SaintPhD,SAINT32,Saint+,SAINT65,SAIN,SAINTi,SAINTq,Saint24,SAINT I,SAINTPLUS,SAINT28,SAINT2,SAINT35,SAINT)",,"Hong Dae Choi,Pil Ja Seo,Byeng Wha Son,Uk Lee"
SAINT,"https://github.com/cran/SiFINeT,https://cran.r-project.org/package=SiFINeT,https://pypi.org/project/saint/,https://github.com/i-saint/Unity5Effects,https://github.com/canyi-chen/SIT,https://github.com/cran/SKAT,https://cran.r-project.org/package=SKAT,https://github.com/SAINTProtein/SAINT,https://cran.r-project.org/package=hySAINT,https://github.com/cran/hySAINT,https://github.com/saint-13/Linux_Dynamic_Wallpapers,https://github.com/tiagorlampert/sAINT,https://github.com/deletescape/SAINT,https://github.com/cran/SIT,https://github.com/GraphSAINT/GraphSAINT,https://github.com/TylerTemp/SaintsField,https://cran.r-project.org/package=SIT",10.1107/S1600536809024301,"Data collection: SMART (Bruker, 2000 ▶); cell refinement: SAINT (Bruker, 2000 ▶); data reduction: SAINT; program(s) used to solve structure: SHELXS97 (Sheldrick, 2008 ▶); program(s) used to refine structure: SHELXL97 (Sheldrick, 2008 ▶); molecular graphics: ORTEP-3 for Windows (Farrugia, 1997 ▶); software used to prepare material for publication: WinGX (Farrugia, 1999 ▶).","SAINT+,SAINT48,ASAINT,SAINT-NT,SAINT49,SAINTplus,SaintPhd,SAINTEX,SAINT-PhD,SAINT-MS1,SaintPlus,SAINTv8,SAINT +,SaintPhD,SAINT32,Saint+,SAINT65,SAIN,SAINTi,SAINTq,Saint24,SAINT I,SAINTPLUS,SAINT28,SAINT2,SAINT35,SAINT)",,"Yanzhu Liu,Yongxiu Li,Ling Zhang,Xia Li"
SAINT,"https://github.com/cran/SiFINeT,https://cran.r-project.org/package=SiFINeT,https://pypi.org/project/saint/,https://github.com/i-saint/Unity5Effects,https://github.com/canyi-chen/SIT,https://github.com/cran/SKAT,https://cran.r-project.org/package=SKAT,https://github.com/SAINTProtein/SAINT,https://cran.r-project.org/package=hySAINT,https://github.com/cran/hySAINT,https://github.com/saint-13/Linux_Dynamic_Wallpapers,https://github.com/tiagorlampert/sAINT,https://github.com/deletescape/SAINT,https://github.com/cran/SIT,https://github.com/GraphSAINT/GraphSAINT,https://github.com/TylerTemp/SaintsField,https://cran.r-project.org/package=SIT",10.1107/S1600536811026663,"Data collection: SMART (Bruker, 2007 ▶); cell refinement: SAINT (Bruker, 2007 ▶); data reduction: SAINT; program(s) used to solve structure: SHELXS97 (Sheldrick, 2008 ▶); program(s) used to refine structure: SHELXL97 (Sheldrick, 2008 ▶); molecular graphics: SHELXTL (Sheldrick, 2008 ▶); software used to prepare material for publication: SHELXTL.","SAINT+,SAINT48,ASAINT,SAINT-NT,SAINT49,SAINTplus,SaintPhd,SAINTEX,SAINT-PhD,SAINT-MS1,SaintPlus,SAINTv8,SAINT +,SaintPhD,SAINT32,Saint+,SAINT65,SAIN,SAINTi,SAINTq,Saint24,SAINT I,SAINTPLUS,SAINT28,SAINT2,SAINT35,SAINT)",,"Kun Huang,Bin-Xin Du,Changlu Liu"
Repetier-Host,"https://github.com/repetier/Repetier-Host-Mac,https://github.com/cran/Rrepest,https://github.com/CMDann/repetier-host-1405,https://github.com/tojoshua/Repetier-Host,https://cran.r-project.org/package=Rrepest,https://github.com/eMotion-Tech/uDeltaPlugin_for_Repetier_Host,https://github.com/InlineTwin/Repetier-Host,https://github.com/cran/pretest,https://cran.r-project.org/package=pretest",10.3390/ph13110337,"The ram speed and the chamber temperature were controlled by Repetier-Host 2.0.1 software (Hotword GmbH, Germany); the matrix dimension (5 cm × 2.5 cm × 50 μm), and the number per each print were designed by using 3D builder v18 (Microsoft Inc, USA)","Repetier,repetier,Repetir-Host,Repetier-Host,RepetierHost,Repetier–Host,repetier-Host,Repetier Host,Repetier host,Repetier-Host Kisslicer",,"Antonella Casiraghi,Umberto M. Musazzi,Giorgio Centin,Silvia Franzé,Paola Minghetti"
Repetier-Host,"https://github.com/repetier/Repetier-Host-Mac,https://github.com/cran/Rrepest,https://github.com/CMDann/repetier-host-1405,https://github.com/tojoshua/Repetier-Host,https://cran.r-project.org/package=Rrepest,https://github.com/eMotion-Tech/uDeltaPlugin_for_Repetier_Host,https://github.com/InlineTwin/Repetier-Host,https://github.com/cran/pretest,https://cran.r-project.org/package=pretest",10.3390/ma13092023,"The host computer uses the Repetier-Host software to load the G-code obtained from the Python-unsupported slicing module into the software, and it uses output G-code to communicate with the motion control module of our embed system","Repetier,repetier,Repetir-Host,Repetier-Host,RepetierHost,Repetier–Host,repetier-Host,Repetier Host,Repetier host,Repetier-Host Kisslicer",Python,"Qingxi Hu,Die Feng,Haiguang Zhang,Yuan Yao,Mohamed Aburaia,Herfried Lammer"
Repetier-Host,"https://github.com/repetier/Repetier-Host-Mac,https://github.com/cran/Rrepest,https://github.com/CMDann/repetier-host-1405,https://github.com/tojoshua/Repetier-Host,https://cran.r-project.org/package=Rrepest,https://github.com/eMotion-Tech/uDeltaPlugin_for_Repetier_Host,https://github.com/InlineTwin/Repetier-Host,https://github.com/cran/pretest,https://cran.r-project.org/package=pretest",10.3390/s18041298,"The laptop offers G-codes for the delta 3D printer through Repetier-Host (a slicing software) and collects the output data from the attitude sensor via an upper monitor, where the calibration of the attitude sensor, the observation of real-time data and the adjustment of the sampling frequency can be implemented","Repetier,repetier,Repetir-Host,Repetier-Host,RepetierHost,Repetier–Host,repetier-Host,Repetier Host,Repetier host,Repetier-Host Kisslicer",,"Kun He,Zhijun Yang,Yun Bai,Jianyu Long,Chuan Li"
SWOT,"https://github.com/ze/swot,https://pypi.org/project/swot/,https://github.com/AguaClara/SWOT,https://github.com/jimmyjacobson/swot,https://github.com/leereilly/swot,https://github.com/CNES/swot-hydrology-toolbox,https://github.com/cran/WOTPLY,https://cran.r-project.org/package=WOTPLY,https://github.com/mdwheele/swotphp,https://github.com/mitxela/swotGB",10.3390/s21186134,SWOT analysis of the digitalization level of ports or terminals.,"SWOT3,SWOT-B,SWoT-O,SWOTd,SWOTs,dSWOT,SWO",,"Vytautas Paulauskas,Ludmiła Filina-Dawidowicz,Donatas Paulauskas"
