name,ground truth,candidate_urls,doi,paragraph,synonyms,language,authors
vhica,,"https://github.com/TechHub2023/Vhicalinfo,https://github.com/mleguet/vhica2.0,https://github.com/cran/via,https://cran.r-project.org/package=vhica,https://github.com/lerouzic/vhica,https://github.com/cran/ica,https://cran.r-project.org/web/packages/vhica/index.html,https://github.com/cran/vhica,https://cran.r-project.org/package=via,https://cran.r-project.org/package=vita,https://github.com/adamkocsis/via,https://github.com/cran/vita,https://cran.r-project.org/package=ica,https://github.com/yesenvidnath/VhicalVendingApplicaiton",10.6026/97320630017479,"""The ENC values of the S, M, L segments of the CCHF virus were calculated in R Studio programming software, """"vhica"""" library [13]""",,R,Mallikarjun S Beelagi
HH,,"https://github.com/crazycapivara/graphhopper-r,https://cran.r-project.org/package=graphhopper,https://cran.r-project.org/web/packages/HH/index.html,https://github.com/facebook/hhvm,https://github.com/anthropics/hh-rlhf,https://github.com/cran/graphhopper,https://github.com/cran/HH,https://cran.r-project.org/package=hhi,https://cran.r-project.org/package=BHH2,https://github.com/lightory/HHRouter,https://github.com/cran/hhh4contacts,https://pypi.org/project/hh/,https://cran.r-project.org/package=hhh4contacts,https://github.com/cran/hhi,https://github.com/face-hh/webx,https://github.com/gtors/hh,https://github.com/cran/BHH2,https://cran.r-project.org/package=HH,https://github.com/face-hh/griddycode",10.1371/journal.pone.0186285,Statements evaluated with a forced Likert scale were plotted using package “HH” [23] in the open-source software program R [24].,"R package ‘HH’,package HH,r package HH,R package HH,R library HH,R package “HH”,R package “HH,HH package",R,"Nicola J. Mitchell,Maggie D. Triska,Andrea Liberatore,Linden Ashcroft,Richard Weatherill,Nancy Longnecker"
HH,,"https://github.com/crazycapivara/graphhopper-r,https://cran.r-project.org/package=graphhopper,https://cran.r-project.org/web/packages/HH/index.html,https://github.com/facebook/hhvm,https://github.com/anthropics/hh-rlhf,https://github.com/cran/graphhopper,https://github.com/cran/HH,https://cran.r-project.org/package=hhi,https://cran.r-project.org/package=BHH2,https://github.com/lightory/HHRouter,https://github.com/cran/hhh4contacts,https://pypi.org/project/hh/,https://cran.r-project.org/package=hhh4contacts,https://github.com/cran/hhi,https://github.com/face-hh/webx,https://github.com/gtors/hh,https://github.com/cran/BHH2,https://cran.r-project.org/package=HH,https://github.com/face-hh/griddycode",10.1093/aobpla/ply009,Covariates were then checked for multicolinearity using the variance inflation factor (function ‘vif’ in package ‘HH’; Heiberg 2016),"R package ‘HH’,package HH,r package HH,R package HH,R library HH,R package “HH”,R package “HH,HH package",,"Tina Heger,Gabriele Nikles,Brooke S. Jacobs"
HH,,"https://github.com/crazycapivara/graphhopper-r,https://cran.r-project.org/package=graphhopper,https://cran.r-project.org/web/packages/HH/index.html,https://github.com/facebook/hhvm,https://github.com/anthropics/hh-rlhf,https://github.com/cran/graphhopper,https://github.com/cran/HH,https://cran.r-project.org/package=hhi,https://cran.r-project.org/package=BHH2,https://github.com/lightory/HHRouter,https://github.com/cran/hhh4contacts,https://pypi.org/project/hh/,https://cran.r-project.org/package=hhh4contacts,https://github.com/cran/hhi,https://github.com/face-hh/webx,https://github.com/gtors/hh,https://github.com/cran/BHH2,https://cran.r-project.org/package=HH,https://github.com/face-hh/griddycode",10.1186/s12859-019-3019-7,"To keep HH-suite sustainable and expandable in the longer term, we extensively refactored code by improving code reuse with the help of new classes with inheritance, replacing POSIX threads (pthreads) with OpenMP parallelization, removing global variables, moving from make to cmake, and moving the HH-suite project to GitHub (https://github.com/soedinglab/hh-suite)","R package ‘HH’,package HH,r package HH,R package HH,R library HH,R package “HH”,R package “HH,HH package",,"Martin Steinegger,Markus Meier,Milot Mirdita,Harald Vöhringer,Stephan J. Haunsberger,Johannes Söding"
HH,,"https://github.com/crazycapivara/graphhopper-r,https://cran.r-project.org/package=graphhopper,https://cran.r-project.org/web/packages/HH/index.html,https://github.com/facebook/hhvm,https://github.com/anthropics/hh-rlhf,https://github.com/cran/graphhopper,https://github.com/cran/HH,https://cran.r-project.org/package=hhi,https://cran.r-project.org/package=BHH2,https://github.com/lightory/HHRouter,https://github.com/cran/hhh4contacts,https://pypi.org/project/hh/,https://cran.r-project.org/package=hhh4contacts,https://github.com/cran/hhi,https://github.com/face-hh/webx,https://github.com/gtors/hh,https://github.com/cran/BHH2,https://cran.r-project.org/package=HH,https://github.com/face-hh/griddycode",10.5334/aogh.2809,"For the Training Needs Assessment (TNA), a parametric T-test, using GraphPad, was employed to explore the statistically significant difference between score A (importance of activity to job) and score B (ability of respondent to perform the activity), as recommended by the HH tool authors [1718]","R package ‘HH’,package HH,r package HH,R package HH,R library HH,R package “HH”,R package “HH,HH package",,"Zahi Abdul‐Sater,Elsa Kobeissi,Marilyne Menassa,Talar Telvizian,Deborah Mukherji"
HH,,"https://github.com/crazycapivara/graphhopper-r,https://cran.r-project.org/package=graphhopper,https://cran.r-project.org/web/packages/HH/index.html,https://github.com/facebook/hhvm,https://github.com/anthropics/hh-rlhf,https://github.com/cran/graphhopper,https://github.com/cran/HH,https://cran.r-project.org/package=hhi,https://cran.r-project.org/package=BHH2,https://github.com/lightory/HHRouter,https://github.com/cran/hhh4contacts,https://pypi.org/project/hh/,https://cran.r-project.org/package=hhh4contacts,https://github.com/cran/hhi,https://github.com/face-hh/webx,https://github.com/gtors/hh,https://github.com/cran/BHH2,https://cran.r-project.org/package=HH,https://github.com/face-hh/griddycode",10.3390/s16060804,"Then, based on the location coordinates, network connectivity scheme and deployment methodology, the installation and configuration process is assisted by means of the CMT-HH, while the operational release is finally verified by the CMT web application, which registers and presents the output models of the in-field commissioning activities for further system optimization and feedback analysis.","R package ‘HH’,package HH,r package HH,R package HH,R library HH,R package “HH”,R package “HH,HH package",,"Christos Antonopoulos,Katerina Asimogloy,Sarah Chiti,L. D’Onofrio,Simone Gianfranceschi,Danping He,Antonio Iodice,Stavros Koubias,Christos Koulamas,Luciano Lavagno,Mihai T. Lazarescu,Gabriel Mujica,George Papadopoulos,Jorge Portilla,L. M. Redondo,Daniele Riccio,Teresa Riesgo,Daniel Rodríguez Rodríguez,Giuseppe Ruello,Vasilis Samoladas,Tsenka Stoyanova,Gerasimos Touliatos,Angela Valvo,Georgia Vlahoy"
locfit,,"https://github.com/clearlinux-pkgs/R-locfit,https://github.com/OpenMandrivaAssociation/R-locfit,https://github.com/mlfit/mlfit,https://github.com/cran/locits,https://github.com/cran/mlfit,https://cran.r-project.org/package=mlfit,https://cran.r-project.org/package=locfit,https://github.com/cran/locfit,https://cran.r-project.org/package=conicfit,https://cran.r-project.org/package=locits,https://github.com/conda-forge/r-locfit-feedstock,https://github.com/brian-lau/locfit,https://github.com/cran/conicfit,https://cran.r-project.org/web/packages/locfit/index.html",10.1371/journal.pone.0075029,Parameters’ posterior distributions were estimated using a local linear regression method [58] and plotted in R using the package locfit [59],"R CRAN package locfit,locfit23,R package ‘locfit,locfit R,R locfit,R package “locfit”,Locfit30,R package locfit,locfit R package",R,"Olivier Lepais,Serge Müller,Samia Ben Saad-Limam,Mohamed Benslama,Laïla Rhazi,Djamila Belouahem-Abed,Amina Daoud-Bouattour,Amor Mokhtar Gammar,Zeineb Ghrabi‐Gammar,Cécile Fanny Emilie Bacles"
locfit,,"https://github.com/clearlinux-pkgs/R-locfit,https://github.com/OpenMandrivaAssociation/R-locfit,https://github.com/mlfit/mlfit,https://github.com/cran/locits,https://github.com/cran/mlfit,https://cran.r-project.org/package=mlfit,https://cran.r-project.org/package=locfit,https://github.com/cran/locfit,https://cran.r-project.org/package=conicfit,https://cran.r-project.org/package=locits,https://github.com/conda-forge/r-locfit-feedstock,https://github.com/brian-lau/locfit,https://github.com/cran/conicfit,https://cran.r-project.org/web/packages/locfit/index.html",10.1093/aje/kwy114,"We directly estimated seroprevalence according to age from the IgG serological data using a nonparametric model with local polynomial estimators, given its flexibility in allowing nonmonotonicity (“locfit” library (26) in R (R Foundation for Statistical Computing, Vienna, Austria)) (16) (see Web Appendix 1, Web Figure 1, available at https://academic.oup.com/aje for details)","R CRAN package locfit,locfit23,R package ‘locfit,locfit R,R locfit,R package “locfit”,Locfit30,R package locfit,locfit R package",R,"Amy K. Winter,Amy Wesolowski,Keitly Mensah,Miora Bruna Ramamonjiharisoa,A Randriamanantena,Richter Razafindratsimandresy,Simon Cauchemez,Justin Lessler,Matt Ferrari,Christine Metcalf,Jean‐Michel Héraud"
locfit,,"https://github.com/clearlinux-pkgs/R-locfit,https://github.com/OpenMandrivaAssociation/R-locfit,https://github.com/mlfit/mlfit,https://github.com/cran/locits,https://github.com/cran/mlfit,https://cran.r-project.org/package=mlfit,https://cran.r-project.org/package=locfit,https://github.com/cran/locfit,https://cran.r-project.org/package=conicfit,https://cran.r-project.org/package=locits,https://github.com/conda-forge/r-locfit-feedstock,https://github.com/brian-lau/locfit,https://github.com/cran/conicfit,https://cran.r-project.org/web/packages/locfit/index.html",10.1038/s41598-020-77162-3,We interpolated locfit output using interp1.m function and applied z-score normalization to get the normalized density per cortical state per second,"R CRAN package locfit,locfit23,R package ‘locfit,locfit R,R locfit,R package “locfit”,Locfit30,R package locfit,locfit R package",,"Sijia Gao,Diany Paola Calderon"
locfit,,"https://github.com/clearlinux-pkgs/R-locfit,https://github.com/OpenMandrivaAssociation/R-locfit,https://github.com/mlfit/mlfit,https://github.com/cran/locits,https://github.com/cran/mlfit,https://cran.r-project.org/package=mlfit,https://cran.r-project.org/package=locfit,https://github.com/cran/locfit,https://cran.r-project.org/package=conicfit,https://cran.r-project.org/package=locits,https://github.com/conda-forge/r-locfit-feedstock,https://github.com/brian-lau/locfit,https://github.com/cran/conicfit,https://cran.r-project.org/web/packages/locfit/index.html",10.1002/jrsm.1185,"As there is some variability due to the random sampling, we used the R (R Core Team, 2012) package locfit (Loader, 2012) to smoothly estimate the mean","R CRAN package locfit,locfit23,R package ‘locfit,locfit R,R locfit,R package “locfit”,Locfit30,R package locfit,locfit R package",R,"Elena Kulinskaya,Richard Huggins,Samson Henry Dogo"
locfit,,"https://github.com/clearlinux-pkgs/R-locfit,https://github.com/OpenMandrivaAssociation/R-locfit,https://github.com/mlfit/mlfit,https://github.com/cran/locits,https://github.com/cran/mlfit,https://cran.r-project.org/package=mlfit,https://cran.r-project.org/package=locfit,https://github.com/cran/locfit,https://cran.r-project.org/package=conicfit,https://cran.r-project.org/package=locits,https://github.com/conda-forge/r-locfit-feedstock,https://github.com/brian-lau/locfit,https://github.com/cran/conicfit,https://cran.r-project.org/web/packages/locfit/index.html",10.18632/aging.102925,"Statistical analyses were performed using R (Version 3.5.1, R Core Team 2018 [88]; locfit package version 1.5-9.1 [89]; ggplot2 package [90] for visualizations) with α set to 0.05.","R CRAN package locfit,locfit23,R package ‘locfit,locfit R,R locfit,R package “locfit”,Locfit30,R package locfit,locfit R package",R,"Melina Hehl,Stephan P. Swinnen,Koen Cuypers"
varSel,,"https://github.com/rdiaz02/varSelRF,https://github.com/cran/GlarmaVarSel,https://github.com/cran/LCAvarsel,https://cran.r-project.org/package=GlarmaVarSel,https://github.com/timss/fastlege-varsel,https://cran.r-project.org/package=clustvarsel,https://github.com/cran/clustvarsel,https://cran.r-project.org/package=LCAvarsel,https://github.com/Foxboron/KonkursVarsel,https://github.com/cran/varSel,https://cran.r-project.org/package=BayesVarSel,https://github.com/jpiironen/rstan-varsel,https://cran.r-project.org/web/packages/varSel/index.html,https://github.com/comodin19/BayesVarSel,https://cran.r-project.org/package=varSel,https://github.com/topipa/gp-varsel-kl-var,https://github.com/cran/BayesVarSel",10.1002/ece3.6786,"Whereas these methods aim at identifying the best subset of the available variables, our implementations address different problems: varSel removes variables to reduce collinearity, and reduceVar removes variables that contribute least to the model to increase parsimony","varSelRf,varSelRF R,VarSelect,VARS,varSelMD,varSelfRF,VarSeq,VARSELEC,VarSelRF,VarS,VarSelfRF,VarSelRF R,R package varSel,VarSelLCM R,VarSelLCM,varSelRF,VarSelRF)",,"Sergio Vignali,Arnaud Barras,Raphaël Arlettaz,Veronika Braunisch"
mvmeta,,"https://github.com/dgbonett/vcmeta,https://github.com/cran/vcmeta,https://github.com/timbulwidodostp/mvmeta,https://github.com/timbulwidodostp/mixmeta_mvmeta,https://github.com/cran/mvtmeta,https://cran.r-project.org/package=mvtmeta,https://github.com/UCL/mvmeta,https://cran.r-project.org/package=mvmeta,https://github.com/gasparrini/mvmeta,https://github.com/cran/mvmeta,https://cran.r-project.org/package=mmeta,https://cran.r-project.org/package=vcmeta,https://github.com/cran/mmeta,https://cran.r-project.org/web/packages/mvmeta/index.html",10.1016/j.mex.2020.100834,"Stata code for fitting the model is presented in the Appendix using mvmeta which performs inferences based on either Maximum Likelihood (ML9), the Restricted Maximum Likelihood (REML10) or the multivariate method of moments (MM11), which is the method of choice due to its non-iterative nature [12].","R package “mvmeta,R package mvmeta,MVME,mvmeta1,s mvmeta,mvmeta_make,R package mvmeta (R Foundation for Statistical Computing),R mvmeta",,"Konstantina E. Vennou,Daniele Piovani,Panagiota I. Kontou,Stefanos Bonovas,Pantelis G. Bagos"
mvmeta,,"https://github.com/dgbonett/vcmeta,https://github.com/cran/vcmeta,https://github.com/timbulwidodostp/mvmeta,https://github.com/timbulwidodostp/mixmeta_mvmeta,https://github.com/cran/mvtmeta,https://cran.r-project.org/package=mvtmeta,https://github.com/UCL/mvmeta,https://cran.r-project.org/package=mvmeta,https://github.com/gasparrini/mvmeta,https://github.com/cran/mvmeta,https://cran.r-project.org/package=mmeta,https://cran.r-project.org/package=vcmeta,https://github.com/cran/mmeta,https://cran.r-project.org/web/packages/mvmeta/index.html",10.7717/peerj.1461,"The network meta-analysis was conducted using STATA network package and mvmeta (Higgins et al., 2012; White, 2011) (The STATA .do file for HbA1 is presented in Supplementary Document—Statistical Analyses)","R package “mvmeta,R package mvmeta,MVME,mvmeta1,s mvmeta,mvmeta_make,R package mvmeta (R Foundation for Statistical Computing),R mvmeta",,"Martin Downes,Emilie Bettington,Jenny E. Gunton,Erika Turkstra"
mvmeta,,"https://github.com/dgbonett/vcmeta,https://github.com/cran/vcmeta,https://github.com/timbulwidodostp/mvmeta,https://github.com/timbulwidodostp/mixmeta_mvmeta,https://github.com/cran/mvtmeta,https://cran.r-project.org/package=mvtmeta,https://github.com/UCL/mvmeta,https://cran.r-project.org/package=mvmeta,https://github.com/gasparrini/mvmeta,https://github.com/cran/mvmeta,https://cran.r-project.org/package=mmeta,https://cran.r-project.org/package=vcmeta,https://github.com/cran/mmeta,https://cran.r-project.org/web/packages/mvmeta/index.html",10.1371/journal.pone.0243865,"A random-effects NMA based on a frequentist framework was performed using STATA software (version 15; StataCorp LP, College Station, TX) based on mvmeta with NMA graphical tools developed by Chaimani and colleagues [26].","R package “mvmeta,R package mvmeta,MVME,mvmeta1,s mvmeta,mvmeta_make,R package mvmeta (R Foundation for Statistical Computing),R mvmeta",,"Yejin Cho,Geun Joo Choi,Eun Jin Ahn,Hyun Kang"
mvmeta,,"https://github.com/dgbonett/vcmeta,https://github.com/cran/vcmeta,https://github.com/timbulwidodostp/mvmeta,https://github.com/timbulwidodostp/mixmeta_mvmeta,https://github.com/cran/mvtmeta,https://cran.r-project.org/package=mvtmeta,https://github.com/UCL/mvmeta,https://cran.r-project.org/package=mvmeta,https://github.com/gasparrini/mvmeta,https://github.com/cran/mvmeta,https://cran.r-project.org/package=mmeta,https://cran.r-project.org/package=vcmeta,https://github.com/cran/mmeta,https://cran.r-project.org/web/packages/mvmeta/index.html",10.1186/s12872-019-1165-5,Network meta-analysis was conducted using the mvmeta software package in STATA14 software,"R package “mvmeta,R package mvmeta,MVME,mvmeta1,s mvmeta,mvmeta_make,R package mvmeta (R Foundation for Statistical Computing),R mvmeta",,"Jianchao Zhang,Junnan Tang,Xiaolin Cui,Bo Wang,Mengsen Bu,Yan Bai,Kai Wang,Jiacheng Guo,Deliang Shen,Jinying Zhang"
