name,candidate_urls,doi,paragraph,synonyms,language,authors
BioMark,https://github.com/cran/BioMark,10.1186/1471-2164-13-521,"Genotype calling was carried out using the SDS 2.3 software (Life Technologies, Carlsbad California) or the BioMark 3.0.2 software (Fluidigm, South San Francisco, California)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Meredith V. Everett,Michael R. Miller,James E. Seeb"
BioMark,https://github.com/markwk/awesome-biomarkers,10.1186/1471-2164-13-521,"Genotype calling was carried out using the SDS 2.3 software (Life Technologies, Carlsbad California) or the BioMark 3.0.2 software (Fluidigm, South San Francisco, California)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Meredith V. Everett,Michael R. Miller,James E. Seeb"
BioMark,https://cran.r-project.org/package=optBiomarker,10.1186/1471-2164-13-521,"Genotype calling was carried out using the SDS 2.3 software (Life Technologies, Carlsbad California) or the BioMark 3.0.2 software (Fluidigm, South San Francisco, California)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Meredith V. Everett,Michael R. Miller,James E. Seeb"
BioMark,https://github.com/spiros/ukb-biomarker-phenotypes,10.1186/1471-2164-13-521,"Genotype calling was carried out using the SDS 2.3 software (Life Technologies, Carlsbad California) or the BioMark 3.0.2 software (Fluidigm, South San Francisco, California)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Meredith V. Everett,Michael R. Miller,James E. Seeb"
BioMark,https://github.com/cran/optBiomarker,10.1186/1471-2164-13-521,"Genotype calling was carried out using the SDS 2.3 software (Life Technologies, Carlsbad California) or the BioMark 3.0.2 software (Fluidigm, South San Francisco, California)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Meredith V. Everett,Michael R. Miller,James E. Seeb"
BioMark,https://github.com/NoTranslationLayer/biomarkerdash,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/AIM-Harvard/foundation-cancer-image-biomarker,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://cran.r-project.org/package=RMark,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://cran.r-project.org/package=NNTbiomarker,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/cran/NNTbiomarker,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://cran.r-project.org/web/packages/BioMark/index.html,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/cran/ICBioMark,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/ELELAB/CAncer-bioMarker-Prediction-Pipeline-CAMPP,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://cran.r-project.org/package=ICBioMark,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/cran/RMark,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/cran/BioMark,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/markwk/awesome-biomarkers,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://cran.r-project.org/package=optBiomarker,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/spiros/ukb-biomarker-phenotypes,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/cran/optBiomarker,10.1534/g3.115.020222,"Genotypes were called using the BioMark software v3.0.2 (Fluidigm, South San Francisco, CA)","Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Morten T. Limborg,Ryan K. Waples,Fred W. Allendorf,James E. Seeb"
BioMark,https://github.com/NoTranslationLayer/biomarkerdash,10.1371/journal.pone.0001662,Data was analyzed using the BioMark digital array software and the numbers of positive chambers were corrected to estimate the true number of copies [32],"Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Sandra L. Spurgeon,Robert C. Jones,Ramesh Ramakrishnan"
BioMark,https://github.com/AIM-Harvard/foundation-cancer-image-biomarker,10.1371/journal.pone.0001662,Data was analyzed using the BioMark digital array software and the numbers of positive chambers were corrected to estimate the true number of copies [32],"Biomarts,BioMarkTM,BiomarC®,BIOMASAR,BIOMA,BIOMARIN,BioMart,BiomarkTM,ImBioMark,BIOMARCS,BioMark R Bioconductor package,Biomarker2vec,BiomarkeR,BIOMART,BIOMAR,BioMarKs,BiomarkHD,Biomarks,BiomarC,BIOMARK HD,Biomark Chip,Biomark qPCR,Biomark & EP1,Biomark HD,BioMar,BioMarcs,Biomarkers,R BioMark package,BioMark HD,BIOMARKER,BioMarker,BioMART,BioMarks,Biomarker,BIOMARKERY,R package BioMark,BIOMARKAPD,BioMarts,BioMA,Biomartr,BiomarkR,Biomart",,"Sandra L. Spurgeon,Robert C. Jones,Ramesh Ramakrishnan"
