id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability (ground truth),metadata_name,metadata_authors,metadata_keywords,metadata_description,name_metric,author_metric,paragraph_metric,keywords_metric
22,Python package sklearn,10.1186/s13059-020-02189-8,"With the values for the above sequence and epigenetic features and the category labels, we performed random forest analysis using the RandomForestRegressor function in the Python package sklearn [57] to evaluate the importance of each feature to the DNA methylation heterogeneity.","Chengchen Zhao,Naiqian Zhang,Yalin Zhang,Nuermaimaiti Tuersunjiang,Shaorong Gao,Wenqiang Liu,Yong Zhang","DNA methylation,Epigenetics,Biology,Methylation,DNA","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.5715488215488216,0.0,0.2925041913986206,0.004292408004403114
24,Python package sklearn,10.3390/ijms21030713,"Each ML method was applied with its default settings using Python package sklearn [40], both with and without data trimming, separately for each dataset","Victor Tkachev,Maxim Sorokin,Constantin Borisov,Andrew Garazha,Anton Buzdin,Nicolas Borisov","Artificial intelligence,Support vector machine,Computer science,Machine learning,Random forest","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.5715488215488216,0.0,0.4831876754760742,0.2406798005104065
26,sklearn python package,10.3390/s21041463,"The tuned hyper-parameters were: The training set was split in train and validation using the train_test_split function from the sklearn python package, using a 80-20% split, ensuring stratification on the predicted class","Davide Morelli,Alessio Rossi,Leonardo Bartoloni,Massimo Cairo,David A. Clifton","Standard deviation,Heart rate variability,QRS complex,Wearable computer,Wearable technology","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.6085858585858586,0.0,0.33008265495300293,0.0736883133649826
28,sklearn python package,10.7554/eLife.52611,"Regression coefficients were calculated using the sklearn.linear_model.Ridge function from the sklearn python package (Pedregosa et al., 2011) where X is 111 x d (and d is the number of transcripts) and y is the vector for RRTS values for each transcript","Jamie R Wangen,Rachel Green","Stop codon,Biology,Genetics,Gene,Start codon,Ribosome profiling","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.6085858585858586,0.0,0.1366027295589447,0.04065072536468506
30,Python sklearn library,10.1155/2020/1384749,The SVM and RF algorithms were implemented using the Python sklearn library [49],"Xiuzhi Sang,Wanyue Xiao,Huiwen Zheng,Yang Yang,Taigang Liu","Support vector machine,Hidden Markov model,Feature selection,Computer science,Artificial intelligence,Classifier (UML),Machine learning,Benchmark (surveying)","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.5715488215488216,0.0,0.5900386571884155,0.18102756142616272
32,Python sklearn library,10.3390/e22111274,It is implemented using Python sklearn library which provides highly standardised and efficient set of tools for calculation clustering quality and clustering comparison scores,"Alexander Chervov,Jonathan Bac,Andreï Zinovyev","Computer science,Cluster analysis,Python (programming language),Data point","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.5715488215488216,0.0,0.47115570306777954,0.3348073661327362
34,Python sklearn library,10.3389/fonc.2021.652063,"Thus, to further characterize them we used several non-deep ML methods implemented in the Python sklearn library (56).","Nicolas Borisov,Anna Sergeeva,Maria Suntsova,Mikhail Raevskiy,Нуршат Гайфуллин,Л. П. Менделеева,Alexander Gudkov,Maria Nareiko,Andrew Garazha,Victor Tkachev,Xinmin Li,Maxim Sorokin,В. Л. Сурин,Anton Buzdin","Bortezomib,Multiple myeloma,Dexamethasone,Medicine,Oncology","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.5715488215488216,0.0,0.500279426574707,0.03882730007171631
36,Python sklearn library,10.2196/19133,We computed bag-of-words models using the TfIdfVectorizer() function in the Python sklearn library [43].,"Andrea Ferrario,Burcu Demiray,Kristina Yordanova,Minxia Luo,Mike Martin","Reminiscence,Artificial intelligence,Machine learning,Computer science,Random forest,Natural language processing","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.5715488215488216,0.0,0.4683637022972107,0.2077968567609787
38,Python sklearn,10.3390/pharmaceutics13071026,Drug molecular features were standardised by removing their mean and scaling to unit variance (performed with the StandardScaler tool in the Python sklearn.preprocessing library),"Laura E. McCoubrey,Moe Elbadawi,Mine Orlu,Simon Gaisford,Abdul W. Basit","Microbiome,Gut microbiome,Drug,Machine learning","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.621031746031746,0.0,0.33743077516555786,0.04661025106906891
40,Python sklearn,10.3390/e22111274,Having produced clustering of the dataset by several approximating graphs (see previous steps) one can use the well-established and efficiently implemented in Python sklearn library scores for clustering comparison,"Alexander Chervov,Jonathan Bac,Andreï Zinovyev","Computer science,Cluster analysis,Python (programming language),Data point","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.621031746031746,0.0,0.3789379596710205,0.3348073661327362
42,Python sklearn,10.3390/e22111274,They are efficiently implemented in Python sklearn library,"Alexander Chervov,Jonathan Bac,Andreï Zinovyev","Computer science,Cluster analysis,Python (programming language),Data point","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.621031746031746,0.0,0.4891950190067291,0.3348073661327362
44,Python sklearn,10.3389/fnins.2021.629892,"The task consists in training a 256-500-500-10 network to solve a synthetic classification problem with 16×16-pixel images and 10 classes; the data to classify is generated automatically with the Python sklearn library (Pedregosa et al., 2011) (see section 4)","Charlotte Frenkel,Martin Lefebvre,David Bol","Computer science,Backpropagation,Artificial neural network,Feed forward,Artificial intelligence,Enhanced Data Rates for GSM Evolution","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.621031746031746,0.0,0.2179047167301178,-0.008871426805853844
46,Python sklearn,10.3389/frobt.2019.00049,"We compared the performances of four of classifier (random forest classifier, extra-tree classifier, multi-layer perceptron classifier and a k-Nearest Neighbor classifier, using implementations from the Python sklearn toolkit; hyper-parameters were optimized using a grid search where applicable), and eventually selected a k-Nearest Neighbor (with k = 3) classifier as providing the best overall classification performance.","Madeleine Bartlett,Charlotte Edmunds,Tony Belpaeme,Serge Thill,Séverin Lemaignan","Computer science,Natural (archaeology)","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.621031746031746,0.0,0.5288805961608887,0.3555610775947571
48,Python sklearn,10.3389/frobt.2019.00049,"Accuracy, precision, recall and F1 score were calculated to assess the performance of the classifier (following recommendations in Sorower (2010) and using the weighted implementations of the metrics available in the Python sklearn toolkit)","Madeleine Bartlett,Charlotte Edmunds,Tony Belpaeme,Serge Thill,Séverin Lemaignan","Computer science,Natural (archaeology)","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.621031746031746,0.0,0.46060052514076233,0.3555610775947571
50,sklearn Python,10.1186/s12859-020-03582-7,"Next, a random forest model is trained (using the sklearn Python package) to classify compounds as to their bioactivity against the protein of interest","Kenneth Westerman,Sean Harrington,José M. Ordovás,Laurence D. Parnell","chEMBL,Computational biology,DrugBank,Peroxisome proliferator-activated receptor gamma,PubChem,Novel food","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.6865079365079364,0.0,0.46193331480026245,0.0962899923324585
52,sklearn,10.1021/acsomega.1c00991,"Machine learning procedures were used/implemented with sklearn, tensorflow, and (for the GNN) pytorch-geometric, while the fingerprints were generated with Dscribe(54) and our own implementation of the PDDF","Felix Mayr,Alessio Gagliardi","Benchmark (surveying),Fingerprint (computing),Computer science,Workflow","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.4034903943538666,0.2941446304321289
54,sklearn,10.18632/aging.203447,Analyses were performed using the sklearn (version 0.20.3) and lifelines (version 0.19.5) packages in python.,"Ted Kheng Siang Ng,David B. Matchar,Timothy V. Pyrkov,П. О. Федичев,Angelique Chan,Brian K. Kennedy","Socioeconomic status,Demography,Body mass index,Gerontology","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.5028712749481201,0.021929459646344185
56,SKLEARN,10.1155/2020/8858588,Li [4] proposed an SKLEARN system based on automatic machine learning,"Li Ji,Huiqiang Zhang,Jianping Ou,Wei Wang","Computer science,Radar,Universal Software Radio Peripheral,Convolutional neural network,Robustness (evolution)","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.41836684942245483,0.08788010478019714
58,SKLEARN,10.1155/2020/8858588,"Through the automatic solution algorithm of the SKLEARN system and the optimization of hyperparameters, the accuracy of radar signal recognition is improved and the stability is more reliable","Li Ji,Huiqiang Zhang,Jianping Ou,Wei Wang","Computer science,Radar,Universal Software Radio Peripheral,Convolutional neural network,Robustness (evolution)","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.2575111985206604,0.08788010478019714
60,SKLEARN,10.3389/fmicb.2019.01084,"As SKLEARN represents a machine learning approach, the additional flexibility provided was to assign taxonomy after training the algorithm with extracted reference sequences from the SILVA and UNITE databases using the aforementioned PCR primers and trimmed to a length equal to the maximum length of the reads after quality filtering","Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.3222496211528778,0.3803880214691162
62,SKLEARN,10.3389/fmicb.2019.01084,The training process of SKLEARN is based on k-mers where the value 7 was used as it is the default balanced QIIME 2 parameter,"Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.22648805379867554,0.3803880214691162
64,SKLEARN,10.3389/fmicb.2019.01084,"In relaxed terms, during the training process SKLEARN splits each reference sequence into a series of overlapping heptamers and assigns a level of taxonomy to a given collection of heptamers","Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.2710758447647095,0.3803880214691162
66,SKLEARN,10.3389/fmicb.2019.01084,"Later on, during the classification process SKLEARN splits each sequence once again into a collection of overlapping heptamers, and tries to assign a level of taxonomy by taking into consideration the collections of heptamers from the reference sequences","Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.27960729598999023,0.3803880214691162
67,Pandas,10.1007/s00701-021-04837-9,The large datasets were analyzed using Python 3.8.2 in conjunction with Pandas 1.2.1 and NumPy 1.20.0 before statistical analysis.,"Justyna Lunkiewicz,Giovanna Brandi,Jan Willms,Christian Strässle,Gagan Narula,Emanuela Keller,Carl Muroi","Nimodipine,Medicine,Anesthesia,Subarachnoid hemorrhage,Cardiac index,Context (archaeology)","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.5604700854700856,0.6915164589881897,-0.0023777447640895844
68,Pandas,10.1007/s00701-021-04837-9,The large datasets were analyzed using Python 3.8.2 in conjunction with Pandas 1.2.1 and NumPy 1.20.0 before statistical analysis.,"Justyna Lunkiewicz,Giovanna Brandi,Jan Willms,Christian Strässle,Gagan Narula,Emanuela Keller,Carl Muroi","Nimodipine,Medicine,Anesthesia,Subarachnoid hemorrhage,Cardiac index,Context (archaeology)","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.45991674065589905,0.02601032145321369
69,Pandas,10.1002/advs.202001314,"Statistical analyses were performed using Python libraries Numpy, Scipy, and Pandas.","Wenze Ding,H. Gong","Protein structure prediction,Residue (chemistry),Computer science","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.40849673202614384,0.6663744449615479,0.23518340289592743
